C1,C2,C3,C4
0.421396363,0.086079253,0.054637283,0.437887101
0.009486062,0.005551671,0.002061814,0.982900453
0.761628147,0.066358544,0.019078391,0.152934918
0.573200933,0.130963215,0.02155805,0.274277802
0.468725889,0.097563596,0.140059948,0.293650567
0.949956421,0.026433751,0.004948588,0.018661239
0.071372665,0.0551292,0.025020204,0.84847793
0.068392856,0.059176126,0.020766131,0.851664887
0.041040086,0.020748946,0.005900428,0.932310541
0.147573542,0.064696174,0.059886981,0.727843303
0.492044918,0.09603952,0.115069428,0.296846134
0.418680451,0.094330206,0.106790315,0.380199028
0.119984816,0.105804519,0.050936845,0.72327382
0.182753632,0.058219004,0.02992283,0.729104534
0.239792044,0.076346796,0.021644551,0.662216608
0.209800912,0.068476725,0.051629487,0.670092876
0.182753632,0.058219004,0.02992283,0.729104534
0.089412441,0.035087092,0.014771352,0.860729116
0.417220939,0.085889336,0.051179344,0.445710381
0.034745108,0.01984804,0.010113933,0.935292919
0.004014622,0.002392398,0.000855091,0.992737889
0.037408626,0.019762967,0.010095485,0.932732922
0.003113836,0.002037407,0.000635461,0.994213297
0.264934333,0.072548749,0.040725644,0.621791275
0.43499534,0.097763102,0.143951385,0.323290174
0.346540242,0.546108695,0.015572286,0.091778776
0.030947781,0.951065894,0.003098854,0.014887471
0.044560314,0.931749776,0.003766179,0.01992373
0.120275369,0.807852893,0.015014044,0.056857694
0.130064893,0.737329193,0.026138566,0.106467347
0.046614647,0.912994887,0.005550044,0.034840422
0.431333351,0.460016005,0.019679961,0.088970683
0.359566139,0.478889485,0.01740131,0.144143065
0.012465065,0.979610499,0.001204573,0.006719863
0.043276727,0.914302769,0.006211898,0.036208606
0.062401488,0.884154847,0.008887497,0.044556168
0.119119819,0.80194892,0.016733289,0.062197973
0.058285636,0.907839398,0.005277751,0.028597216
0.27532063,0.626275158,0.016127815,0.082276398
0.164217482,0.755145075,0.011362753,0.06927469
0.612460428,0.266966177,0.016474455,0.10409894
0.141669056,0.722576616,0.028005732,0.107748597
0.044411875,0.912955745,0.00596244,0.036669939
0.244120477,0.636233757,0.017837896,0.10180787
0.064851856,0.886371435,0.008722589,0.04005412
0.094458913,0.82095632,0.015293999,0.069290768
0.113961797,0.83590743,0.008429744,0.04170103
0.158495134,0.772761545,0.009959496,0.058783825
0.008722599,0.985370641,0.000908462,0.004998298
0.549833678,0.343365871,0.019733767,0.087066684
0.141833378,0.732882366,0.026963373,0.098320883
0.417050097,0.440507451,0.017306586,0.125135866
0.441279003,0.450256855,0.017280566,0.091183577
0.093889859,0.827216805,0.01540413,0.063489206
0.114476499,0.771574607,0.021093387,0.092855508
0.122947139,0.817394216,0.0098475,0.049811144
0.179139755,0.516844618,0.023008921,0.281006705
0.178646715,0.40646776,0.025359301,0.389526225
0.214036156,0.199261304,0.021266261,0.56543628
0.144711653,0.227245979,0.031615251,0.596427117
0.150981445,0.163700155,0.01956204,0.66575636
0.354062105,0.544063368,0.016027137,0.085847389
0.186021451,0.228944625,0.022043675,0.562990249
0.011567096,0.980133932,0.001330867,0.006968106
0.050898638,0.042305491,0.014509637,0.892286233
0.171259526,0.440438437,0.041809297,0.34649274
0.171590771,0.421626574,0.03198519,0.374797465
0.18776003,0.31167231,0.068213728,0.432353932
0.169148167,0.239821393,0.060808194,0.530222246
0.05393622,0.048359491,0.012717363,0.884986926
0.066932886,0.0581923,0.020466117,0.854408697
0.116047282,0.137698853,0.032968324,0.713285541
0.176613295,0.251831726,0.068974697,0.502580282
0.157402047,0.204026093,0.057014758,0.581557101
0.187231315,0.445454455,0.056915483,0.310398747
