C1,C2,C3,C4,C5,C6,C7,C8
0.498925908,0.067684627,0.129156612,0.167577153,0.031567059,0.028385605,0.021741081,0.054961955
0.978661693,0.000986954,0.006557605,0.012073283,0.00047297,0.000309871,0.000294284,0.00064334
0.056168955,0.006297157,0.113721355,0.813016311,0.003392379,0.001765302,0.001979662,0.003658878
0.852584974,0.005862766,0.053949861,0.076821175,0.002974569,0.001980677,0.001884691,0.003941287
0.119276704,0.023758638,0.227258551,0.592224524,0.012175712,0.005822991,0.006751322,0.012731558
0.922441874,0.004731313,0.0242813,0.039955417,0.002293988,0.001597301,0.001465531,0.003233275
0.55805259,0.009576958,0.112325034,0.303641682,0.004739123,0.002849387,0.002873351,0.005941874
0.579984771,0.045711202,0.124860477,0.157656107,0.022273728,0.018694058,0.015154122,0.035665533
0.782772944,0.007066719,0.080021705,0.117221516,0.003616044,0.002346662,0.002273559,0.004680851
0.727889544,0.007432042,0.076172337,0.175319026,0.003751951,0.002342323,0.002321985,0.004770792
0.325332678,0.009710264,0.250423553,0.396956812,0.00513972,0.003091815,0.003162667,0.00618249
0.019061668,0.00149093,0.045598168,0.931290825,0.000788644,0.000425117,0.000464159,0.000880488
0.922441874,0.004731313,0.0242813,0.039955417,0.002293988,0.001597301,0.001465531,0.003233275
0.676036145,0.012040399,0.084617734,0.207281621,0.005687297,0.003474476,0.00343767,0.007424657
0.944985159,0.002668363,0.01674474,0.030982027,0.001268573,0.000830295,0.00078783,0.001733014
0.047787052,0.254165052,0.055432391,0.062457561,0.363782715,0.037267403,0.087311803,0.091796023
0.012875815,0.077521722,0.013980374,0.015540735,0.752213776,0.017963611,0.071416945,0.038487022
0.013217703,0.067094008,0.014441562,0.015752507,0.720145618,0.021319644,0.108185938,0.039843021
0.001219948,0.008922534,0.00124625,0.001393878,0.965789599,0.002514545,0.013586541,0.005326704
0.102248439,0.189937462,0.150334651,0.164310141,0.187691661,0.041038616,0.077628001,0.086811029
0.079559206,0.488124328,0.0703398,0.090885403,0.092487962,0.031333631,0.038528257,0.108741412
0.02589126,0.295031892,0.026922931,0.030794945,0.434260376,0.02959749,0.070900656,0.08660045
0.046474254,0.277012994,0.05292925,0.060105936,0.350751192,0.036470582,0.082783395,0.093472396
0.01160371,0.111229223,0.011994601,0.013549062,0.732691295,0.017471279,0.055888265,0.045572565
0.005409043,0.035381256,0.005734263,0.006373199,0.878642049,0.008907253,0.040659027,0.018893909
0.056923559,0.215665302,0.070172287,0.077382509,0.349491467,0.040797077,0.098823492,0.090744306
0.036702523,0.318566311,0.039605853,0.045441505,0.358983793,0.033218124,0.07441442,0.093067471
0.031039631,0.161266839,0.03539997,0.039259148,0.532255586,0.032030114,0.09769984,0.071048872
0.015077328,0.077119509,0.016623497,0.018165805,0.706536834,0.022325746,0.10088422,0.043267062
0.000810506,0.006751551,0.000821613,0.00092134,0.977379429,0.00166518,0.007849689,0.003800693
0.004789897,0.041735072,0.003630381,0.004256924,0.012147604,0.022655804,0.008838125,0.901946192
0.012166472,0.553079631,0.009710002,0.011593736,0.040917524,0.024503658,0.020498236,0.327530742
0.017213531,0.584554338,0.013240927,0.015958081,0.040736302,0.026775677,0.021005796,0.280515347
0.013784998,0.575196247,0.012199007,0.014280331,0.129648341,0.030382228,0.044377624,0.180131224
0.012631736,0.550387025,0.01078779,0.012691617,0.084522527,0.030905323,0.035803362,0.262270619
0.079559206,0.488124328,0.0703398,0.090885403,0.092487962,0.031333631,0.038528257,0.108741412
0.00307036,0.953929639,0.002673601,0.003230184,0.012074796,0.003337654,0.004291301,0.017392464
0.001153743,0.977929628,0.000963805,0.001160272,0.004379434,0.001593773,0.001770131,0.011049213
0.012166472,0.553079631,0.009710002,0.011593736,0.040917524,0.024503658,0.020498236,0.327530742
0.004605822,0.071084449,0.00357872,0.004224432,0.013952947,0.015060308,0.008688199,0.878805123
0.000823497,0.987479403,0.000699074,0.000847605,0.00287823,0.000920482,0.001096466,0.005255242
0.003615414,0.051425288,0.002805616,0.003330655,0.011746338,0.013476323,0.007610435,0.905989931
0.016866931,0.546466456,0.015827848,0.018380628,0.211194476,0.027222583,0.050033932,0.114007146
0.016947152,0.348385855,0.015646193,0.017930467,0.298337335,0.042566384,0.08312579,0.177060824
0.051815211,0.601132218,0.046027573,0.057947668,0.084132318,0.026407969,0.033157503,0.09937954
0.011417085,0.096262919,0.011982958,0.013470496,0.753081655,0.016642458,0.055878932,0.041263497
0.016066874,0.094648482,0.011941842,0.013917962,0.034319367,0.09951299,0.027632445,0.70196004
0.012835487,0.080043677,0.009797793,0.011398507,0.03364188,0.119342611,0.028805141,0.704134904
0.009060835,0.198443719,0.007427454,0.008719169,0.044537247,0.031832073,0.025158965,0.674820538
0.037302796,0.40984935,0.026043283,0.032109808,0.053471784,0.046553834,0.030863824,0.363805322
0.039034066,0.662932282,0.034489985,0.043302801,0.077310641,0.023020861,0.029517696,0.090391669
0.026292583,0.757251645,0.02195862,0.027310685,0.049331893,0.01765454,0.020173457,0.080026576
0.029552054,0.119009741,0.021692132,0.025088767,0.053919205,0.247311525,0.048184488,0.455242086
0.008630877,0.773579924,0.006959776,0.00835402,0.029205994,0.014609599,0.013568254,0.145091556
0.012631736,0.550387025,0.01078779,0.012691617,0.084522527,0.030905323,0.035803362,0.262270619
0.015152157,0.741528987,0.011725203,0.014255448,0.03342742,0.018694831,0.016195421,0.149020532
0.008630877,0.773579924,0.006959776,0.00835402,0.029205994,0.014609599,0.013568254,0.145091556
0.012063851,0.447027019,0.009716404,0.011528267,0.044834316,0.027743421,0.022892222,0.424194499
0.001035283,0.983371521,0.000880001,0.001064267,0.003849689,0.001222167,0.00146351,0.007113561
0.008604835,0.094431403,0.006428445,0.007630638,0.019952762,0.026542393,0.013128397,0.823281128
0.001621852,0.022320333,0.0012765,0.001496469,0.005465925,0.006594858,0.003570891,0.957653172
0.00996505,0.134104315,0.007521572,0.008944946,0.024367535,0.027435078,0.015234402,0.772427102
0.000768078,0.009665693,0.000608544,0.000712474,0.002823727,0.003755658,0.001934782,0.979731044
0.003704498,0.924997653,0.00302552,0.003650838,0.012470882,0.005301411,0.005401689,0.041447508
0.0501821,0.620762407,0.042875052,0.054299857,0.074767191,0.025693255,0.030611791,0.100808348
0.006006341,0.043147413,0.005919771,0.00663163,0.737495432,0.017420842,0.150269657,0.033108914
0.002940753,0.014349993,0.00291398,0.003214049,0.075318486,0.010679278,0.876899953,0.013683508
0.005188043,0.028176085,0.005117103,0.005662964,0.177785988,0.018776201,0.732963908,0.026329708
0.010020751,0.040905983,0.010086723,0.011119791,0.176328285,0.030460946,0.683770899,0.037306623
0.016191298,0.055821511,0.015762309,0.017078746,0.128455073,0.083998288,0.617365115,0.065327659
0.006986908,0.036300945,0.00658655,0.007383332,0.111723575,0.036221166,0.753054744,0.04174278
0.005400647,0.033174148,0.005536484,0.006108348,0.805905124,0.013013914,0.107362191,0.023499144
0.010628251,0.093082737,0.010141877,0.011429709,0.555658678,0.037087266,0.202203561,0.079767921
0.002938321,0.01556543,0.002867335,0.003171148,0.074962516,0.012188163,0.872581384,0.015725703
0.005048899,0.023227544,0.004774977,0.005295817,0.062435285,0.030663932,0.840138769,0.028414777
0.005438901,0.023566894,0.005298518,0.005783777,0.071556693,0.027453398,0.834249372,0.026652447
0.010730077,0.04157462,0.010751233,0.011838375,0.154470426,0.034181844,0.697168862,0.039284564
0.006804359,0.036868784,0.006608746,0.007392946,0.190097568,0.025143126,0.69194493,0.035139542
0.009022037,0.055745441,0.008914881,0.010027666,0.58576896,0.025114915,0.261820699,0.043585402
0.009865591,0.063215815,0.009523394,0.010731567,0.406128291,0.033952369,0.410245993,0.056336979
0.004977537,0.044708731,0.004869923,0.005518646,0.836382775,0.012452656,0.062293306,0.028796426
0.017256479,0.058751962,0.017041565,0.018359599,0.141788305,0.079261889,0.601519604,0.066020597
0.005430409,0.02626973,0.005161091,0.005695868,0.073575713,0.033296711,0.818340944,0.032229535
0.013061857,0.081598422,0.012561364,0.014267569,0.426515804,0.040905918,0.341304955,0.069784111
0.004872085,0.020835352,0.004819969,0.005250236,0.072801639,0.020800656,0.848687462,0.021932601
0.00934065,0.036853088,0.009150935,0.009933743,0.101953094,0.046082214,0.745010402,0.041675874
0.007373943,0.040637873,0.00735873,0.00814706,0.348608568,0.023305719,0.529510976,0.03505713
0.007988662,0.051104034,0.007846313,0.008734852,0.464927603,0.026950261,0.387920583,0.044527692
0.00180756,0.009233797,0.001762762,0.001945343,0.040402758,0.00782783,0.927444513,0.009575437
0.002890644,0.018673807,0.002977964,0.003295084,0.910197326,0.006381314,0.043325802,0.012258059
0.016334824,0.055359542,0.016314959,0.017575941,0.144953903,0.066146587,0.623966369,0.059347875
0.008490049,0.072501443,0.008180039,0.009247332,0.666465082,0.026007683,0.153149967,0.055958406
0.003854836,0.027068762,0.003849815,0.004311065,0.854508441,0.009892521,0.077355666,0.019158895
0.009452889,0.035823799,0.009220846,0.010165747,0.103121156,0.039312344,0.754697566,0.038205654
0.014265685,0.053017542,0.013590883,0.015064032,0.125163863,0.071181231,0.646387534,0.061329229
0.008966351,0.049310988,0.008806699,0.009861264,0.322225814,0.028786338,0.528754337,0.04328821
0.01713234,0.114214305,0.015461193,0.017299743,0.183987723,0.15941142,0.295644516,0.19684876
0.01752075,0.120733732,0.015440586,0.017414955,0.153726667,0.203432356,0.218086,0.253644953
0.016739642,0.197583099,0.014652367,0.016788115,0.173476402,0.093457947,0.119676858,0.367625571
0.013659114,0.07836337,0.011405912,0.01293178,0.064292796,0.474439961,0.080203486,0.264703581
0.015523801,0.157245596,0.013319729,0.015248249,0.12065524,0.119039293,0.100538863,0.458429229
0.005193617,0.035109309,0.005176798,0.005781328,0.776728655,0.014210644,0.131530906,0.026268742
0.016977349,0.166555234,0.014680105,0.016870476,0.15439397,0.121624717,0.133821164,0.375076985
0.001324878,0.006387315,0.001284281,0.001425004,0.024998093,0.005736656,0.952156736,0.006687036
0.008643434,0.060704148,0.006616088,0.007722905,0.023887579,0.070992006,0.019780591,0.801653249
0.015388792,0.063122086,0.013290352,0.014887047,0.074049841,0.548681943,0.144617064,0.125962874
0.017354616,0.093014485,0.015236779,0.017006658,0.112660774,0.352823176,0.192520813,0.199382699
0.011320164,0.034836406,0.009423888,0.010442516,0.031748723,0.784827567,0.04587721,0.071523527
0.003786177,0.013124788,0.003047016,0.003420504,0.010033282,0.920294083,0.012653417,0.033640732
0.008454928,0.066317478,0.006716211,0.007761602,0.02996534,0.083381705,0.025454662,0.771948075
0.012661994,0.078717767,0.009636293,0.011226156,0.032914996,0.119158095,0.028300632,0.707384067
0.014356075,0.075032676,0.01135238,0.013050215,0.045567157,0.448444504,0.048326936,0.343870058
0.009221189,0.028815821,0.007360198,0.008285242,0.022382999,0.828061449,0.028631392,0.067241709
0.007379566,0.026950708,0.005836404,0.00659722,0.018698015,0.834598035,0.021950551,0.0779895
0.022516799,0.071426759,0.019774381,0.021765031,0.086306341,0.488199883,0.168602294,0.121408512
