C1,C2,C3,C4,C5
0.801176487,0.015833149,0.090889643,0.076377718,0.015723003
0.814443992,0.018856019,0.070703967,0.077852829,0.018143193
0.961318989,0.002865519,0.015322477,0.01766648,0.002826534
0.875867961,0.009266086,0.040786241,0.065108079,0.008971633
0.912861286,0.005772608,0.032418853,0.043233443,0.00571381
0.619519119,0.021537359,0.101631187,0.23629836,0.021013975
0.647457347,0.034974738,0.155120453,0.128010029,0.034437434
0.800987686,0.013251976,0.098748385,0.073589534,0.013422419
0.806068808,0.013506892,0.069246365,0.097803712,0.013374223
0.83809795,0.013899263,0.069166995,0.065227111,0.013608681
0.739078023,0.022606885,0.118052391,0.097890058,0.022372643
0.976442597,0.001853718,0.00848096,0.011433955,0.001788769
0.952298991,0.003229378,0.017359816,0.023952734,0.00315908
0.956721739,0.003188554,0.01849252,0.018447085,0.003150103
0.721515807,0.02219063,0.076902012,0.158613887,0.020777664
0.676184774,0.033639439,0.136142373,0.121274712,0.032758702
0.720920689,0.015212435,0.088941785,0.159847054,0.015078037
0.803534744,0.013717352,0.058560502,0.111012951,0.01317445
0.765787747,0.021934047,0.100061832,0.090565738,0.021650636
0.68162438,0.028117714,0.146240083,0.115683784,0.028334038
0.943591178,0.004371321,0.020666169,0.02710771,0.004263622
0.41751296,0.020857049,0.367840618,0.171676539,0.022112835
0.283720922,0.019173178,0.510950453,0.165420315,0.020735132
0.210663606,0.01967117,0.432691419,0.315668747,0.021305059
0.065420056,0.00944115,0.84684299,0.067564025,0.010731779
0.139132978,0.015362786,0.622900822,0.205637737,0.016965678
0.859601886,0.009879972,0.044159734,0.076841972,0.009516435
0.202687971,0.018040502,0.525928223,0.233604915,0.019738389
0.934335388,0.00504048,0.028251183,0.027376477,0.004996472
0.025537625,0.007896291,0.887390912,0.069512451,0.009662721
0.266291156,0.030265547,0.521199149,0.148823946,0.033420202
0.254840039,0.022410797,0.552133679,0.146200324,0.024415161
0.186144043,0.043615996,0.558653449,0.161491269,0.050095244
0.118542368,0.030729951,0.683333028,0.131098214,0.036296439
0.013697016,0.003308358,0.946292814,0.032780035,0.003921776
0.026807644,0.008562353,0.887310133,0.066778696,0.010541174
0.024305139,0.005657356,0.926169328,0.037127617,0.00674056
0.138111136,0.038633899,0.628646209,0.148687536,0.04592122
0.091576604,0.025522045,0.736527777,0.115794863,0.030578711
0.304138314,0.046067722,0.429075473,0.170344078,0.050374413
