C1,C2,C3,C4,C5,C6
0.038721573,0.301712959,0.093571563,0.128777975,0.213264126,0.223951803
0.019176621,0.559190065,0.185201113,0.094034237,0.057743674,0.08465429
0.693417144,0.04375701,0.036652625,0.047772455,0.111303606,0.067097161
0.069070328,0.052974779,0.025867245,0.065727935,0.632315622,0.15404409
0.019570213,0.039556667,0.013184214,0.053782341,0.644664962,0.229241603
0.02201621,0.532472072,0.080243407,0.116562431,0.098221951,0.150483928
0.022831924,0.376847089,0.368941429,0.093663054,0.057533749,0.080182754
0.01601435,0.44680217,0.038603352,0.174255522,0.090266313,0.234058292
0.025826493,0.215843903,0.552575767,0.073747459,0.06026918,0.071737198
0.020394097,0.414474525,0.349442793,0.084613618,0.055123812,0.075951156
0.166432535,0.158167668,0.265388064,0.122172543,0.153416123,0.134423067
0.020653224,0.350090173,0.044579691,0.165857534,0.130139168,0.28868021
0.006490173,0.036155601,0.91609729,0.014366862,0.012712881,0.014177192
0.006454724,0.042768181,0.008291944,0.70434691,0.033271969,0.204866272
0.007762972,0.160867144,0.016198775,0.648294277,0.034354902,0.132521931
0.809131667,0.021766897,0.016308947,0.023057141,0.091439788,0.038295559
0.008086284,0.77000808,0.035922268,0.099815357,0.027779576,0.058388436
0.090747974,0.038974195,0.019187299,0.054341179,0.6679792,0.128770153
0.003970191,0.056158058,0.006913924,0.805293508,0.01992269,0.107741629
0.034245325,0.134552005,0.640538998,0.065996608,0.059825983,0.064841081
0.007757319,0.782390697,0.029608401,0.08284263,0.031226786,0.066174168
0.010234762,0.032806165,0.008484818,0.102937093,0.091447722,0.75408944
0.010846558,0.312378025,0.023655388,0.380377858,0.054943592,0.217798579
0.013278276,0.202089063,0.023666259,0.318470271,0.0772777,0.365218431
0.146863576,0.159559523,0.30486514,0.116447327,0.144418934,0.1278455
0.012565213,0.224070299,0.024156497,0.33123529,0.07330775,0.334664951
0.019591271,0.590980142,0.119384283,0.091407614,0.074270211,0.104366479
0.003084049,0.026849726,0.004560618,0.871857655,0.014833793,0.078814159
0.05737149,0.164396276,0.50548203,0.094543034,0.086232933,0.091974237
0.012576989,0.229031135,0.028589212,0.543233155,0.046866279,0.139703229
0.056482419,0.158807679,0.070700917,0.104092036,0.389419881,0.220497068
0.013476088,0.171749906,0.026442789,0.549745504,0.056671046,0.181914666
0.008404947,0.050132786,0.009962465,0.48253233,0.048295527,0.400671944
0.038049463,0.073664177,0.025600334,0.133712384,0.344327956,0.384645687
0.09116415,0.202236722,0.14562179,0.140125575,0.22850231,0.192349452
0.016492262,0.132494112,0.026134729,0.501131343,0.073600659,0.250146895
0.03681565,0.066151101,0.026272666,0.072545497,0.592384375,0.205830712
0.013565441,0.365640655,0.029888445,0.246342044,0.076811058,0.267752357
0.038310173,0.04399254,0.016625574,0.084431369,0.534243802,0.282396542
0.014845708,0.192504894,0.030663364,0.532093872,0.057851392,0.172040769
0.02379933,0.12221548,0.705619707,0.04609782,0.050668759,0.051598905
0.006695163,0.030212036,0.006735723,0.16286937,0.04705858,0.746429127
0.004046828,0.049964025,0.007354768,0.859570089,0.016621312,0.062442978
0.006625531,0.046741743,0.008592194,0.66489046,0.034991926,0.238158146
0.008626355,0.78449331,0.049923883,0.07769565,0.02756111,0.051699692
0.01884752,0.455193587,0.048625907,0.154863485,0.105100313,0.217369188
0.028837792,0.034394964,0.01288317,0.060092673,0.64497629,0.218815111
0.008761152,0.057444955,0.010767478,0.132386853,0.071593239,0.719046323
0.133566632,0.174056141,0.274542722,0.13569562,0.143317938,0.138820947
0.137999711,0.171780657,0.267139706,0.13379686,0.1490724,0.140210667
0.597294378,0.054637547,0.045707019,0.055395789,0.163173472,0.083791796
0.020665546,0.106640542,0.025200956,0.359786575,0.106212339,0.381494042
0.01824832,0.012843137,0.005981623,0.016112071,0.903176399,0.043638449
0.00824335,0.031819274,0.007648379,0.150010901,0.059867333,0.742410763
0.019788706,0.066925373,0.018101616,0.17229732,0.156709456,0.566177529
0.033237699,0.103125624,0.703901316,0.052108299,0.053596357,0.054030706
0.112026241,0.164901256,0.104286844,0.197627547,0.204208215,0.216949897
0.010181796,0.734824685,0.041541163,0.094269785,0.040099123,0.079083449
0.009742274,0.147293888,0.02028897,0.667693231,0.037089727,0.11789191
0.012680274,0.295204401,0.031388184,0.4767628,0.047240906,0.136723435
0.010759794,0.076689451,0.016180468,0.727811933,0.039636906,0.128921448
0.010435705,0.074770694,0.015684482,0.733552288,0.038658691,0.12689814
0.010024566,0.04884386,0.010811759,0.26892731,0.065318995,0.59607351
0.024884208,0.434379476,0.07144107,0.137059792,0.129837247,0.202398206
0.008231609,0.799650231,0.059132124,0.061146886,0.026228675,0.045610476
0.010021976,0.429681377,0.026368818,0.35605886,0.042848952,0.135020016
0.591818497,0.061514647,0.056704896,0.062651796,0.140785896,0.086524268
0.005633741,0.020607514,0.005033601,0.053479269,0.060390547,0.854855327
0.013906526,0.038918735,0.010705765,0.088925425,0.168829666,0.678713884
0.008146933,0.72436976,0.029073847,0.136617736,0.030085201,0.071706523
0.016849785,0.639532275,0.095567794,0.087246948,0.06452417,0.096279029
0.012111959,0.38342008,0.032119044,0.387957203,0.047714099,0.136677615
0.034208088,0.258691322,0.434940371,0.102636813,0.075547177,0.093976228
0.005806761,0.023034777,0.005428367,0.100909722,0.045529791,0.819290582
0.032326405,0.425162575,0.17092868,0.108046984,0.122042088,0.141493268
0.036463665,0.053477302,0.019895505,0.090628229,0.508448821,0.291086479
0.008147972,0.024145494,0.006455922,0.068648031,0.089377945,0.803224636
0.023729141,0.041886359,0.013672566,0.087691878,0.386883998,0.446136057
0.0052269,0.023723598,0.005263697,0.111901589,0.039133314,0.814750903
0.003630422,0.018811104,0.003900609,0.082001015,0.028101806,0.863555043
0.006328011,0.071925929,0.009942797,0.616249123,0.035898646,0.259655494
0.024965014,0.033079171,0.012134806,0.058082907,0.644356474,0.227381627
0.007434064,0.045061872,0.008889972,0.449238484,0.044658171,0.444717438
0.018282842,0.039457438,0.012016596,0.082056503,0.306597743,0.541588879
0.002286198,0.018783332,0.003357018,0.916032665,0.010382386,0.049158401
0.013109893,0.041991919,0.010951081,0.178473022,0.09238658,0.663087505
0.023264461,0.297315792,0.047646978,0.187017237,0.141958463,0.302797069
0.558285724,0.039052269,0.025219844,0.046314851,0.246854884,0.084272428
0.442623359,0.091342155,0.088542788,0.093051933,0.166257254,0.118182511
0.03715294,0.051323295,0.019037051,0.093286265,0.490888115,0.308312334
0.04868569,0.088903267,0.039046638,0.075419486,0.562991888,0.18495303
0.014892518,0.226311994,0.033224362,0.516013212,0.055013985,0.154543929
0.82481176,0.019934835,0.014185583,0.023023567,0.080781114,0.03726314
0.012030228,0.065617955,0.014300457,0.504196647,0.063275399,0.340579313
0.008565605,0.058237505,0.012124505,0.766121961,0.033611408,0.121339017
0.011490269,0.034535561,0.009192241,0.088400051,0.122491007,0.733890871
0.010342783,0.049892882,0.010938864,0.352038002,0.061610276,0.515177194
0.006610726,0.043341122,0.008244753,0.635695902,0.03597567,0.270131826
0.00448026,0.032296817,0.005918552,0.786623128,0.022901631,0.147779613
0.013027371,0.3418736,0.031024619,0.36015056,0.060463259,0.193460591
0.012155473,0.382755956,0.030937118,0.369243798,0.051138724,0.153768931
0.011960204,0.05528529,0.012472338,0.114601918,0.117884365,0.687795884
0.004248894,0.046259828,0.006805016,0.808319497,0.021156265,0.1132105
0.020872711,0.058302514,0.017394978,0.075777437,0.473886983,0.353765378
0.215263579,0.081073658,0.053234341,0.081799892,0.418418795,0.150209735
0.586797791,0.04326294,0.032006381,0.044149495,0.216523237,0.077260157
0.019058222,0.072026737,0.018612455,0.266192147,0.11671064,0.507399799
0.027986323,0.048773085,0.016344244,0.088438307,0.450854693,0.367603348
0.090646313,0.169473229,0.393484018,0.094475547,0.136870228,0.115050664
0.006978279,0.044503665,0.008544489,0.578493309,0.039122208,0.32235805
0.006695128,0.044726484,0.00823154,0.316405637,0.043391502,0.58054971
0.008574689,0.048496208,0.010361106,0.674645601,0.041394657,0.216527739
0.25952372,0.053086899,0.030081908,0.068156108,0.453458124,0.135693242
0.017854004,0.041624818,0.012251275,0.099719092,0.213490162,0.615060649
0.00576115,0.055802787,0.009669056,0.823932012,0.022875838,0.081959157
0.022953714,0.038364667,0.012892321,0.071543622,0.505138904,0.349106773
0.014368063,0.163759551,0.026520339,0.540020719,0.060508134,0.194823193
0.012029551,0.080825093,0.017574788,0.704162842,0.044028433,0.141379294
0.019251605,0.52533259,0.229486601,0.093505462,0.053423461,0.079000281
0.008036007,0.78934437,0.034466416,0.078995242,0.029645818,0.059512147
0.021164095,0.040306437,0.012872305,0.082431638,0.374135689,0.469089836
0.008196697,0.62448537,0.02428813,0.212328059,0.033960097,0.096741646
0.008706171,0.77992351,0.046900605,0.082249658,0.028184502,0.054035554
0.010985,0.627607899,0.036415209,0.184446492,0.041153931,0.099391469
0.014040301,0.044795255,0.011707659,0.179029137,0.100268121,0.650159528
0.008118034,0.024510347,0.006520439,0.057938863,0.107564699,0.795347618
0.007951699,0.061198501,0.872933697,0.020383821,0.017370787,0.020161495
0.010238391,0.499468011,0.026679023,0.26021925,0.04833925,0.155056075
0.048722028,0.279697424,0.275299816,0.102250117,0.153843679,0.140186936
0.009810524,0.584985996,0.027399893,0.207604787,0.043971376,0.126227424
0.002586288,0.030054524,0.004446955,0.90484797,0.011187355,0.046876908
0.006591116,0.039751273,0.008157702,0.745974047,0.031475363,0.168050499
0.00399813,0.027847286,0.0052958,0.835027893,0.019364692,0.1084662
0.006734851,0.818749412,0.033664921,0.073146966,0.022483178,0.045220671
0.034945958,0.248845522,0.4429319,0.104355602,0.075376294,0.093544724
0.010094376,0.252917895,0.024211468,0.547503939,0.039809391,0.12546293
0.01845036,0.581691778,0.158341266,0.105838175,0.052467992,0.083210429
0.008324016,0.09736415,0.015526226,0.738801973,0.032213194,0.107770441
0.004792525,0.841213595,0.017923859,0.074867029,0.018261753,0.042941238
0.92319865,0.009883326,0.008245983,0.010165563,0.032750126,0.015756352
0.014721232,0.080053308,0.017211599,0.150850844,0.131867716,0.605295302
0.012541517,0.093349514,0.016831922,0.205112866,0.093271468,0.578892713
0.006401545,0.063575739,0.010580296,0.776469496,0.028337748,0.114635176
0.018857827,0.172145093,0.02921383,0.173668609,0.149925623,0.456189019
0.286938404,0.128640393,0.140301256,0.123875346,0.176637262,0.143607339
0.008444303,0.737786476,0.033212226,0.123757287,0.029824538,0.06697517
0.184401189,0.157850332,0.185199012,0.14148283,0.175747617,0.155319019
0.00906276,0.099051178,0.016454088,0.72777854,0.034360725,0.113292708
0.011567301,0.07623521,0.014863047,0.441874938,0.065717518,0.389741985
0.006299629,0.044143791,0.008858083,0.806936806,0.026482084,0.107279606
0.013274649,0.517416703,0.040599244,0.241896019,0.052976979,0.133836406
0.010978187,0.681230435,0.035734811,0.106396723,0.052200032,0.113459811
0.009831223,0.726887943,0.042953832,0.116230747,0.033944881,0.070151375
0.029635989,0.0632901,0.020835857,0.112972495,0.364711942,0.408553617
0.013480052,0.040104654,0.010724044,0.134115545,0.108853689,0.692722016
0.003870787,0.028768464,0.005264303,0.839970995,0.018686579,0.103438871
0.021847993,0.538517591,0.117550407,0.147643988,0.064593051,0.10984697
0.006238523,0.043633361,0.008029566,0.665709574,0.033559797,0.242829179
0.026567863,0.064373371,0.020686415,0.096863769,0.416837124,0.374671458
0.251584094,0.089435456,0.061363321,0.098077507,0.336750126,0.162789497
0.006581072,0.736879928,0.021503412,0.139625881,0.026271115,0.069138592
0.00735757,0.045993074,0.008878063,0.111006648,0.062969749,0.763794895
0.00810533,0.044313513,0.009058498,0.29362813,0.051815303,0.593079227
0.020108599,0.314540966,0.470556445,0.074696943,0.05163975,0.068457297
0.014749091,0.141373353,0.725463498,0.042884892,0.034131008,0.041398158
0.109352263,0.094870149,0.057660882,0.085091432,0.486235003,0.166790271
0.008163736,0.071432403,0.013352435,0.771256313,0.030927098,0.104868014
0.005867404,0.06557983,0.010247042,0.802735882,0.024228409,0.091341433
0.021726626,0.379949389,0.376573415,0.089266712,0.055432416,0.077051441
0.007330262,0.043701016,0.008941452,0.699984505,0.03601289,0.204029875
0.010479295,0.25225523,0.024106569,0.519860524,0.044188607,0.149109775
0.007676545,0.153470898,0.016639908,0.680404211,0.031507559,0.110300879
0.020617698,0.522611314,0.216954565,0.092010764,0.061161987,0.086643673
0.026299641,0.043284344,0.014522665,0.087107245,0.435712107,0.393073997
0.053986282,0.127221867,0.595652814,0.070989838,0.077269862,0.074879337
0.006971948,0.043679405,0.008531348,0.630317061,0.037653255,0.272846983
0.009894501,0.339530423,0.02416098,0.436995579,0.043259887,0.14615863
0.0052421,0.818854528,0.018873101,0.087906582,0.02015269,0.048970999
0.005344674,0.868221266,0.033950769,0.042018232,0.018117749,0.03234731
0.025288576,0.118184282,0.705720871,0.053290802,0.046004264,0.051511205
0.022877811,0.040943423,0.013310138,0.084850876,0.392659792,0.44535796
0.014205492,0.651378966,0.068652348,0.132643064,0.046043317,0.087076813
0.005005108,0.033925085,0.006737915,0.830552713,0.022187726,0.101591452
0.013295962,0.035174166,0.009819139,0.103036212,0.129492852,0.70918167
0.007399922,0.723152927,0.022492906,0.125993424,0.032903097,0.088057725
0.012510667,0.083934938,0.017198991,0.58318377,0.058362792,0.244808842
0.00785105,0.093158029,0.014059474,0.716754155,0.03438411,0.133793182
0.008157145,0.047185026,0.009656452,0.613420359,0.042636028,0.278944991
0.004318692,0.020957038,0.00449934,0.059278181,0.039655446,0.871291303
0.031250944,0.059618383,0.023324969,0.057387872,0.660981086,0.167436746
0.00193438,0.015176531,0.002772836,0.929325624,0.008766647,0.042023982
0.011917891,0.095572409,0.018688859,0.673620096,0.045950987,0.154249758
0.01189606,0.067692764,0.014216826,0.351797167,0.072222053,0.48217513
0.019554399,0.118641146,0.025728244,0.210525782,0.141777362,0.483773068
0.016373743,0.257109944,0.036467421,0.4429227,0.064847269,0.182278923
0.060141655,0.03492677,0.016433234,0.04722012,0.721915653,0.119362568
0.006995677,0.086494686,0.013151254,0.770178689,0.027667408,0.095512286
0.012034088,0.034131889,0.009452752,0.0728879,0.183912054,0.687581316
0.007903639,0.101814689,0.014949073,0.729296214,0.032303653,0.113732731
0.007529053,0.0452069,0.008872965,0.406055894,0.045577752,0.486757435
0.027838023,0.043566886,0.015115415,0.084966639,0.477296783,0.351216256
0.009701472,0.050739839,0.010978687,0.578166481,0.04971984,0.30069368
0.951900692,0.006144966,0.004882207,0.006669215,0.020204418,0.010198501
0.062637166,0.066383134,0.030815555,0.080630914,0.567841168,0.191692062
0.042942955,0.027903892,0.012537315,0.040538226,0.766221127,0.109856486
0.023360764,0.041235452,0.013569838,0.081471187,0.426662297,0.413700462
0.007231236,0.050267519,0.00904035,0.138461381,0.057370812,0.737628703
0.008565303,0.676925779,0.02501121,0.139054127,0.040506606,0.109936975
0.008355526,0.786534463,0.038603568,0.079224728,0.029484632,0.057797083
0.007347257,0.042376724,0.00847254,0.383939859,0.045249906,0.512613714
0.01393329,0.039253856,0.010735702,0.137435396,0.111620963,0.687020793
0.016981131,0.049949097,0.013751968,0.103446239,0.204902762,0.610968803
0.011301729,0.070643193,0.01420887,0.416234733,0.065739658,0.421871818
0.002106656,0.017429471,0.003142439,0.928338421,0.009127609,0.039855405
0.026785778,0.095915733,0.73801284,0.046732938,0.045255668,0.047297043
0.01355778,0.099901178,0.019135624,0.466664329,0.071192273,0.329548816
0.191064852,0.111213092,0.087767137,0.089100373,0.365823741,0.155030805
0.043335231,0.252704838,0.08476824,0.205223877,0.170615902,0.243351912
0.254663903,0.0514322,0.028919787,0.067385761,0.462154487,0.135443862
0.008818416,0.063217339,0.011299967,0.166861567,0.067868358,0.681934353
0.010954503,0.068076466,0.013530707,0.388715522,0.06464578,0.454077021
0.741664237,0.037025747,0.031852648,0.039379973,0.09442361,0.055653786
0.806026546,0.027579221,0.024278783,0.028251042,0.07299,0.040874409
0.009432057,0.062764898,0.011762979,0.353621896,0.058804856,0.503613314
0.013985483,0.067849602,0.01560512,0.431049543,0.075089316,0.396420937
0.043745947,0.036850004,0.015370313,0.058342198,0.676871778,0.16881976
0.009868654,0.146072181,0.019544818,0.637192449,0.04122629,0.146095608
0.006643862,0.83375914,0.039516138,0.058094357,0.021698842,0.040287662
0.049441011,0.293866188,0.217550257,0.157093888,0.126688148,0.155360508
0.021343989,0.514773588,0.204338967,0.110346126,0.059390511,0.089806818
0.026939912,0.031886151,0.012140925,0.053188624,0.689366033,0.186478355
0.032864077,0.422133314,0.176517768,0.111369053,0.117097215,0.140018574
0.016737803,0.040247107,0.011694733,0.113170547,0.162901565,0.655248246
0.009161752,0.056764329,0.011926304,0.693860571,0.041720877,0.186566166
0.00614948,0.059749051,0.010244252,0.80508468,0.025272484,0.093500054
0.013757829,0.305474578,0.034436052,0.448124485,0.052193369,0.146013687
0.608664857,0.036047735,0.023566012,0.042959318,0.212174617,0.076587461
0.006358843,0.056912968,0.010386313,0.815065868,0.024654454,0.086621554
0.009311373,0.068780598,0.014137138,0.756001279,0.034956818,0.116812794
0.081912379,0.034609048,0.018753805,0.039416957,0.734324703,0.090983108
0.048747554,0.136359507,0.048416965,0.273489489,0.180582957,0.312403528
0.008401361,0.034679645,0.008214698,0.126391401,0.067784327,0.754528568
0.031680619,0.124217449,0.03658042,0.104897156,0.389255642,0.313368715
0.001574213,0.01463777,0.002454659,0.943592907,0.006936236,0.030804214
0.015179563,0.122972876,0.021580208,0.165681809,0.127796995,0.546788549
0.927931215,0.009510822,0.007807475,0.010141526,0.029353103,0.015255858
0.095407608,0.051258104,0.025735259,0.069732994,0.600095273,0.157770762
0.510855526,0.07866437,0.077564794,0.078076851,0.152523085,0.102315373
0.74826875,0.027372041,0.019100476,0.031310936,0.121613386,0.052334411
0.006450986,0.042105549,0.008082362,0.661740219,0.034511183,0.247109701
0.024246517,0.059381719,0.018117212,0.127754021,0.252058829,0.518441702
0.021285472,0.046593196,0.014052661,0.115645554,0.221183667,0.58123945
0.77503203,0.026032272,0.018391881,0.030534609,0.101207122,0.048802086
0.002739808,0.026664576,0.004417599,0.90663949,0.011634447,0.04790408
0.002669146,0.023966254,0.003884062,0.86104937,0.014035464,0.094395704
0.003225742,0.03885789,0.005665197,0.877515075,0.014272094,0.060464002
0.003850668,0.897408036,0.018264402,0.037632893,0.014361512,0.028482488
0.022592831,0.031182153,0.011865705,0.041785415,0.750892118,0.141681778
0.008023642,0.080615401,0.011966379,0.526236113,0.045428558,0.327729907
0.021389122,0.035454709,0.012002843,0.063009675,0.563966524,0.304177127
0.010631439,0.157827195,0.018408438,0.374840035,0.062975578,0.375317314
0.011633965,0.462016986,0.028176318,0.245087087,0.058612288,0.194473355
0.008525265,0.072466334,0.013816256,0.765695203,0.032068745,0.107428197
0.022466025,0.08412973,0.022447924,0.102291287,0.329231644,0.43943339
0.019608759,0.456118305,0.311678158,0.080314424,0.055988953,0.0762914
0.00933898,0.619676283,0.028190478,0.203570893,0.037518543,0.101704822
0.01516213,0.623884812,0.061323724,0.144710467,0.05194438,0.102974488
0.027233567,0.370919795,0.333067383,0.108797525,0.066994264,0.092987467
0.015806121,0.554849563,0.058982089,0.202322516,0.053892028,0.114147684
0.021067337,0.413735863,0.346673914,0.079411205,0.060282344,0.078829337
0.019365641,0.041877274,0.012770326,0.08512468,0.318212091,0.522649988
0.006460215,0.045441829,0.008366005,0.672046188,0.034164456,0.233521307
0.028898732,0.425074114,0.214544824,0.139389568,0.077826921,0.114265841
0.028720736,0.127507573,0.03461254,0.349224566,0.127251748,0.332682837
0.155405644,0.05073832,0.029241057,0.056374833,0.587827116,0.120413031
0.033426071,0.400617337,0.208895397,0.144762266,0.086845453,0.125453476
0.008533788,0.041422742,0.009067877,0.248903651,0.056115307,0.635956635
0.010668467,0.085552351,0.014478787,0.200685629,0.077792584,0.610822182
0.017078901,0.603236323,0.085435134,0.139183573,0.055517252,0.099548817
0.005941168,0.038320235,0.007379654,0.665036414,0.032440404,0.250882126
0.007262253,0.117747575,0.014833028,0.728756099,0.02933449,0.102066555
0.001788859,0.008907308,0.001882074,0.032890318,0.015117897,0.939413545
0.039265691,0.210170423,0.484723287,0.087391942,0.085869237,0.09257942
0.004621634,0.046602867,0.007785192,0.851937572,0.018789037,0.070263698
0.006694113,0.04947496,0.0086335,0.278578504,0.044726425,0.611892498
0.014468878,0.037252332,0.01064,0.084197136,0.191139142,0.662302511
0.026590799,0.166963638,0.036712407,0.173926147,0.190554041,0.405252968
0.050470392,0.027902613,0.013200843,0.038299663,0.772083668,0.09804282
0.193180138,0.151858012,0.154011701,0.146836763,0.188652729,0.165460656
0.003633149,0.026333532,0.005014623,0.866083266,0.016745082,0.082190348
0.008510464,0.06924801,0.013493038,0.768766188,0.032071478,0.107910821
0.026174825,0.054041413,0.017534718,0.103034857,0.362218447,0.43699574
0.006524143,0.059496193,0.009913193,0.725268285,0.032197096,0.16660109
0.006234679,0.041297162,0.007657458,0.194422251,0.044149782,0.706238668
0.018035842,0.112553131,0.74704325,0.038626337,0.040913963,0.042827476
0.029626605,0.028635801,0.011561781,0.04568687,0.740887908,0.143601037
0.110663803,0.182057757,0.308386613,0.131365654,0.133978452,0.133547721
0.045845121,0.081091783,0.029565074,0.145841116,0.339283093,0.358373814
0.110330443,0.074773539,0.045275188,0.06615195,0.564556586,0.138912293
0.011896789,0.035740718,0.009495661,0.112399933,0.105123704,0.725343195
0.016169045,0.075656176,0.017761298,0.304896913,0.097116295,0.488400272
0.036093477,0.212133012,0.063979471,0.344292326,0.114558338,0.228943376
0.018614894,0.154133072,0.031263728,0.494438099,0.075489643,0.226060564
0.013115757,0.517809357,0.040650545,0.263131677,0.047328725,0.11796394
0.006915743,0.743966603,0.023241515,0.130515895,0.027014482,0.068345762
0.011859463,0.29343919,0.0296281,0.48848118,0.044918331,0.131673737
0.031425323,0.2925616,0.408348397,0.102547815,0.071986116,0.093130749
0.003266377,0.025554925,0.004780242,0.893006706,0.013958156,0.059433594
0.011656186,0.294114442,0.028269404,0.4808078,0.045596655,0.139555513
0.005273331,0.864117152,0.02707299,0.048885219,0.018630788,0.036020519
0.127668113,0.087073237,0.056975219,0.072761967,0.509352791,0.146168672
0.001457934,0.01319899,0.002244385,0.947808576,0.00642111,0.028869005
0.020580299,0.30583645,0.479395176,0.070611961,0.05438558,0.069190533
0.002648041,0.02080422,0.003835175,0.909128025,0.011604772,0.051979767
0.023152765,0.39244389,0.346817641,0.095628121,0.059297304,0.082660279
0.008052795,0.065380565,0.012727456,0.779603277,0.030505038,0.103730869
0.021382892,0.536383237,0.170032377,0.119104452,0.059531657,0.093565385
0.021670632,0.078442281,0.021086475,0.145743296,0.208570397,0.524486919
0.00935386,0.078178442,0.015159514,0.748580759,0.034741747,0.113985678
0.051651621,0.043400692,0.017909316,0.075482926,0.59692996,0.214625486
0.029352781,0.446021851,0.151864512,0.163708292,0.080692702,0.128359861
0.038731718,0.271956474,0.089476015,0.281311013,0.116346354,0.202178425
0.009417357,0.1032025,0.017205769,0.714569796,0.036387071,0.119217507
0.023753996,0.034560947,0.012204121,0.061732128,0.604594647,0.26315416
0.005728526,0.036876085,0.007451774,0.802117239,0.025813739,0.122012637
0.004055582,0.036265014,0.006413618,0.872129725,0.016607735,0.064528326
0.004331783,0.043851125,0.006818456,0.826928288,0.020152978,0.09791737
0.00462133,0.035943835,0.006818425,0.857134943,0.01910774,0.076373728
0.010523643,0.432585071,0.026284853,0.320725804,0.048729879,0.16115075
0.007984373,0.041854949,0.008747928,0.302499881,0.05069452,0.588218349
0.005656181,0.038230898,0.007720777,0.823924751,0.023994004,0.10047339
0.032050898,0.030989192,0.012413023,0.050263432,0.713569183,0.160714273
0.008180238,0.046426503,0.009796269,0.686291096,0.039341169,0.209964725
0.796633967,0.021790134,0.015688051,0.023831811,0.101653447,0.040402591
0.037659127,0.046841016,0.018015145,0.080162746,0.560609924,0.256712042
0.008720011,0.073061947,0.013255084,0.714666918,0.038383637,0.151912403
0.020661703,0.102526777,0.024102863,0.118630095,0.248867692,0.485210869
0.004275601,0.029896998,0.005575998,0.795057425,0.021969237,0.14322474
0.005739108,0.037843913,0.007391702,0.770283262,0.027651505,0.15109051
0.008451496,0.768024418,0.036589938,0.089853249,0.03183089,0.065250008
0.707009041,0.030009091,0.020512313,0.034499101,0.148762661,0.059207793
0.003361685,0.030041192,0.005203841,0.885739023,0.014511891,0.061142368
0.012044957,0.41095744,0.030207772,0.332160895,0.052549024,0.162079911
0.117286853,0.042561155,0.021750819,0.058038868,0.628240502,0.132121803
0.040117114,0.068370231,0.024790776,0.11961184,0.399341331,0.347768707
0.414035168,0.056093592,0.040159881,0.055776565,0.331773838,0.102160957
0.005280828,0.050290369,0.008700938,0.830694238,0.021774919,0.083258709
0.050504418,0.29251538,0.225245321,0.137639224,0.139479014,0.154616643
0.007021761,0.027261943,0.006501247,0.125322256,0.05277131,0.781121482
0.004454662,0.048474071,0.007827238,0.855556714,0.017948064,0.06573925
