C1,C2,C3,C4,C5,C6,C7,C8,C9,C10
0.441802896,0.062629405,0.130889696,0.008324775,0.002561979,0.170687898,0.028122872,0.12130475,0.027594857,0.006080873
0.059176794,0.629331184,0.036829107,0.014821488,0.003106573,0.104555691,0.013665824,0.026791369,0.10718208,0.00453989
0.062516674,0.038702952,0.52742464,0.004937477,0.00156059,0.308896422,0.00959452,0.029292831,0.014210112,0.002863783
0.04631496,0.139891912,0.037011144,0.230658074,0.024106904,0.060605335,0.025841973,0.032490892,0.389231185,0.01384762
0.098860782,0.09078064,0.070319877,0.088123083,0.05478305,0.078759047,0.130497595,0.098542902,0.114142161,0.175190863
0.114029548,0.155719623,0.056178337,0.067682084,0.015891775,0.086997022,0.076686461,0.081962596,0.314941584,0.029910969
0.154075614,0.33732949,0.070132685,0.023115931,0.005361313,0.170220186,0.032794874,0.067295589,0.130206182,0.009468137
0.018555733,0.024823716,0.034037295,0.001772537,0.000496173,0.90325226,0.002689285,0.007333037,0.006220552,0.000819412
0.070992058,0.382709757,0.075655011,0.013576206,0.003241921,0.346741352,0.014002979,0.031556397,0.056905551,0.004618768
0.076842219,0.03670977,0.04251496,0.018377837,0.008733785,0.040941111,0.478175935,0.116078057,0.035518427,0.146107898
0.008883441,0.019044081,0.007603329,0.886317154,0.0158619,0.010845038,0.005990644,0.00688588,0.034656992,0.00391154
0.124479812,0.276700773,0.059601546,0.035853202,0.007866317,0.118634405,0.041848181,0.067383,0.25457312,0.013059644
0.051525984,0.014691744,0.825109406,0.002419657,0.000818727,0.063853983,0.006788113,0.02638336,0.006585708,0.001823318
0.045178075,0.524776049,0.037833088,0.034378633,0.005733005,0.087363125,0.015110587,0.025394788,0.218237136,0.005995514
0.030176721,0.0988028,0.02193228,0.115028823,0.011467056,0.037408157,0.016466334,0.020545457,0.639942873,0.008229498
0.038218551,0.015253829,0.844030613,0.00276124,0.000950302,0.059238526,0.006960388,0.023604749,0.006978972,0.002002831
0.209219204,0.02681568,0.103366138,0.006125142,0.00225923,0.058288138,0.044851324,0.525724842,0.015774614,0.007575688
0.035327418,0.119388487,0.026515213,0.15147577,0.013045244,0.045015606,0.018539352,0.023910832,0.557484903,0.009297175
0.237625134,0.129486025,0.071248492,0.029799205,0.008473139,0.106056696,0.114329528,0.158780356,0.119434724,0.024766701
0.120181521,0.034212466,0.047158589,0.011777535,0.004649528,0.043829375,0.427459582,0.253143173,0.028144292,0.029443941
0.034231552,0.058350765,0.030687205,0.292334287,0.384270243,0.039841616,0.026230482,0.028379193,0.085450185,0.020224472
0.056157479,0.213952985,0.041688558,0.065290762,0.011645025,0.076863668,0.024840704,0.035210686,0.463225946,0.011124188
0.052042729,0.583672629,0.032375341,0.018797401,0.003684009,0.081946351,0.014512548,0.025879906,0.182068458,0.005020627
0.277328503,0.071829652,0.066119611,0.016988133,0.005443585,0.082261704,0.142554017,0.263913663,0.054225498,0.019335635
0.062351163,0.022958801,0.032805622,0.00936269,0.004161762,0.029133164,0.654960021,0.128844359,0.019491188,0.035931229
0.57932857,0.050645656,0.05749783,0.007787354,0.002359162,0.079252578,0.036561209,0.152235907,0.027733995,0.006597738
0.097516323,0.044441382,0.051240541,0.020836871,0.009405848,0.049785398,0.432668454,0.143367317,0.042527184,0.108210682
0.039293099,0.013263157,0.01788683,0.005136883,0.002185944,0.016495845,0.794931938,0.081287349,0.011444962,0.018073993
0.083702667,0.079058518,0.067670474,0.090137156,0.095743295,0.072209728,0.113920824,0.087058648,0.092013016,0.218485674
0.444531979,0.090348581,0.070894929,0.013050078,0.003766998,0.112428188,0.050987613,0.152984319,0.051070812,0.009936502
0.062348194,0.033479963,0.036765532,0.018698809,0.009471559,0.036063196,0.343554252,0.089593431,0.033414532,0.336610532
0.074474573,0.04938607,0.384489126,0.005877162,0.001828742,0.418748596,0.011059297,0.033282027,0.017535671,0.003318737
0.272387594,0.037974517,0.372800981,0.006382535,0.00214632,0.13364113,0.023688439,0.127652282,0.017954992,0.00537121
0.01073371,0.023049481,0.008652961,0.861418957,0.014498321,0.012560898,0.00738174,0.008287415,0.048681772,0.004734745
0.136874279,0.021251481,0.056044861,0.005590015,0.002131761,0.038142218,0.06271991,0.654556728,0.01392994,0.008758807
0.040656596,0.219360203,0.034556199,0.107861508,0.011549824,0.06473426,0.017961094,0.02592754,0.468971829,0.008420946
0.19747035,0.036792232,0.460507599,0.004969731,0.001583107,0.202774526,0.014313358,0.063029427,0.015012122,0.003547547
0.062799563,0.037889586,0.041174636,0.02349287,0.012911842,0.040211574,0.182438197,0.082469466,0.038311444,0.478300822
0.25999808,0.029475372,0.054047908,0.006719633,0.002329364,0.048574121,0.061487124,0.509755533,0.018919467,0.008693398
0.069059423,0.324789836,0.080836614,0.012630526,0.003063237,0.410873727,0.013201205,0.030338835,0.050810754,0.004395844
0.677238096,0.025909195,0.08666932,0.003857495,0.001229814,0.075814471,0.015599872,0.098326863,0.012152132,0.00320274
0.418750596,0.071492228,0.129437182,0.008615739,0.002569678,0.20138017,0.026140892,0.106381768,0.029319766,0.005911982
0.080186708,0.072848368,0.062917463,0.07882605,0.075499469,0.066984942,0.119970389,0.085536073,0.084488671,0.272741867
0.548947013,0.051524593,0.103030384,0.006367942,0.001966679,0.147420906,0.021266418,0.09244098,0.022268299,0.004766785
0.19591834,0.051587711,0.052969458,0.014752869,0.005179967,0.059583917,0.277598161,0.274920151,0.042954871,0.024534556
0.071289226,0.031188891,0.629701013,0.004238437,0.001370965,0.205026831,0.009660149,0.032582395,0.012220946,0.002721147
0.063962887,0.043250553,0.047026408,0.030491018,0.019485878,0.045607794,0.150066675,0.08108709,0.043789922,0.475231776
0.193525718,0.045627599,0.371693184,0.009624687,0.00348437,0.125772645,0.038959937,0.178196364,0.023938188,0.009177307
0.143249241,0.185797656,0.061581855,0.048043633,0.011297474,0.102852726,0.074800059,0.093789149,0.255733432,0.022854775
0.219265631,0.058949104,0.338173817,0.010803912,0.003788575,0.168865844,0.034746422,0.126409083,0.029827495,0.009170116
0.062483041,0.053129625,0.180345881,0.005192188,0.001507521,0.644089454,0.0087314,0.025517398,0.016361248,0.002642244
0.089411932,0.367036754,0.079855436,0.0332131,0.008127624,0.184901538,0.026935355,0.048496363,0.151923793,0.010098105
0.137744474,0.130076523,0.084431431,0.067054925,0.024163739,0.107206563,0.12326611,0.121913744,0.150920344,0.053222148
0.175073564,0.082845289,0.303860692,0.013628018,0.00463827,0.242543723,0.033075536,0.096037011,0.038636042,0.009661855
0.084917375,0.285505175,0.049390486,0.03721285,0.008054355,0.100920958,0.031201629,0.047594703,0.344017723,0.011184745
0.780789431,0.024149647,0.040088868,0.00338202,0.001044006,0.051742517,0.014011708,0.070180917,0.01187336,0.002737526
0.041929492,0.587517923,0.041227715,0.02968723,0.005490855,0.10148035,0.013389504,0.023300022,0.150527348,0.005449563
0.196687321,0.058493637,0.34380182,0.011734061,0.004300592,0.159324732,0.040992873,0.143413662,0.030686375,0.010564928
0.084556631,0.048582864,0.044250246,0.026617704,0.011927812,0.04784387,0.426983487,0.111379675,0.051797748,0.146059962
0.028655578,0.051642026,0.049482833,0.00330352,0.000894929,0.836625307,0.004516321,0.011777691,0.01168478,0.001417015
0.057745173,0.016321273,0.806656166,0.002901623,0.000999545,0.062960212,0.008557781,0.033969281,0.007608568,0.002280378
0.078651727,0.049196177,0.335381253,0.005612118,0.001694771,0.465288468,0.010724139,0.033485303,0.016852236,0.003113809
0.113137778,0.022348506,0.048510553,0.006551704,0.002580661,0.036136009,0.118669204,0.624026491,0.015639693,0.0123994
0.486098855,0.065024081,0.063326952,0.011074487,0.00335966,0.085948859,0.055110291,0.179600987,0.040588653,0.009867176
0.03204066,0.665275973,0.028256721,0.02213351,0.003856998,0.070351389,0.010141677,0.01752176,0.146404848,0.004016464
0.171863263,0.174257003,0.102214703,0.011091094,0.002933537,0.411460177,0.01973494,0.055539344,0.045461319,0.00544462
0.090644028,0.079217442,0.07708157,0.076277221,0.071143363,0.077891597,0.126561095,0.098502983,0.084454498,0.218226203
0.092836449,0.08215284,0.076806936,0.080060924,0.068212288,0.078939084,0.123259097,0.098105579,0.089953606,0.209673196
0.051176483,0.090075239,0.041512667,0.388143334,0.103497974,0.05636923,0.038847639,0.041347208,0.160939751,0.028090474
0.141042619,0.128872052,0.209548719,0.017118649,0.005427076,0.332149204,0.030074714,0.073776135,0.052589166,0.009401665
0.013182864,0.081073925,0.009512231,0.018295235,0.002483985,0.018879321,0.005471441,0.00795683,0.840793414,0.002350753
0.044649075,0.109264161,0.074075061,0.006424499,0.001716666,0.710902514,0.007908739,0.019446296,0.023040241,0.002572748
0.107343173,0.26823395,0.110055223,0.019027582,0.005130796,0.332699979,0.022925691,0.050088128,0.076823699,0.007671778
0.014832948,0.009727737,0.009620188,0.006676868,0.003833669,0.009782039,0.042756694,0.018625798,0.010431425,0.873712634
0.12250067,0.137357545,0.123416981,0.077326955,0.039463125,0.137838318,0.084141532,0.105296658,0.124040192,0.048618024
0.267285312,0.036292066,0.061330717,0.008705015,0.003048528,0.056401116,0.086077582,0.444586251,0.024468106,0.011805308
0.149134037,0.037707401,0.520512206,0.007632607,0.002740674,0.115213596,0.027116261,0.113922478,0.019223797,0.006796941
0.220184117,0.043589349,0.302924343,0.00934376,0.003397406,0.114559333,0.042992804,0.230092081,0.023427674,0.009489133
0.071942893,0.037709888,0.666020111,0.007504494,0.002646636,0.125385003,0.016731195,0.049035051,0.017796649,0.005228081
0.070329849,0.036764772,0.673149861,0.007257006,0.002555126,0.123773325,0.016196602,0.04764853,0.017280547,0.005044383
0.065111168,0.086649881,0.115272735,0.006928278,0.00198448,0.659129281,0.010403588,0.027273901,0.023991915,0.003254775
0.322075289,0.089914227,0.071426791,0.018070654,0.005568663,0.098391992,0.100596275,0.211204494,0.065180568,0.017571046
0.111306708,0.022891125,0.042185379,0.006954301,0.002756365,0.03431383,0.20718444,0.540742633,0.01691553,0.014749689
0.409713584,0.031342682,0.149743119,0.0058392,0.002028921,0.083002938,0.030396961,0.265491936,0.01649181,0.005948849
0.031490028,0.049381135,0.027082495,0.175093662,0.533818381,0.034634407,0.026293441,0.02678285,0.073583157,0.021840446
0.073504342,0.401346038,0.064605935,0.010961103,0.002633114,0.350059612,0.012687736,0.029706466,0.050486198,0.004009456
0.057385164,0.572316417,0.05126234,0.012708711,0.002882571,0.19921565,0.012051422,0.025768596,0.062398742,0.004010385
0.170656389,0.021589254,0.067341736,0.005066316,0.001857049,0.043221153,0.041748794,0.628828005,0.013075476,0.006615826
0.207113579,0.049447728,0.054032244,0.013622071,0.004767986,0.059645318,0.235710202,0.314452022,0.039325802,0.021883048
0.303592204,0.039309526,0.207203782,0.00813369,0.002890603,0.097653593,0.040898366,0.270154424,0.021599525,0.008564287
0.106475457,0.050798072,0.064017665,0.024382603,0.01166209,0.059454293,0.373662719,0.158058913,0.046837145,0.104651042
0.045305379,0.118873185,0.06585494,0.006073383,0.00158689,0.710716203,0.007509351,0.018699974,0.022961517,0.002419177
0.188459482,0.073450309,0.059281128,0.02313808,0.0077437,0.072542962,0.26770767,0.204272813,0.069334812,0.034069045
0.06362086,0.456713239,0.053961167,0.032769825,0.006968876,0.127012247,0.020148129,0.034697721,0.196220116,0.007887821
0.054847386,0.483194534,0.057439098,0.010801144,0.002572443,0.303390126,0.010700936,0.023806629,0.049638959,0.003608745
0.020708088,0.824103716,0.019596098,0.008418408,0.001710786,0.061019425,0.005453609,0.010411635,0.046564399,0.002013837
0.033855489,0.06626823,0.049852087,0.003812908,0.001024613,0.810594018,0.005243535,0.013581185,0.014142229,0.001625707
0.043803409,0.068780784,0.052724557,0.00391555,0.001045253,0.791295883,0.005842119,0.015832419,0.015013464,0.001746562
0.207271839,0.051233109,0.272470397,0.00574917,0.001755602,0.369003967,0.014451642,0.055491508,0.018886258,0.003686508
0.029399626,0.703235256,0.025310716,0.017308927,0.003249983,0.065703507,0.009028525,0.015728812,0.12752207,0.003512578
0.040284743,0.034631964,0.10707949,0.003161941,0.000931273,0.780610214,0.005441026,0.015826036,0.010402503,0.00163081
0.018027151,0.857807029,0.015828207,0.00561105,0.001189015,0.054726431,0.004323896,0.008576963,0.032394067,0.00151619
0.03489266,0.015870776,0.826486891,0.002342144,0.000765431,0.089357205,0.005198282,0.017108745,0.006462416,0.001515449
0.061349392,0.189769071,0.103846158,0.01158634,0.003003288,0.545296072,0.012333956,0.028760147,0.039840419,0.004215155
0.390073456,0.103130161,0.086176436,0.015611446,0.004590323,0.130570109,0.053661076,0.143865822,0.060503069,0.011818101
0.02105064,0.058362685,0.017694533,0.684992576,0.017885945,0.027587706,0.012450021,0.015282727,0.137519366,0.007173799
0.01828835,0.025571271,0.016440758,0.063310143,0.776115439,0.019762852,0.016139229,0.01620593,0.033395157,0.014770872
0.056219923,0.504376729,0.051411546,0.03124177,0.00649141,0.125529577,0.017767625,0.03087704,0.169068481,0.0070159
0.09332032,0.205941477,0.046405274,0.045217613,0.009011028,0.084381193,0.040610306,0.055975355,0.404880342,0.014257092
0.205774066,0.051848686,0.347227201,0.011268665,0.004073747,0.132380373,0.04212424,0.166415205,0.028085822,0.010801997
0.010711304,0.023826053,0.009335864,0.862865086,0.017590935,0.013418783,0.007006812,0.008221783,0.042536411,0.004486969
0.094018879,0.082409807,0.268416957,0.009616669,0.002971721,0.447928466,0.016237293,0.044135115,0.029140155,0.005124939
0.058833921,0.033020802,0.707116291,0.005957558,0.002024691,0.125718829,0.01235855,0.036447372,0.014662124,0.003859863
0.06469794,0.478902957,0.062759682,0.012933814,0.003001477,0.27400757,0.012854959,0.028498522,0.058071308,0.004271773
0.054798581,0.069607817,0.13519787,0.006160986,0.001733246,0.677209688,0.008925416,0.024021712,0.019530978,0.002813704
0.064803974,0.045466887,0.274807098,0.004893443,0.001459812,0.555247591,0.00884548,0.026896026,0.014956988,0.002622701
0.065802008,0.038658937,0.461267759,0.00463687,0.001427316,0.374225649,0.009067665,0.028603937,0.013665395,0.002644464
0.452904878,0.043819855,0.143816361,0.007521225,0.002546311,0.110151836,0.033180475,0.176228396,0.022800265,0.007030397
0.371776951,0.039986175,0.174456632,0.0076917,0.002662183,0.100208661,0.03743995,0.236654629,0.021507943,0.007615176
0.140508021,0.290928235,0.090464491,0.015006428,0.003724937,0.310265819,0.021091149,0.051470752,0.070244427,0.00629574
0.135313001,0.038765971,0.517730821,0.005219259,0.001651125,0.21907752,0.013158649,0.050006293,0.015566751,0.00351061
0.082729042,0.506913651,0.044438285,0.019262532,0.004136816,0.115990775,0.01980769,0.037413002,0.162988581,0.006319625
0.064833919,0.142906743,0.046084288,0.18458301,0.02546785,0.070938715,0.039131192,0.0464583,0.358421296,0.021174687
0.031186556,0.069519697,0.023670188,0.566425428,0.028508394,0.035450439,0.021134103,0.023531208,0.187708342,0.012865648
0.102088408,0.171618243,0.155178168,0.016356598,0.004727947,0.416860019,0.021469826,0.049843389,0.054652472,0.00720493
0.044820598,0.644210838,0.037723558,0.019101357,0.00371937,0.101146457,0.012266194,0.022827383,0.109650261,0.004533985
0.098527472,0.081051564,0.061225039,0.065286787,0.032952921,0.07033991,0.19386665,0.107307836,0.0998587,0.189583121
0.057002284,0.042811349,0.2090387,0.004367708,0.001289653,0.638689995,0.007713377,0.023191393,0.013602139,0.002293402
0.048600244,0.037476614,0.080892231,0.003071488,0.000871425,0.79479143,0.005467541,0.016630328,0.010619875,0.001578825
0.070793915,0.056708751,0.417679263,0.007303625,0.002297035,0.372720581,0.012594936,0.035347109,0.02058453,0.003970257
0.041981203,0.146087202,0.035955723,0.31333374,0.020312746,0.05981565,0.021736245,0.028905448,0.320529494,0.011342549
0.045553438,0.632022268,0.045453193,0.012830697,0.002816175,0.165276081,0.010401342,0.02151699,0.06047103,0.003658787
0.053273775,0.019800591,0.794579098,0.003642751,0.001260093,0.073162605,0.009489605,0.032819694,0.009251413,0.002720374
0.014848469,0.871026929,0.012746039,0.006547876,0.001283401,0.037324568,0.004091159,0.007550655,0.043074494,0.00150641
0.21371591,0.062861389,0.340526043,0.011480474,0.003875185,0.175876112,0.033412146,0.117917178,0.031218223,0.009117342
0.077646585,0.043136994,0.629765931,0.008639786,0.003031409,0.14022783,0.018491038,0.052883103,0.02030599,0.005871334
0.077684386,0.024124525,0.035847177,0.008835903,0.003688038,0.031692234,0.578278922,0.193680547,0.019624568,0.026543699
0.175461849,0.027828407,0.0535155,0.006995766,0.002551183,0.045351307,0.082279695,0.577478976,0.018552035,0.009985281
0.014071508,0.883744073,0.012681041,0.005171591,0.001069661,0.041238048,0.003603537,0.006937404,0.030179406,0.001303731
0.353710641,0.023042964,0.088610922,0.0045959,0.00161078,0.054063919,0.029138757,0.427344674,0.012811481,0.005069963
0.115836505,0.022644315,0.050274215,0.006496464,0.002542738,0.037262413,0.105928697,0.631774428,0.015594506,0.011645719
0.226476927,0.032736266,0.099641742,0.007533465,0.002759044,0.066136736,0.05648192,0.47933172,0.019668513,0.009233668
0.068723573,0.211027439,0.109534471,0.013027726,0.003340404,0.498490367,0.013767841,0.032057608,0.045318988,0.004711583
0.046127022,0.63892874,0.039736389,0.008907431,0.002060718,0.186299533,0.00898893,0.01962827,0.046382079,0.002940888
0.05709378,0.027732601,0.030884723,0.013879068,0.006534571,0.030474828,0.600568616,0.088669308,0.026832632,0.117329874
0.676583935,0.020616872,0.060824547,0.003508929,0.001169782,0.050003278,0.018443066,0.154680657,0.010764168,0.003404766
0.147195184,0.086099901,0.059578,0.035620413,0.012479369,0.074735692,0.274673663,0.150677952,0.099364632,0.059575193
0.518314649,0.026042106,0.072768326,0.004822961,0.001626722,0.057344302,0.027810669,0.271994961,0.014306621,0.004968682
0.045558795,0.013445133,0.841087268,0.002198116,0.000734857,0.059695501,0.006053168,0.023676455,0.005929409,0.001621297
0.061538423,0.044842334,0.511809216,0.005869246,0.001830745,0.313765895,0.010417527,0.030355383,0.016342774,0.003228456
0.05558019,0.033410898,0.596331603,0.004350327,0.0013751,0.259263935,0.00851357,0.02625438,0.012386686,0.00253331
0.098560921,0.016779435,0.040748576,0.004600444,0.001783815,0.028914914,0.065904143,0.723617478,0.011273753,0.00781652
0.112497433,0.053866115,0.06945085,0.026361395,0.012691625,0.063216111,0.309438983,0.163439151,0.049579415,0.139458922
0.245352887,0.037722444,0.340199659,0.007505415,0.002663664,0.108655807,0.033017329,0.197916404,0.01962806,0.007338332
0.110767633,0.032451453,0.054016654,0.011259616,0.004696433,0.045407694,0.38622006,0.301710825,0.025147692,0.028321941
0.105725237,0.033871104,0.623104521,0.00656648,0.002347607,0.112970467,0.020036871,0.073383029,0.016615286,0.005379398
0.119551712,0.011715538,0.032852966,0.00270425,0.000980244,0.022720463,0.024823792,0.773866025,0.007224427,0.003560583
0.026714776,0.050189377,0.021796617,0.638364708,0.08164792,0.030169968,0.020138239,0.021416824,0.095055074,0.014506497
0.189029142,0.228723692,0.102754759,0.015766026,0.004095042,0.290172382,0.025595289,0.064323022,0.072089778,0.007450869
0.237283038,0.144380957,0.12310512,0.012101548,0.003323199,0.331491293,0.023953206,0.069421461,0.048437145,0.006503033
0.113318106,0.039475352,0.580886133,0.006342214,0.002143414,0.16217764,0.016403666,0.05701335,0.017638934,0.004601191
0.345437941,0.150931133,0.089036518,0.014924176,0.004031261,0.185244835,0.036045011,0.099098847,0.066541789,0.008708489
0.06777413,0.080204457,0.061386115,0.129406325,0.294011815,0.06866266,0.067005609,0.063766427,0.095212041,0.072570421
0.149820943,0.021720001,0.064142113,0.005422213,0.002032703,0.041473873,0.050658998,0.64336223,0.013621395,0.007745531
0.095162635,0.097214068,0.083208065,0.10584496,0.107022816,0.089121762,0.101406237,0.092780669,0.110273192,0.117965598
0.099302477,0.034422989,0.631351552,0.006812065,0.002416147,0.112724682,0.019917598,0.070791872,0.016816248,0.00544437
0.133510079,0.088321437,0.233504868,0.009656611,0.002860759,0.425319877,0.017856321,0.052519468,0.031123407,0.005327172
0.055420933,0.031028685,0.707973598,0.005055313,0.001699051,0.140255225,0.010531945,0.031673137,0.013133096,0.003229016
0.30610326,0.042210956,0.124592914,0.008989563,0.003279393,0.088276287,0.057329867,0.333841869,0.024853146,0.010522745
0.42952058,0.040823634,0.054659673,0.007890428,0.002586642,0.062521684,0.05958026,0.308385055,0.02540882,0.008623224
0.172501262,0.027323514,0.069198381,0.007216431,0.002739564,0.048097492,0.076282522,0.567330172,0.018139577,0.011171086
0.081155735,0.443135917,0.065201255,0.025862489,0.005945716,0.166385073,0.021676088,0.040507099,0.142241148,0.00788948
0.067554751,0.298973673,0.09041798,0.014025825,0.003443126,0.423128199,0.013959071,0.031488762,0.052257945,0.004750667
0.058864581,0.032026872,0.622366881,0.004228639,0.001325993,0.230890741,0.008543446,0.02725349,0.011999665,0.002499691
0.157823299,0.0473659,0.086624763,0.015371053,0.006298142,0.07034003,0.214648919,0.337993751,0.034856454,0.02867769
0.072458989,0.045999636,0.310485621,0.005092897,0.001533689,0.506412445,0.009641003,0.03005719,0.015512724,0.002805805
0.08830794,0.436186046,0.058280101,0.024236746,0.005612787,0.147160875,0.023246148,0.042762345,0.166213064,0.007993948
0.07526713,0.152364564,0.060451547,0.180516826,0.046645234,0.088897152,0.048172285,0.056386146,0.26284964,0.028449476
0.231311401,0.01764026,0.060421417,0.003741779,0.001335757,0.038358414,0.027659254,0.604831588,0.0102326,0.004467531
0.155492026,0.17587507,0.096980239,0.010568253,0.002850946,0.438249296,0.018682405,0.050616993,0.045550806,0.005133967
0.046782605,0.051954051,0.091545254,0.004179456,0.001165947,0.763432452,0.006528529,0.018371458,0.014061822,0.001978424
0.027289229,0.010251586,0.013236289,0.004201954,0.001849437,0.012413889,0.851301943,0.052489633,0.009047476,0.017918561
0.052096891,0.023419799,0.027337817,0.010916352,0.005016436,0.026555272,0.67627654,0.086017631,0.021921244,0.070442019
0.078160645,0.153684919,0.047346293,0.084833234,0.016881861,0.07551142,0.045090302,0.053597122,0.423891793,0.021002411
0.065602359,0.028204475,0.725038722,0.005462466,0.001918807,0.098189267,0.013747273,0.044492771,0.013310582,0.004033277
0.086308913,0.028120058,0.688423593,0.004941555,0.001700681,0.108291197,0.013956601,0.051533219,0.012985978,0.003738205
0.050684895,0.01828109,0.025854879,0.007390659,0.003260127,0.023108004,0.720887333,0.10637473,0.015579578,0.028578704
0.066160854,0.050220103,0.433422127,0.0062726,0.001925799,0.378130571,0.010932452,0.031807634,0.017751736,0.003376124
0.290490012,0.042530329,0.282190926,0.00774443,0.002688813,0.12715185,0.03259065,0.18613577,0.021253769,0.007223451
0.198719746,0.03500495,0.463814213,0.006449705,0.002256806,0.116271115,0.024775609,0.12970357,0.017206612,0.005797674
0.103660855,0.032407982,0.041541629,0.011425535,0.004505126,0.040094204,0.495707165,0.213769602,0.026966202,0.029921699
0.028036727,0.760507112,0.02608234,0.012538722,0.002472991,0.075200019,0.007617789,0.014307139,0.070371148,0.002866014
0.013293654,0.009543891,0.009075451,0.007342247,0.004691679,0.009353205,0.032339381,0.015975203,0.010520923,0.887864366
0.062871352,0.047261364,0.278895147,0.005124275,0.001535448,0.550038783,0.009034873,0.026952276,0.015569627,0.002716855
0.424126844,0.033039647,0.184346454,0.005894997,0.002010933,0.094561345,0.027328995,0.206293227,0.016763769,0.00563379
0.127134611,0.012601143,0.036779843,0.002839483,0.001026857,0.025226847,0.024756842,0.758404494,0.0075851,0.00364478
0.114081606,0.020125004,0.03613517,0.005741883,0.002200017,0.030346469,0.139111341,0.626746337,0.014646095,0.010866078
0.070284769,0.040309463,0.045336371,0.023854271,0.012907137,0.043775784,0.279423815,0.098630201,0.039855522,0.345622668
0.017148801,0.855092362,0.015932027,0.006832556,0.001385946,0.049961065,0.004475782,0.008557451,0.038967795,0.001646216
0.171215243,0.036591882,0.081191158,0.010542613,0.004159728,0.059848878,0.127848178,0.465079409,0.025551026,0.017971884
0.048278936,0.028891541,0.709789782,0.004305727,0.001403894,0.158991825,0.008531523,0.025687122,0.011522855,0.002596794
0.056738416,0.457859416,0.066749584,0.013451097,0.003155856,0.303294173,0.012137245,0.026348537,0.056061944,0.004203732
0.479062242,0.021547896,0.05052776,0.004131609,0.001389113,0.043365844,0.027993664,0.355281181,0.012266506,0.004434185
0.121295069,0.07491934,0.362125675,0.010866805,0.003584141,0.303939369,0.02227658,0.063357351,0.03092535,0.006710319
0.152104409,0.045135414,0.490438713,0.007454984,0.002566632,0.172509166,0.021936676,0.081339419,0.020761469,0.005753116
0.064784107,0.054089111,0.303480079,0.006096216,0.001826591,0.508789165,0.010255093,0.029568835,0.017958586,0.003152217
0.101036389,0.218881812,0.082002135,0.009778752,0.002479236,0.489748856,0.013904399,0.035851872,0.042181399,0.00413515
0.07947251,0.26044652,0.040670199,0.0343594,0.006667086,0.082085656,0.029088297,0.044042659,0.413178279,0.009989395
0.024001883,0.011713105,0.871555832,0.00171768,0.000560362,0.068992398,0.003698571,0.011958144,0.004713191,0.001088836
0.105714734,0.050811456,0.539711269,0.009598553,0.003306139,0.167418444,0.022694723,0.07039778,0.023522425,0.006824477
0.105430723,0.098044733,0.173983533,0.009434696,0.002813999,0.513191302,0.016196724,0.04410358,0.031880132,0.004920576
0.208725375,0.176022602,0.123372275,0.01737834,0.00502743,0.272605026,0.033499319,0.082321946,0.071458148,0.00958954
0.257257758,0.059031971,0.260663744,0.012061773,0.004232021,0.142327208,0.045063526,0.1761007,0.031958911,0.011302388
