C1,C2,C3,C4,C5,C6,C7
0.072544175,0.006644662,0.054424673,0.022828399,0.126963361,0.707012967,0.009581764
0.031636742,0.127695453,0.109707082,0.625399403,0.046435446,0.044208335,0.014917538
0.193944731,0.033417712,0.195630181,0.171337257,0.112193577,0.258574876,0.034901666
0.635637984,0.011263799,0.047261853,0.032476976,0.053736219,0.188092548,0.031530621
0.036656791,0.677863622,0.064269075,0.107991706,0.043792094,0.041414155,0.028012557
0.035219772,0.060165687,0.160878259,0.612944538,0.061034166,0.055239769,0.01451781
0.026855584,0.021487161,0.342101624,0.482561649,0.062685754,0.056090617,0.00821761
0.264847468,0.019567485,0.127702171,0.081186106,0.102207192,0.377440172,0.027049406
0.725640068,0.01081228,0.03638016,0.026346551,0.043359427,0.113100673,0.044360841
0.090659298,0.012161378,0.156547184,0.061386478,0.128646947,0.537826061,0.012772654
0.508917673,0.023846585,0.064844912,0.054612525,0.067312339,0.149360569,0.131105398
0.862512027,0.005081399,0.018135622,0.013262797,0.020601281,0.060985699,0.019421175
0.146880865,0.124091172,0.101817898,0.116815197,0.091516824,0.111949464,0.30692858
0.107667254,0.01742349,0.223553968,0.097544706,0.138661859,0.39845173,0.016696992
0.357838487,0.022543313,0.048644808,0.043742984,0.049560899,0.096749479,0.380920031
0.014461682,0.005297196,0.129941936,0.024378426,0.763065889,0.059143034,0.003711836
0.038369099,0.00699971,0.096654385,0.028123781,0.478475646,0.344259067,0.007118312
0.020223599,0.767277119,0.043338057,0.108273535,0.024308144,0.023932487,0.012647058
0.152588464,0.008980483,0.058251704,0.028871651,0.103451523,0.63174681,0.016109365
0.022787612,0.070826589,0.124233181,0.690403455,0.045296827,0.036545527,0.009906808
0.01917803,0.004484511,0.091441389,0.020139669,0.719578414,0.141243663,0.003934323
0.208025514,0.027831969,0.052281202,0.048407154,0.053409595,0.09107089,0.518973676
0.116008191,0.007928819,0.060852322,0.02955213,0.080355042,0.693203426,0.012100069
0.012819794,0.007948842,0.789297865,0.059916881,0.088734365,0.037556283,0.003725971
0.040521325,0.006535027,0.104921545,0.02971348,0.207409419,0.604256863,0.006642341
0.053571352,0.011516507,0.250732405,0.059214708,0.269946713,0.345115129,0.009903186
0.146447574,0.102268059,0.090397346,0.10260891,0.08147894,0.103773485,0.373025686
0.052232499,0.010291473,0.212641912,0.053041826,0.258446495,0.403858692,0.009487103
0.486817737,0.014914236,0.076089429,0.053470237,0.068356571,0.271347678,0.029004112
0.008533086,0.002589057,0.051378589,0.011187767,0.884182097,0.040092219,0.002037185
0.167718285,0.035482451,0.056540811,0.053238996,0.058300621,0.087768676,0.54095016
0.063892917,0.011080848,0.105528075,0.038071065,0.427831068,0.341102017,0.012494011
0.118363821,0.050593193,0.216364522,0.334194834,0.096416746,0.15190073,0.032166155
0.056150115,0.012286519,0.139938357,0.047272814,0.460178807,0.271785754,0.012387634
0.019991365,0.008015565,0.284860775,0.040664321,0.560916636,0.080369255,0.005182083
0.041520466,0.034734321,0.414510806,0.27717962,0.130510018,0.087649385,0.013895384
0.180178553,0.078641494,0.172515578,0.198530843,0.123551765,0.173038368,0.073543399
0.052255057,0.015294787,0.197752413,0.062092348,0.466319088,0.193274031,0.013012276
0.046061082,0.036226124,0.2396925,0.509200089,0.075207888,0.078813013,0.014799304
0.05898226,0.009124348,0.148315986,0.046030826,0.157617499,0.570810236,0.009118845
0.025773379,0.035303932,0.356381658,0.436667705,0.084025316,0.052376853,0.009471157
0.065724164,0.013455219,0.133616629,0.048255837,0.447822848,0.276891029,0.014234274
0.469393203,0.030746667,0.066782126,0.065142686,0.059583459,0.121389195,0.186962666
0.01611248,0.007839803,0.645660859,0.047554579,0.222572604,0.055893502,0.004366172
0.020347983,0.004819437,0.061292134,0.018076127,0.780452886,0.110458125,0.004553308
0.016016641,0.00568878,0.155187368,0.026747238,0.723324994,0.069069539,0.00396544
0.308653005,0.011037692,0.060575027,0.033254153,0.094300099,0.468609322,0.023570703
0.121922432,0.015413087,0.162271118,0.077626153,0.123898629,0.481891529,0.016977053
0.021704463,0.028466676,0.304397672,0.530156376,0.063826731,0.043702432,0.007745649
0.027278714,0.009953067,0.62324066,0.068735972,0.158300059,0.106127787,0.006363742
0.162003711,0.101109027,0.10549768,0.109353499,0.102785942,0.124237464,0.295012677
0.158910064,0.105580791,0.108227149,0.115531664,0.10267571,0.125342588,0.283732035
0.049036576,0.551271721,0.085648401,0.170925858,0.053668718,0.05444872,0.035000006
0.048525376,0.019467531,0.318971254,0.089987972,0.362371762,0.147538537,0.013137567
0.004478193,0.008518956,0.025746071,0.944172397,0.008053986,0.007265024,0.001765373
0.015793673,0.008556262,0.687010433,0.053526715,0.180190664,0.050457752,0.004464501
0.032825872,0.018504264,0.549227808,0.126225132,0.174208241,0.08941493,0.009593753
0.052593851,0.008690648,0.014147914,0.014068024,0.013626668,0.022677231,0.874195665
0.122795241,0.098980422,0.194580568,0.179299625,0.178522597,0.158699824,0.067121722
0.165412787,0.010488506,0.074083161,0.038436728,0.092627527,0.602218001,0.016733291
0.047461567,0.009408661,0.096507189,0.032971524,0.553661583,0.25004033,0.009949146
0.069125045,0.01046334,0.096848813,0.035966218,0.349411367,0.425662318,0.0125229
0.030584529,0.009867778,0.102704895,0.033508623,0.706946333,0.108134175,0.008253668
0.029689412,0.009560723,0.100818416,0.032631357,0.713695354,0.105622351,0.007982387
0.023589422,0.010664476,0.488298782,0.060562735,0.328248484,0.082272278,0.006363823
0.188640485,0.021654688,0.168214963,0.103460104,0.118331992,0.37394153,0.025756238
0.484212531,0.009506388,0.048722021,0.028669892,0.067501884,0.338769345,0.022617939
0.038456799,0.004928279,0.055406729,0.019231695,0.153010503,0.723006153,0.005959841
0.055380329,0.558251412,0.084210508,0.138916838,0.058579684,0.058492351,0.046168878
0.005915753,0.003285919,0.908588606,0.028722783,0.034000945,0.017866286,0.001619708
0.014114627,0.009475682,0.775748807,0.093224708,0.065811869,0.037511037,0.004113269
0.07971066,0.006380777,0.049499371,0.021857526,0.098621249,0.734231965,0.009698452
0.435262432,0.014516369,0.078813962,0.05234877,0.073591825,0.318188304,0.027278338
0.061457563,0.008326584,0.080231802,0.030199633,0.234979395,0.574445503,0.01035952
0.449104025,0.028587606,0.076509106,0.061875647,0.084665844,0.168110248,0.131147524
0.011790217,0.006298175,0.772902656,0.042113152,0.124991634,0.038612993,0.003291173
0.426217917,0.024094892,0.104115551,0.087064897,0.080206633,0.235856112,0.042443998
0.032413179,0.034459796,0.350249317,0.414686166,0.091749455,0.065046589,0.011395498
0.00659443,0.00431469,0.889751758,0.038666962,0.040099519,0.018629208,0.001943432
0.019885247,0.019192945,0.58241954,0.249348234,0.077015487,0.045604479,0.006534067
0.013766752,0.006640467,0.722972209,0.042548875,0.162948524,0.047441006,0.003682167
0.013174882,0.005807418,0.743653055,0.038273361,0.146818527,0.048897061,0.003375695
0.024106409,0.006408034,0.183171777,0.032127219,0.598978074,0.150088952,0.005119535
0.021334153,0.025369186,0.329234066,0.509498477,0.063556489,0.043550207,0.007457422
0.018773156,0.007399869,0.306450327,0.039019504,0.547905999,0.075637362,0.004813784
0.015989964,0.013062929,0.694340527,0.1694967,0.063557129,0.038599336,0.004953414
0.005745536,0.001801583,0.031010915,0.007397863,0.926720227,0.025898038,0.001425839
0.019163071,0.011952907,0.646186749,0.073195161,0.187106848,0.056662672,0.005732591
0.104725072,0.019849224,0.23760339,0.108414069,0.158020991,0.352617927,0.018769328
0.030680065,0.499619251,0.088942218,0.278660407,0.044761161,0.040411399,0.016925499
0.08118987,0.408157761,0.110542823,0.156561924,0.084529609,0.083927293,0.075090719
0.030318544,0.034487557,0.374153393,0.395580952,0.093153197,0.06153543,0.010770927
0.063920587,0.045358258,0.198883793,0.503106366,0.073568075,0.094997762,0.02016516
0.069158197,0.013096334,0.117686925,0.044754377,0.410211664,0.330272916,0.014819587
0.015875595,0.811774508,0.037437877,0.083675783,0.021615263,0.019758201,0.009862773
0.027187478,0.011185416,0.259084088,0.052533228,0.545498909,0.097113453,0.007397429
0.021937098,0.007513708,0.091344769,0.027030745,0.765723535,0.080540228,0.005909917
0.012026959,0.007742399,0.810049665,0.067972158,0.065121386,0.033595567,0.003491867
0.022060955,0.010229897,0.409565567,0.05366703,0.419804908,0.078665222,0.006006421
0.015072241,0.0056525,0.172285743,0.027307941,0.712407247,0.063455232,0.003819097
0.009388177,0.003279955,0.082339426,0.014974343,0.846689603,0.040993421,0.002335076
0.059553873,0.009060425,0.111966205,0.038172232,0.227888004,0.54323324,0.010126021
0.058097488,0.008025136,0.085822575,0.030928342,0.217248854,0.590398709,0.009478895
0.024864905,0.011393019,0.668780275,0.093360534,0.115551905,0.079686574,0.006362788
0.016736815,0.00450976,0.091750678,0.020132628,0.765685018,0.097444741,0.00374036
0.033285956,0.020371262,0.447251913,0.336729674,0.077949455,0.07513623,0.009275509
0.061822459,0.18288544,0.147665482,0.423332426,0.074209032,0.078246474,0.031838686
0.03827961,0.516720355,0.083324,0.249930563,0.044063687,0.045033791,0.022647995
0.034664755,0.018241839,0.454913111,0.09873892,0.282237987,0.101050691,0.010152697
0.026162374,0.025064899,0.467858591,0.329262726,0.085060089,0.057979406,0.008611914
0.236748122,0.077188252,0.10081239,0.119355558,0.081521399,0.127598898,0.25677538
0.016249606,0.006221719,0.210398173,0.030864219,0.664421178,0.067714516,0.004130589
0.020663967,0.007725213,0.417705712,0.043541673,0.415185851,0.090106282,0.005071302
0.017251266,0.006966535,0.144079106,0.030242424,0.73356029,0.06320801,0.004692369
0.035943942,0.218750692,0.135166796,0.479447858,0.060977722,0.052030466,0.017682525
0.016182281,0.012654308,0.723625547,0.124120036,0.077180179,0.041218508,0.005019142
0.021996319,0.005963637,0.071279428,0.021698288,0.775115848,0.098589173,0.005357307
0.020838737,0.020665736,0.491755041,0.344629845,0.069512138,0.045758168,0.006840335
0.054660292,0.013083909,0.151026197,0.050443359,0.459492016,0.258766938,0.012527289
0.032519424,0.010929899,0.112279772,0.0369013,0.686750196,0.111680343,0.008939066
0.747092718,0.008257916,0.032192437,0.021990044,0.039015777,0.124356959,0.027094149
0.190551867,0.010149703,0.068255869,0.034931268,0.095014458,0.584229049,0.016867786
0.018398982,0.016595333,0.619243263,0.227065092,0.070083691,0.042706312,0.005907327
0.021527331,0.002222899,0.022316515,0.008445849,0.051413442,0.891170998,0.002902967
0.277993012,0.011105866,0.062949236,0.033842784,0.099463042,0.492087849,0.02255821
0.098590353,0.008767372,0.069871479,0.030441102,0.136565011,0.643200409,0.012564274
0.020328285,0.01271978,0.637271982,0.078938961,0.184659118,0.05999526,0.006086614
0.005263935,0.003341215,0.914459559,0.034981845,0.02593963,0.014510993,0.001502823
0.593582496,0.018200939,0.045353369,0.039116625,0.046228859,0.100832578,0.156685134
0.030809888,0.003809978,0.047880002,0.016294123,0.087871419,0.80889178,0.004442808
0.386520029,0.038724518,0.113340599,0.120602958,0.081998855,0.182174911,0.07663813
0.034140271,0.003829314,0.041915327,0.015646057,0.074309833,0.825439331,0.004719867
0.013019073,0.003272318,0.047967311,0.012856787,0.847924541,0.072030409,0.002929561
0.012537698,0.004885181,0.101180119,0.020994988,0.80883215,0.048225409,0.003344454
0.007322371,0.002586214,0.055198302,0.011250549,0.891267451,0.03051101,0.001864102
0.209646974,0.009501349,0.057736993,0.029762137,0.097015026,0.577982794,0.018354728
0.38459018,0.031006727,0.080856038,0.065591606,0.091333305,0.17739958,0.169222564
0.0521235,0.008150792,0.085219846,0.029515031,0.37133742,0.444205086,0.009448325
0.585025132,0.012191916,0.05173375,0.033111112,0.067709629,0.216404556,0.033823905
0.036040973,0.008385494,0.091671343,0.029807181,0.660657482,0.16526244,0.008175086
0.055194992,0.003849889,0.030389924,0.013598341,0.055469795,0.835574591,0.005922469
0.010029216,0.902704194,0.018337733,0.039447186,0.011159494,0.01117479,0.007147387
0.036251268,0.014556408,0.552636509,0.110112639,0.155230295,0.122227081,0.0089858
0.039273255,0.012992094,0.474738458,0.083216305,0.218129988,0.162672469,0.00897743
0.02411762,0.006529393,0.095193044,0.026242632,0.726560687,0.115642881,0.005713743
0.065447127,0.017386664,0.381154455,0.118986106,0.161661138,0.242275029,0.01308948
0.115607815,0.251200086,0.127571434,0.157537657,0.108111976,0.111827795,0.128143236
0.110895034,0.007889986,0.05567909,0.025967457,0.107142926,0.679427524,0.012997983
0.14277367,0.154554871,0.132392825,0.150210164,0.119452768,0.131340419,0.169275283
0.036838862,0.008940329,0.095150096,0.03118059,0.658263975,0.161083564,0.008542584
0.030898891,0.011331834,0.300457678,0.057086706,0.465883358,0.126480002,0.00786153
0.015450055,0.005247009,0.074810495,0.020087229,0.820877772,0.059457056,0.004070384
0.09246889,0.009829911,0.086207266,0.036174604,0.165577257,0.596327066,0.013415008
0.118133844,0.009651215,0.089523016,0.041890092,0.090104866,0.638016643,0.012680324
0.159326062,0.009999316,0.064267065,0.032340036,0.11058957,0.605719313,0.017758638
0.034405519,0.027024905,0.461864644,0.278511791,0.109977509,0.0771139,0.011101733
0.016900004,0.011081678,0.718775599,0.076691248,0.123593339,0.04791621,0.005041922
0.008096186,0.002753155,0.057870026,0.011943444,0.881951673,0.035364551,0.002020964
0.354686931,0.01854113,0.087043104,0.052104068,0.121171537,0.327499855,0.038953374
0.014806075,0.005305186,0.153998863,0.02535844,0.732707712,0.064150422,0.003673303
0.036630268,0.025121797,0.434816065,0.314993908,0.097036323,0.080297001,0.011104638
0.070500591,0.220475893,0.159960836,0.330601118,0.090823177,0.087704298,0.039934087
0.023771068,0.002092123,0.018963621,0.007692578,0.040137889,0.904407048,0.002935672
0.024206766,0.008975726,0.663749411,0.064579695,0.143070626,0.089776381,0.005641396
0.02069798,0.008831188,0.461755517,0.049261843,0.374415664,0.079657103,0.005380705
0.84611878,0.006220765,0.020413746,0.015485196,0.022669845,0.06084772,0.028243946
0.675192266,0.014644831,0.040148976,0.033161928,0.04206876,0.097378296,0.097404941
0.072620125,0.094043691,0.163966748,0.468691109,0.077449101,0.091615824,0.031613401
0.027706385,0.007849907,0.08616936,0.027338725,0.733620275,0.110359793,0.006955556
0.024680191,0.006119661,0.078870458,0.023069475,0.741456083,0.120225766,0.005578367
0.77654643,0.008648186,0.029384838,0.021332178,0.034726508,0.09357637,0.03578549
0.014542557,0.005738815,0.12890679,0.02530279,0.765528319,0.056116729,0.003864
0.051175213,0.008307471,0.098076639,0.031945748,0.35737313,0.443896983,0.009224815
0.040638774,0.007300539,0.086621577,0.027374058,0.519655541,0.31058957,0.007819943
0.691155443,0.010415311,0.041872569,0.029617646,0.045447296,0.151094884,0.030396852
0.022167339,0.022625509,0.51437249,0.302516858,0.08112073,0.049761032,0.007436042
0.02103667,0.00505542,0.007056336,0.007304908,0.006663946,0.010310524,0.942572197
0.015237207,0.005879324,0.174383711,0.028213863,0.710246503,0.062116379,0.003923014
0.039382906,0.005676328,0.069142404,0.02259071,0.215178112,0.641541136,0.006488404
0.049911515,0.003689931,0.030220769,0.013119543,0.056979255,0.840542962,0.005536025
0.393205857,0.009184193,0.051184857,0.029342846,0.068905443,0.428416918,0.019759885
0.301284622,0.028228943,0.056800107,0.050923596,0.059111301,0.105344487,0.398306943
0.019340923,0.018441806,0.587950417,0.249239402,0.074212692,0.044488897,0.006325862
0.249080813,0.014003226,0.078546824,0.042789682,0.124223096,0.464298259,0.0270581
0.010284822,0.003633244,0.060661324,0.014594418,0.867731394,0.040405507,0.002689291
0.01276581,0.009139885,0.786416004,0.074591991,0.078590235,0.034610191,0.003885883
0.025888954,0.002416147,0.024794425,0.009816715,0.038177315,0.895797777,0.003108666
0.033588783,0.011557806,0.188508061,0.048725501,0.585968901,0.122965693,0.008685255
0.032994995,0.007846148,0.10903062,0.031217796,0.644413251,0.167236069,0.00726112
0.016920694,0.006863281,0.185462947,0.031997827,0.689042566,0.065239764,0.004472922
0.011280312,0.005133805,0.826073855,0.039272842,0.076188543,0.039175857,0.002874785
0.043204832,0.031878955,0.204485998,0.573049995,0.06150349,0.072648133,0.013228597
0.003527887,0.001141061,0.019883508,0.004675771,0.954428716,0.015457172,0.000885884
0.036694356,0.011037426,0.123245927,0.039053892,0.641446597,0.139066403,0.0094554
0.030136805,0.012028527,0.381576516,0.064195211,0.394252308,0.109958048,0.007852584
0.053473806,0.018819717,0.416932155,0.118572489,0.208822604,0.170354364,0.013024865
0.073938714,0.013824592,0.133078452,0.050446536,0.344587751,0.368739167,0.015384788
0.020390518,0.047563843,0.118025975,0.732475342,0.039861351,0.033335317,0.008347654
0.031963142,0.007370871,0.084291833,0.02673226,0.679283242,0.16314774,0.007210912
0.01162586,0.007639035,0.80656737,0.090132013,0.04997047,0.030684952,0.0033803
0.035361984,0.008045234,0.096424543,0.030079042,0.630536486,0.191684737,0.007867975
0.019311055,0.00767692,0.343549226,0.040743887,0.506693652,0.077122712,0.004902548
0.023975914,0.025219656,0.456699488,0.350340197,0.083118717,0.052418031,0.008227998
0.019083534,0.008272976,0.209763894,0.037914292,0.650437152,0.06930801,0.005220142
0.003900418,0.96093653,0.007644708,0.015568731,0.004719946,0.004516066,0.002713601
0.045481517,0.057043205,0.20581241,0.524152848,0.077881485,0.072185186,0.017443349
0.016156416,0.03479549,0.113902553,0.765813339,0.035138793,0.027704851,0.006488559
0.020619784,0.019661147,0.552791216,0.279634371,0.074233696,0.046336345,0.006723441
0.025221139,0.00899614,0.611892946,0.060619743,0.181292087,0.106130649,0.005847295
0.031511331,0.00311936,0.034359297,0.013416751,0.047255741,0.866469345,0.003868175
0.217639235,0.010738659,0.067714763,0.035460367,0.096973229,0.552382776,0.019090971
0.018540732,0.007633865,0.365541679,0.041160513,0.488383427,0.073939793,0.004799991
0.016543177,0.011342618,0.716557871,0.078001459,0.126208978,0.046298676,0.005047221
0.02138109,0.013697732,0.677270402,0.134620246,0.089531824,0.05726509,0.006233616
0.029887281,0.011212932,0.323355573,0.057579912,0.454945272,0.115366687,0.007652343
0.005349438,0.001654179,0.025515908,0.006508623,0.936100849,0.023537886,0.001333117
0.105661192,0.014234417,0.02504628,0.024033631,0.024788855,0.042128737,0.764106887
0.039976976,0.012937052,0.255258021,0.060730619,0.466615981,0.15473727,0.009744081
0.098689526,0.163318583,0.149659088,0.35654069,0.080637881,0.100993179,0.050161054
0.139947602,0.037735025,0.206587723,0.140636676,0.179008849,0.25731757,0.038766554
0.034550741,0.214041013,0.134821831,0.489147778,0.060135584,0.050353002,0.016950051
0.029506957,0.010218464,0.559932664,0.067192844,0.201682982,0.124692569,0.00677352
0.028787343,0.010958875,0.349409782,0.056887893,0.434769656,0.111844667,0.007341786
0.03138363,0.728089169,0.053276054,0.091860966,0.036032248,0.034851515,0.024506419
0.024038719,0.79315655,0.039650337,0.072312375,0.02610524,0.026062439,0.018674341
0.026600892,0.009884694,0.384183216,0.053978351,0.405251389,0.113510917,0.006590542
0.029663698,0.013194769,0.315245796,0.063176414,0.471504373,0.09895452,0.00826043
0.022971931,0.040105385,0.201857587,0.626874362,0.057238341,0.042122498,0.008829896
0.045467794,0.00930987,0.114349892,0.035472879,0.538061123,0.248036815,0.009301627
0.329240282,0.010029627,0.05573307,0.030880862,0.083251194,0.469552132,0.021312832
0.272272864,0.041703359,0.128264879,0.10439033,0.131650587,0.228604771,0.09311321
0.611035079,0.012802444,0.050971665,0.034176687,0.064269658,0.188576517,0.038167949
0.021147502,0.027553012,0.261772776,0.581772837,0.058439664,0.041734028,0.007580181
0.445020282,0.023899735,0.100235841,0.081637209,0.080616023,0.225634551,0.042956359
0.015765126,0.012109697,0.73632906,0.099186001,0.090692285,0.04100016,0.00491767
0.021190163,0.007868681,0.133057465,0.032417107,0.721868463,0.077916699,0.005681422
0.023231454,0.006339255,0.08036698,0.02381241,0.753371126,0.107241089,0.005637686
0.072108434,0.011084736,0.101218259,0.038852778,0.320608348,0.442699558,0.013427888
0.028736994,0.553945258,0.081547884,0.239754043,0.042034537,0.037773013,0.016208271
0.022177443,0.006271103,0.072367628,0.022311931,0.778804436,0.092529314,0.005538145
0.027106328,0.008611605,0.093188661,0.029758202,0.734337515,0.099753827,0.007243863
0.018464799,0.053124332,0.072324169,0.793968554,0.027558132,0.026482008,0.008078008
0.076325339,0.044245436,0.281278419,0.154039797,0.260462956,0.156931857,0.026716194
0.017700677,0.008969841,0.700503353,0.061515009,0.149839049,0.056596133,0.004875938
0.071641944,0.029803033,0.32761535,0.307853972,0.102085453,0.143454782,0.017545465
0.005681228,0.001641559,0.025904411,0.006559994,0.931480084,0.02736945,0.001363273
0.048981784,0.014809054,0.4620789,0.10585625,0.164386414,0.193348967,0.010538631
0.007094334,0.93220418,0.01319056,0.026045654,0.008302254,0.008048737,0.00511428
0.033113741,0.080885189,0.161253372,0.594971814,0.063144656,0.052109507,0.014521722
0.071335874,0.47592152,0.096932952,0.146020833,0.071514722,0.072625668,0.06564843
0.022614314,0.717183849,0.055050996,0.132737278,0.030617021,0.028275022,0.01352152
0.014282146,0.005363593,0.154822368,0.025502934,0.73661748,0.05975558,0.003655899
0.029531984,0.021235483,0.562512519,0.185613362,0.120785257,0.07112907,0.009192324
0.019705404,0.016216415,0.670326501,0.141805017,0.096577526,0.049122868,0.00624627
0.020346097,0.762392061,0.048282872,0.102550949,0.028287789,0.025497698,0.012642534
0.010569757,0.002938163,0.042061035,0.011353335,0.87979976,0.05076035,0.0025176
0.007607633,0.002317501,0.059504977,0.010851307,0.878859629,0.039082601,0.001776352
0.016258665,0.003948908,0.059241495,0.015841793,0.810740935,0.090377112,0.003591092
0.171919772,0.007665008,0.051378179,0.026677936,0.070939385,0.657826919,0.0135928
0.022777753,0.02471961,0.203492337,0.650070845,0.048643905,0.042655991,0.007639559
0.027790182,0.007914668,0.232289893,0.039574756,0.534973543,0.1514028,0.006054159
0.02062551,0.020449918,0.450081346,0.392554238,0.064869537,0.044670647,0.006748804
0.043077981,0.009677537,0.25179411,0.050425171,0.330379647,0.306458871,0.008186684
0.046943319,0.006239557,0.086728682,0.028288448,0.123000192,0.70204184,0.006757962
0.028317353,0.00815882,0.088120391,0.028238844,0.729301939,0.110671276,0.007191378
0.042555497,0.020845699,0.478901047,0.241894056,0.099101189,0.105652861,0.01104965
0.965032555,0.001255427,0.004690528,0.003453196,0.005033952,0.016202933,0.004331409
0.049426602,0.00499687,0.046932135,0.018454855,0.099333293,0.774223697,0.006632549
0.211707629,0.014625307,0.090778399,0.046916876,0.133724041,0.477934983,0.024312765
0.582459293,0.017650706,0.057857459,0.042014786,0.069093016,0.164010571,0.066914169
0.148725608,0.013479945,0.087568175,0.043046356,0.161479229,0.52357887,0.022121818
0.941158367,0.002267433,0.008195575,0.006266916,0.008395893,0.025938377,0.007777438
0.017757597,0.0144999,0.664507967,0.185843458,0.068914072,0.042962855,0.005514151
0.01548364,0.005512639,0.150932026,0.025955327,0.73144579,0.066831664,0.003838914
0.389391948,0.023195131,0.087277277,0.060135484,0.108966436,0.264261774,0.06677195
0.061673367,0.026456419,0.284533124,0.107398748,0.338982187,0.162759455,0.018196699
0.033345399,0.119976228,0.112104819,0.62689411,0.046870402,0.045514822,0.01529422
0.389876242,0.026432263,0.095137678,0.066059219,0.112537502,0.242839766,0.06711733
0.020559017,0.009391309,0.517075706,0.053707358,0.321329088,0.07242653,0.005510991
0.036572072,0.011534608,0.491329269,0.072342077,0.224912515,0.155338971,0.007970487
0.258878326,0.015769299,0.084773716,0.048461793,0.122660038,0.438002742,0.031454086
0.012707585,0.004800247,0.149091103,0.023249343,0.754188903,0.0527203,0.003242519
0.037385351,0.007416635,0.086573204,0.027423616,0.600830459,0.232741696,0.007629038
0.008553447,0.003857407,0.848814892,0.027408438,0.078387924,0.030783836,0.002194056
0.370420076,0.03701157,0.086778466,0.080166162,0.082124932,0.161786457,0.181712336
0.018667873,0.004981387,0.063003006,0.018514555,0.802429592,0.087943537,0.00446005
0.023473966,0.00809664,0.441994544,0.046873092,0.368827659,0.105254802,0.005479296
0.013225138,0.009421415,0.78068619,0.099163828,0.059677577,0.033878304,0.003947547
0.076996588,0.024268942,0.364606553,0.152920153,0.162780769,0.201701522,0.016725473
0.014931153,0.036574053,0.08942051,0.798610812,0.029704249,0.024557176,0.006202046
0.134273131,0.166518548,0.145484856,0.165639739,0.127879915,0.132330956,0.127872855
0.007422751,0.002523662,0.045838318,0.010500102,0.90091389,0.030900979,0.001900299
0.027103671,0.008056499,0.08764748,0.027932931,0.738106892,0.104168047,0.00698448
0.028385585,0.023199682,0.515381795,0.261636916,0.098228185,0.064085962,0.009081876
0.021374786,0.006205556,0.123099056,0.027469023,0.71666927,0.100219156,0.004963153
0.022291647,0.008207893,0.541319822,0.050012671,0.280605136,0.092231906,0.005330925
0.554766878,0.024411565,0.057812819,0.054889386,0.052182738,0.113478135,0.142458478
