C1,C2,C3,C4,C5,C6,C7
4.42E-01,2.82E-01,7.95E-02,6.89E-02,9.85E-02,1.38E-02,1.60E-02
4.89E-01,4.88E-01,2.08E-02,1.89E-03,1.55E-04,5.55E-04,1.06E-04
7.75E-02,1.47E-01,8.88E-02,5.97E-01,5.30E-02,2.18E-02,1.48E-02
1.41E-01,4.96E-01,3.61E-04,1.80E-01,1.44E-01,1.70E-02,2.15E-02
4.58E-01,4.59E-01,7.80E-02,2.70E-03,1.09E-03,7.08E-04,6.24E-04
1.91E-01,6.20E-01,1.31E-01,2.48E-02,1.07E-02,3.39E-04,2.22E-02
3.64E-02,4.94E-01,2.95E-01,1.10E-01,3.19E-02,8.94E-03,2.40E-02
6.27E-02,2.40E-02,6.35E-02,6.84E-01,3.84E-02,7.26E-02,5.48E-02
1.45E-01,8.46E-01,5.58E-03,1.65E-04,2.33E-03,2.17E-04,9.38E-04
4.13E-01,4.61E-01,1.75E-02,2.36E-02,9.57E-03,5.86E-03,6.92E-02
2.12E-01,3.03E-01,1.99E-01,5.42E-02,1.94E-01,4.55E-03,3.40E-02
8.31E-01,1.44E-01,8.61E-03,6.36E-04,1.17E-02,2.33E-03,2.08E-03
7.59E-01,1.44E-01,1.29E-02,1.78E-02,3.94E-02,2.24E-02,3.86E-03
6.03E-01,1.63E-01,7.27E-02,7.64E-02,4.09E-02,2.39E-02,2.09E-02
5.13E-01,3.12E-01,2.04E-02,1.18E-01,3.60E-02,1.17E-04,8.00E-05
5.53E-01,1.93E-01,1.65E-01,3.83E-02,4.32E-02,2.83E-03,3.94E-03
2.04E-01,3.66E-01,1.58E-02,9.32E-02,3.18E-01,2.22E-03,1.15E-03
2.28E-01,2.31E-01,2.76E-01,2.34E-01,5.40E-03,1.90E-02,6.32E-03
4.63E-01,2.78E-01,2.00E-01,5.08E-03,3.34E-02,5.01E-03,1.62E-02
9.39E-01,6.01E-02,3.01E-04,6.93E-05,1.06E-04,2.68E-05,2.31E-05
2.57E-01,5.45E-02,3.60E-01,2.28E-01,4.80E-02,4.38E-03,4.95E-02
6.11E-01,3.64E-01,1.93E-02,4.74E-03,1.66E-04,2.54E-04,9.51E-06
8.99E-01,2.89E-02,4.62E-02,4.91E-03,1.48E-02,7.68E-04,5.68E-03
7.60E-01,1.23E-01,2.97E-02,7.25E-02,9.90E-03,2.77E-03,1.95E-03
7.02E-01,1.22E-02,5.58E-02,8.92E-02,5.54E-03,5.57E-02,7.93E-02
4.95E-01,4.74E-01,1.56E-02,1.36E-02,7.14E-05,3.95E-04,8.06E-04
5.64E-01,3.83E-02,2.77E-01,7.06E-02,2.14E-02,2.60E-02,2.85E-03
6.40E-01,3.10E-02,2.77E-01,3.42E-02,1.10E-02,4.25E-03,2.30E-03
4.30E-01,1.81E-01,2.50E-01,7.59E-02,2.59E-02,9.40E-03,2.88E-02
1.02E-01,7.13E-01,1.31E-01,8.49E-04,1.99E-02,5.90E-03,2.73E-02
7.49E-01,2.00E-01,2.91E-02,1.95E-02,9.15E-04,5.08E-04,9.99E-04
5.02E-01,4.43E-01,3.48E-02,7.13E-03,1.10E-02,7.60E-04,9.39E-04
3.36E-01,1.65E-01,2.50E-01,1.24E-01,4.20E-02,8.03E-02,3.48E-03
7.11E-01,2.19E-01,2.75E-02,3.81E-02,3.31E-03,1.88E-04,4.45E-04
5.88E-01,1.27E-01,8.54E-02,4.05E-03,1.02E-01,1.62E-02,7.71E-02
9.33E-01,4.09E-02,1.98E-03,1.72E-02,4.65E-03,7.53E-04,1.60E-03
6.97E-01,1.33E-01,6.32E-02,1.66E-03,1.68E-02,2.44E-02,6.43E-02
5.28E-01,4.36E-01,2.59E-02,4.61E-03,1.85E-03,2.52E-03,9.07E-04
2.99E-01,3.35E-01,3.54E-01,1.76E-03,9.50E-04,7.10E-03,2.34E-03
8.31E-01,6.97E-02,5.97E-02,8.90E-03,5.29E-03,9.55E-03,1.61E-02
1.35E-01,6.61E-01,1.56E-01,3.50E-02,7.35E-04,7.47E-03,4.57E-03
5.70E-02,9.24E-01,1.16E-02,4.67E-03,2.14E-03,6.78E-04,3.09E-04
1.70E-01,1.84E-01,5.06E-01,1.30E-01,3.89E-03,2.69E-03,2.06E-03
7.82E-01,1.21E-01,1.15E-02,5.76E-02,8.97E-03,1.79E-02,1.12E-03
5.10E-01,3.92E-01,8.30E-02,7.89E-03,6.27E-04,3.21E-03,2.89E-03
5.29E-01,1.45E-01,2.64E-01,5.44E-02,5.39E-03,4.77E-04,7.13E-04
2.20E-01,1.79E-01,3.59E-01,1.41E-01,4.33E-02,2.06E-02,3.68E-02
7.78E-01,2.13E-01,7.96E-03,4.01E-04,6.23E-06,1.02E-05,4.09E-06
6.53E-01,2.62E-01,4.97E-02,3.36E-02,5.16E-04,4.77E-04,3.23E-04
8.69E-01,7.77E-02,4.95E-02,1.85E-03,8.28E-04,6.57E-04,7.76E-04
9.60E-01,2.76E-02,9.03E-03,1.05E-03,5.78E-04,1.67E-03,2.81E-04
5.28E-01,2.82E-01,1.05E-01,3.76E-02,1.35E-02,6.03E-03,2.77E-02
5.98E-01,2.76E-01,2.39E-02,5.74E-02,4.08E-02,3.58E-03,3.16E-04
1.22E-01,4.24E-01,1.48E-01,2.77E-01,1.29E-02,8.63E-03,6.88E-03
4.06E-01,4.97E-01,6.17E-02,2.86E-02,3.00E-03,1.72E-05,4.19E-03
5.24E-01,2.92E-01,1.76E-01,4.71E-03,1.27E-03,9.27E-04,5.17E-04
4.62E-01,3.91E-01,1.38E-01,2.74E-03,8.81E-04,1.39E-03,3.23E-03
5.57E-01,4.32E-01,4.77E-03,5.43E-03,7.60E-04,1.07E-04,5.81E-05
6.61E-01,1.51E-01,8.73E-02,8.49E-02,2.95E-03,6.84E-03,5.51E-03
8.29E-02,8.27E-01,7.90E-02,5.64E-03,3.94E-03,1.81E-04,1.71E-03
5.84E-02,7.32E-02,1.82E-01,2.69E-01,2.94E-01,9.71E-02,2.52E-02
4.56E-01,2.70E-01,6.66E-02,4.38E-02,4.57E-02,1.05E-01,1.35E-02
9.46E-02,8.65E-01,3.61E-02,1.34E-03,3.06E-03,8.49E-06,2.71E-05
1.78E-01,1.51E-01,3.82E-01,2.54E-01,2.49E-02,7.92E-03,2.72E-03
5.81E-01,2.29E-01,6.11E-02,9.37E-03,1.17E-01,6.59E-04,1.52E-03
5.72E-01,1.09E-01,1.68E-01,1.02E-01,3.54E-03,2.39E-02,2.12E-02
8.32E-01,1.37E-01,1.25E-02,2.76E-03,6.33E-03,1.11E-03,7.70E-03
9.26E-01,2.50E-02,2.45E-02,2.14E-02,1.05E-03,1.30E-03,4.52E-04
2.81E-01,6.39E-01,4.87E-02,1.59E-02,6.22E-04,1.48E-02,5.09E-04
7.77E-01,1.08E-01,9.90E-04,2.16E-02,2.38E-02,4.55E-02,2.35E-02
2.43E-01,1.01E-01,5.14E-01,8.52E-02,4.92E-02,3.18E-03,4.03E-03
2.40E-01,3.29E-02,6.14E-02,3.91E-01,5.84E-02,2.01E-01,1.55E-02
5.75E-01,1.02E-01,1.19E-02,1.20E-01,1.75E-01,1.82E-03,1.40E-02
5.00E-01,3.98E-01,4.64E-02,8.60E-03,4.12E-02,5.07E-03,1.36E-04
9.90E-02,4.06E-01,3.17E-01,1.63E-01,1.44E-02,2.88E-05,7.45E-04
3.77E-01,3.00E-01,2.05E-01,4.66E-02,5.07E-02,1.47E-02,4.90E-03
9.60E-01,2.17E-02,1.29E-02,5.62E-03,1.03E-04,1.30E-04,4.06E-05
9.96E-01,6.38E-04,1.57E-03,3.04E-04,3.61E-04,8.50E-05,6.85E-04
2.51E-01,1.37E-01,3.15E-01,1.36E-02,3.74E-02,2.18E-01,2.75E-02
4.78E-01,1.88E-01,1.68E-01,1.31E-01,1.45E-02,2.17E-03,1.84E-02
2.50E-02,3.77E-01,1.99E-02,4.49E-01,9.25E-02,1.71E-02,2.04E-02
3.69E-02,2.61E-01,2.28E-01,2.93E-02,3.84E-01,2.28E-02,3.79E-02
2.58E-01,6.94E-01,4.18E-02,5.36E-04,3.98E-03,6.30E-05,2.09E-03
3.67E-01,3.19E-01,1.24E-02,1.06E-01,1.15E-01,8.14E-02,1.55E-04
4.93E-01,3.72E-01,4.71E-02,4.67E-02,4.07E-02,1.87E-04,6.30E-04
2.35E-01,4.76E-01,4.89E-02,2.17E-01,9.92E-03,1.23E-02,1.23E-03
3.27E-01,1.18E-01,5.53E-01,2.01E-03,2.93E-05,1.78E-05,1.70E-05
8.16E-01,1.10E-01,6.33E-02,3.07E-03,7.25E-03,3.59E-04,1.86E-05
7.95E-01,1.53E-01,2.24E-02,8.36E-03,1.46E-02,3.11E-03,3.65E-03
3.30E-01,3.22E-01,2.04E-01,7.79E-03,1.30E-01,4.59E-03,2.03E-03
5.34E-01,1.69E-01,1.26E-02,8.92E-02,3.30E-02,1.09E-01,5.36E-02
9.73E-01,2.83E-03,1.31E-02,5.83E-04,9.56E-03,9.89E-04,3.03E-04
4.36E-01,1.41E-01,3.28E-01,2.48E-02,1.69E-02,5.18E-02,1.68E-03
5.88E-01,9.08E-02,1.43E-01,2.00E-02,8.98E-02,2.39E-02,4.48E-02
4.04E-01,1.39E-01,3.74E-01,4.88E-02,2.75E-02,5.41E-03,2.15E-03
6.83E-01,1.18E-01,1.09E-01,5.90E-02,7.13E-03,1.85E-02,6.15E-03
5.31E-01,4.48E-01,6.27E-03,6.10E-03,2.03E-03,4.30E-03,2.29E-03
4.04E-01,5.47E-01,4.08E-02,4.08E-03,6.88E-04,1.30E-03,2.55E-03
5.14E-01,3.42E-01,1.42E-01,7.72E-04,4.31E-04,9.86E-07,1.14E-03
7.33E-01,2.29E-01,3.57E-02,2.83E-03,1.20E-05,1.17E-05,5.27E-06
8.56E-01,1.03E-01,2.93E-03,1.34E-02,5.53E-03,1.80E-02,1.94E-03
7.23E-01,1.91E-01,4.89E-02,3.55E-02,1.28E-03,1.59E-05,9.60E-05
1.07E-01,3.59E-01,1.25E-01,1.97E-01,1.03E-02,1.44E-01,5.74E-02
9.57E-01,2.90E-02,9.73E-03,1.70E-03,2.95E-04,1.18E-03,8.10E-04
4.40E-01,5.36E-01,2.18E-02,1.76E-03,1.30E-04,7.09E-04,2.47E-04
2.62E-01,5.51E-01,8.30E-02,2.32E-02,3.84E-02,3.53E-02,6.98E-03
9.46E-01,2.04E-02,3.24E-02,2.74E-04,7.15E-04,1.45E-04,1.22E-04
1.79E-01,5.56E-01,2.65E-01,3.40E-04,3.38E-05,2.30E-05,1.37E-05
5.94E-02,1.61E-01,3.48E-01,3.15E-01,8.67E-02,1.82E-03,2.72E-02
1.47E-01,2.07E-01,5.63E-01,7.76E-02,2.12E-04,2.44E-03,2.85E-03
8.20E-01,5.73E-02,7.83E-02,2.40E-02,1.79E-02,2.64E-03,1.03E-05
1.40E-01,2.29E-01,4.57E-01,1.29E-01,2.25E-02,1.52E-02,6.01E-03
6.04E-01,3.65E-01,2.59E-02,9.06E-04,1.94E-03,2.61E-05,2.01E-03
2.05E-01,3.29E-02,2.84E-01,9.21E-02,2.67E-01,3.35E-02,8.54E-02
4.03E-01,9.89E-02,4.92E-01,1.49E-03,3.19E-03,1.08E-03,7.01E-04
9.16E-01,3.88E-02,4.00E-02,4.42E-03,3.08E-04,3.72E-04,2.09E-04
2.82E-01,2.39E-01,2.41E-01,2.02E-01,2.05E-02,1.19E-02,2.13E-03
9.45E-01,3.60E-02,1.03E-02,2.50E-03,5.81E-03,2.73E-04,1.91E-04
5.54E-02,5.79E-01,2.46E-02,3.25E-01,8.14E-03,5.72E-03,2.00E-03
8.84E-01,7.25E-03,8.51E-02,1.72E-03,1.80E-02,1.55E-03,2.00E-03
2.98E-01,3.71E-01,1.59E-02,1.54E-01,1.28E-01,1.20E-03,3.11E-02
8.78E-01,1.02E-01,1.91E-02,1.18E-04,6.91E-05,1.08E-05,4.31E-06
7.02E-01,9.27E-02,6.60E-02,4.25E-03,2.26E-02,6.85E-04,1.12E-01
4.11E-01,1.90E-03,5.50E-01,2.96E-02,6.80E-03,1.56E-04,3.92E-04
6.90E-02,7.72E-01,1.35E-01,2.33E-02,4.25E-04,4.88E-06,1.61E-05
2.95E-01,3.22E-01,5.09E-03,3.14E-01,2.19E-02,8.95E-03,3.25E-02
6.99E-01,3.26E-02,1.41E-01,4.95E-02,7.53E-02,1.42E-03,5.25E-04
8.08E-01,5.24E-02,1.05E-01,3.98E-03,2.53E-02,2.79E-03,1.81E-03
7.28E-01,1.51E-01,4.90E-02,1.56E-02,4.82E-02,8.21E-03,6.04E-05
3.87E-01,4.22E-01,1.03E-01,6.32E-02,2.07E-02,2.61E-03,1.80E-03
3.11E-01,3.49E-01,3.14E-01,1.69E-02,3.53E-03,2.61E-03,2.96E-03
6.48E-01,1.31E-01,1.81E-01,4.12E-03,1.73E-02,7.51E-03,1.14E-02
6.95E-01,9.72E-02,1.19E-01,8.58E-02,1.56E-04,1.52E-03,1.49E-03
4.76E-01,3.20E-01,1.96E-01,7.41E-03,4.93E-04,7.83E-06,8.35E-05
8.80E-01,6.49E-02,4.88E-02,4.94E-03,3.74E-05,2.00E-04,5.99E-04
8.60E-02,1.58E-01,3.15E-01,2.75E-01,9.64E-02,3.45E-02,3.49E-02
4.03E-01,2.84E-01,4.18E-02,8.89E-02,9.94E-04,5.72E-02,1.24E-01
2.15E-01,2.94E-01,2.68E-02,2.43E-01,1.29E-01,4.69E-02,4.60E-02
9.65E-01,1.38E-02,1.85E-02,1.15E-03,1.54E-03,1.04E-05,1.82E-04
1.82E-01,7.70E-01,3.47E-02,3.34E-03,2.95E-03,4.57E-03,3.23E-03
7.62E-01,1.56E-01,7.94E-02,7.49E-04,1.50E-03,1.34E-05,7.73E-05
3.71E-02,3.06E-01,2.27E-01,4.04E-01,1.81E-02,5.44E-03,3.12E-03
3.88E-01,5.87E-01,4.55E-03,9.09E-03,3.64E-03,1.97E-03,5.96E-03
3.39E-01,2.40E-02,6.19E-01,8.61E-03,1.22E-03,1.75E-03,5.90E-03
8.71E-01,2.53E-02,1.87E-03,8.28E-02,9.09E-03,5.29E-03,4.34E-03
2.38E-01,3.19E-01,7.90E-02,2.08E-01,1.14E-01,3.25E-02,9.11E-03
