C1,C2,C3,C4,C5,C6,C7,C8
0.729345207,0.209393739,0.043063246,0.017700992,0.000154394,0.000137226,4.38387E-05,0.000161357
0.315750702,0.635863062,0.002505269,0.034200457,0.00791051,0.002569189,0.001156746,4.40643E-05
0.583285023,0.161965565,0.254720375,2.76172E-05,1.16741E-06,3.19573E-08,1.57068E-08,2.05349E-07
0.245297006,0.1154797,0.155177329,0.452464819,0.029251605,0.001755223,0.000240285,0.000334032
0.56125733,0.245239282,0.113514569,0.061639024,0.009860859,0.002552815,0.002948043,0.002988078
0.954179293,0.024869977,0.013547428,3.96878E-05,0.002177031,0.003604506,0.001484973,9.71057E-05
0.114171403,0.805990834,0.030292084,0.008555103,0.02416459,0.012908631,0.000966405,0.00295095
0.757083576,0.074280893,0.087247919,0.03548897,0.009674971,0.004315351,0.024804169,0.007104152
0.341704626,0.188952388,0.365891317,0.077853066,0.010260435,0.000810783,0.005028988,0.009498396
0.925595299,0.032141601,0.029141653,0.012043787,0.000354775,9.72242E-05,0.000507795,0.000117866
0.271412008,0.221614628,0.05797748,0.289741761,0.002826053,0.129978736,0.025355535,0.001093799
0.231970973,0.595185373,0.012284497,0.137884292,0.000725598,0.007991306,0.004882468,0.009075493
0.202864111,0.130907043,0.397429938,0.069586404,0.163615534,0.020092432,0.006260404,0.009244134
0.752198523,0.003939969,0.010637689,0.03162437,0.135618404,0.052136523,0.011339704,0.002504819
0.390129927,0.259015159,0.223240317,0.044746184,0.059849068,0.004797628,0.013248728,0.004972988
0.550563335,0.143727351,0.015328479,0.101701996,0.032456456,0.105129375,0.004547644,0.046545365
0.614120335,0.00602197,0.34716401,0.004010185,0.016605329,0.009144517,0.0003702,0.002563452
0.59449039,0.233152841,0.067900981,0.102366219,0.000919678,0.000214647,2.10912E-05,0.000934152
0.341510144,0.355057287,0.263546829,0.02382588,0.010743546,0.002779807,0.000945915,0.001590591
0.141871995,0.737594474,0.010227587,0.030543535,0.033793583,0.018676381,0.006730951,0.020561494
0.114562272,0.482157327,0.389631888,0.01255121,0.000325105,9.00537E-05,5.28782E-05,0.000629266
0.746130733,0.051145038,0.190397116,0.008223508,0.000305044,0.00088131,0.002884731,3.25202E-05
0.59348295,0.318758388,0.008973589,0.059039796,0.00770995,0.002509807,0.000760498,0.008765023
0.21413194,0.08452858,0.589271251,0.051461958,0.025331089,0.005047096,0.001052104,0.029175983
0.467568916,0.355090426,0.104607406,0.036978992,0.01981189,0.004303871,0.001768598,0.009869902
0.203565613,0.098243093,0.487850795,0.048093719,0.036970712,0.112153649,0.00949059,0.003631831
0.460402451,0.465509224,0.00164057,0.02835065,0.036565031,0.007072433,0.00020555,0.00025409
0.106603353,0.549882168,0.210962228,0.030084054,0.052002819,0.036748304,0.011983948,0.001733126
0.509967704,0.07008618,0.154476526,0.028702005,0.217413474,0.007226293,0.005778048,0.006349771
0.666547795,0.23989019,0.054136668,0.017238656,0.00514618,0.013297434,0.002610369,0.001132709
0.669568906,0.21583699,0.00039913,0.075718035,0.031930351,0.002435474,0.00339332,0.000717793
0.73526894,0.122038199,0.024551951,0.02869925,0.043944291,0.020208392,0.017455983,0.007832994
0.079098998,0.536806755,0.093862073,0.245080487,0.015024522,0.015741042,0.011571358,0.002814764
0.008802738,0.109664249,0.231164599,0.598446293,0.040758122,0.006797522,0.001715248,0.00265123
0.696907611,0.108144586,0.126318485,0.049991056,0.012136759,0.003806164,0.001171941,0.001523399
0.484705513,0.047123461,0.460931858,1.29753E-05,0.002430803,0.00032489,0.003565967,0.000904533
0.853561086,0.020203252,0.044641346,0.014506158,0.040023094,0.0099931,0.014151223,0.002920741
0.470319946,0.417235036,0.09350895,0.00257865,0.000323502,0.014835715,0.000802504,0.000395696
0.778692042,0.204773015,0.010538361,0.001020222,0.00345223,0.00136213,0.000114835,4.71639E-05
0.995042738,0.000796929,0.000553367,0.001480285,0.001599613,0.000485262,1.16159E-05,3.01884E-05
0.967976161,0.024257484,0.002892,0.002614273,0.001550941,0.000590147,0.000110036,8.95813E-06
0.257851255,0.174323291,0.262948487,0.151689652,0.079466922,0.060657451,0.00793291,0.00513003
0.408763474,0.576926958,0.002403577,0.006008652,0.00453712,0.001049911,0.000197458,0.000112851
0.339689466,0.155424437,0.434602398,0.032961121,0.015008522,0.017781384,0.004188939,0.000343732
0.972593267,0.00445124,0.015481462,0.00075063,0.000885013,0.000677577,0.002310477,0.002850334
0.126668718,0.408879695,0.243900467,0.201765669,0.014001665,0.00096213,0.000509158,0.003312498
0.342760242,0.197550572,0.04320431,0.412627195,0.002118068,0.000341963,0.000296244,0.001101405
0.043115948,0.687018128,0.126661817,0.087636966,0.001114549,0.050240559,0.004123829,8.82037E-05
0.388009176,0.238733908,0.174287794,0.111398994,0.059628008,0.021734947,0.001741861,0.004465311
0.415032608,0.274954074,0.121358528,0.100712897,0.05908892,0.012130855,0.014748741,0.001973379
0.254135162,0.415140282,0.104829652,0.113626532,0.047122024,0.013091556,0.011770865,0.040283927
0.328669907,0.668842504,0.002269349,5.92773E-05,3.49398E-05,9.75053E-05,2.58165E-05,7.01586E-07
0.155603552,0.274188726,0.494455947,0.060204881,0.007517116,0.007319473,0.000244451,0.000465853
0.548947978,0.386499682,0.008038395,0.015414989,0.028128902,0.002929706,0.001167607,0.008872741
0.26312577,0.374531407,0.062379724,0.014483986,0.230137756,0.048279663,0.004994607,0.002067086
0.580384515,0.258642156,0.145658861,0.012390474,0.001997393,0.000801957,0.000115761,8.88388E-06
0.920291518,0.037003499,0.023406978,0.014554536,0.001703182,0.000584683,0.000353805,0.0021018
0.122931133,0.087755877,0.340413595,0.210732999,0.086238392,0.058967327,0.03515482,0.057805859
0.852580792,0.069437144,0.071784003,0.002240611,0.002011266,0.001894598,3.394E-05,1.7647E-05
0.318948152,0.002772438,0.545994026,0.016614981,0.099442892,0.010393397,0.001588748,0.004245365
0.660741998,0.175941158,0.072667175,0.036954812,0.046617273,0.00228456,0.000939281,0.003853744
0.212078053,0.181725061,0.604588903,0.000474757,0.00108137,3.639E-05,2.5321E-06,1.2935E-05
0.066058137,0.394352659,0.142517196,0.329254483,0.046262898,0.012532768,0.000646055,0.008375804
0.044557337,0.241960626,0.312159511,0.225527813,0.090026922,0.056048388,0.014250794,0.01546861
0.596722808,0.34745073,0.030905346,0.005054874,0.007925991,0.001032302,0.008157408,0.002750543
0.464225992,0.024228378,0.305934517,0.204771141,0.000388396,7.14177E-05,0.000134647,0.000245512
0.150185973,0.147434645,0.251689227,0.283637934,0.002627036,0.048754003,0.102803019,0.012868163
0.050424065,0.692342852,0.041769559,0.026461891,0.024811082,0.07262551,0.011056837,0.080508204
0.738770506,0.243933517,0.010615077,0.003120003,0.002696735,5.3818E-06,0.00063125,0.000227532
0.74320844,0.205144353,0.050393762,0.000977357,0.000221495,3.26135E-06,1.26978E-05,3.86333E-05
0.692351951,0.117458199,0.070099591,0.02854026,0.008472937,0.060598992,0.017661244,0.004816825
0.782223563,0.140270612,0.001195314,0.015198153,0.031697793,0.019416376,0.00550321,0.004494979
0.407224787,0.204713383,0.132345162,0.131865132,0.009989788,0.01703467,0.056134934,0.040692144
0.606242634,0.264787557,0.075624669,0.009024574,0.001507785,0.037415832,0.000692657,0.004704292
0.378878329,0.081439986,0.409839465,0.063316114,0.0454444,0.002121306,0.016070723,0.002889677
0.570973963,0.067570046,0.252842519,0.028832073,0.065204307,0.00892195,0.005583482,7.16605E-05
0.291689421,0.33512557,0.237082565,0.009320313,0.066749826,0.028359475,0.011987923,0.019684906
0.960407532,0.003787605,0.004117653,0.024892372,0.000634534,0.003410266,0.001598961,0.001151079
0.713770831,0.16218816,0.07744301,0.014202372,0.011114546,0.015436452,0.004397484,0.001447145
0.439262815,0.001939674,0.495743533,0.022377046,0.006548015,0.015491389,0.005330707,0.013306823
0.612005993,0.265000288,0.071380237,0.013280762,0.024214802,0.00668564,0.005394025,0.002038253
0.439535102,0.033758348,0.212480436,0.228919832,0.045480366,0.001846234,0.030853093,0.00712659
0.24548497,0.13389935,0.439149488,0.034509886,0.143864315,0.000281203,0.000772346,0.002038443
0.232946624,0.266833568,0.252100864,0.182738992,0.014269249,0.035017591,0.010366,0.005727111
0.602025685,0.300106276,0.074522247,0.003191973,0.002273702,0.000698051,0.01422769,0.002954375
0.711462693,0.222202034,0.000858737,0.032498321,0.022232067,0.003840573,0.002362579,0.004542995
0.012371224,0.352219383,0.124303991,0.200214238,0.038533562,0.240921655,0.016032017,0.015403929
0.373975952,0.500848907,0.009288274,0.09362319,0.011072228,0.003315888,0.00457922,0.003296341
0.178159563,0.735421603,0.055949897,0.026333128,0.003425404,0.000103779,0.000381479,0.000225147
0.206110867,0.086226418,0.068548092,0.160308717,0.221983668,0.126749327,0.038672926,0.091399984
0.084548618,0.247855934,0.361715486,0.032825355,0.048669194,0.125853978,0.082095572,0.016435864
0.313744312,0.213194617,0.240529349,0.00043662,0.102163511,0.076240383,0.023502941,0.030188267
0.065886091,0.416536942,0.27174248,0.093320817,0.027057545,0.115387763,0.009883071,0.000185292
0.460802042,0.210649206,0.300736738,0.017538118,0.005347494,0.00258634,0.001747201,0.00059286
0.181661632,0.479640039,0.249346924,0.012104852,0.018173185,0.039477658,0.01212413,0.00747158
0.381179319,0.296099676,0.083847676,0.004478734,0.177158335,0.051149748,0.005231511,0.000855
0.767436461,0.098676828,0.116918689,0.007221784,0.004800549,0.004497958,0.000346543,0.000101189
0.703846885,0.267095973,0.002879701,0.005908482,0.008033011,0.008367942,0.000919244,0.002948762
0.411540502,0.150166876,0.309117717,0.046911868,0.04806726,0.031793164,0.000849922,0.001552691
0.41202167,0.103453285,0.06049747,0.033753594,0.202172566,0.160615413,0.02094621,0.006539791
0.478879938,0.328632277,0.155947459,0.015005569,0.004829665,0.008704937,0.005269526,0.002730628
0.138335044,0.304838101,0.164852872,0.060086578,0.034908648,0.037019697,0.116455838,0.143503223
0.76834397,0.221449796,0.00342527,0.006000594,0.000185765,0.000432175,5.18973E-05,0.000110534
0.090952904,0.295570901,0.319080131,0.065215273,0.222278994,0.003716828,0.00100668,0.00217829
0.598581349,0.227070273,0.096896513,0.067715499,0.003832009,0.002978016,0.000413057,0.002513283
0.324332956,0.183565435,0.154925975,0.284912559,0.010074064,0.031402913,0.009090993,0.001695106
0.020570781,0.927054244,0.019504961,0.005807162,0.010929719,0.005188719,0.003506638,0.007437775
0.742906239,0.25600075,0.000187232,0.000873235,2.43453E-05,7.41798E-06,6.1302E-07,1.67709E-07
0.389712958,0.597005647,0.013159293,8.05742E-05,3.34953E-07,2.61225E-05,6.03176E-06,9.03938E-06
0.20265031,0.750074391,0.026347048,0.018310818,0.000243362,0.001502886,0.000687261,0.000183924
0.105511372,0.841117512,0.014959664,0.031962179,6.95488E-05,0.005300931,0.000440323,0.000638469
0.040654851,0.746441837,0.12905007,0.033295797,0.015756858,0.030121369,0.004209557,0.000469661
0.60857161,0.374749406,0.003340307,0.013154119,1.68268E-05,0.00013647,9.82852E-06,2.14325E-05
0.457080531,0.029739193,0.164119609,0.345110082,0.002412037,0.000916181,0.000403671,0.000218697
0.489489393,0.04094118,0.335856195,0.084079318,0.045384632,0.002136548,0.001567488,0.000545246
0.179295701,0.549338102,0.127163357,0.002899777,0.094607602,0.029246786,0.001046829,0.016401845
0.48393437,0.331272794,0.068547941,0.014385392,0.091920902,0.004688416,0.004524351,0.000725836
0.371273214,0.459583693,0.011221884,0.046618369,0.059472864,0.029936958,0.020230961,0.001662056
0.709752546,0.00664117,0.040382271,0.071024577,0.014635401,0.020984208,0.101641054,0.034938771
0.976756078,0.001187335,0.021284069,0.000471544,3.84798E-05,4.14303E-05,8.95019E-05,0.000131562
0.066379469,0.319436388,0.072191415,0.167553325,0.149975289,0.049965614,0.005584712,0.168913788
0.999821408,3.92011E-05,3.65793E-05,1.26295E-06,1.4773E-05,4.4606E-05,3.27922E-07,4.18418E-05
0.533012997,0.249210517,0.01396937,0.006237831,0.077021918,0.106850289,0.003058479,0.010638599
0.711481055,0.163894374,0.012499539,0.100757083,0.006858237,0.003511052,0.000944611,5.40484E-05
0.849740812,0.064274754,0.047662987,0.035221035,0.001826145,0.001098016,3.97491E-05,0.0001365
0.750344723,0.241990719,0.006165535,0.000471729,0.000716512,0.000165526,0.000118397,2.68592E-05
0.178632065,0.474582494,0.203360894,0.037769842,0.083136883,0.019694731,0.002010759,0.000812331
0.304682281,0.145958838,0.196797484,0.038878047,0.185784911,0.095017072,0.000249286,0.032632081
0.886358638,0.007815586,0.088215678,0.002033655,0.011872752,0.003646911,1.64924E-05,4.02878E-05
0.202473347,0.637403433,0.096079583,0.052580277,0.005331543,0.005741967,0.000344581,4.52697E-05
0.468730821,0.212333787,0.258097849,0.053666435,0.005524847,0.001306652,0.000307472,3.21368E-05
0.255453465,0.23260224,0.210916686,0.068317706,0.186626021,0.03832527,0.004690879,0.003067734
0.603192255,0.032918365,0.297014039,0.049440353,0.011002939,0.005265675,0.000252472,0.000913904
0.109787345,0.106976418,0.373360626,0.253735479,0.086545197,0.0303162,0.028882493,0.010396243
0.618100449,0.006050978,0.051630071,0.315276739,0.004758529,0.003052054,0.000271814,0.000859366
0.833520032,0.11620141,0.048416832,6.18611E-05,0.001757822,5.92972E-06,1.86892E-05,1.74248E-05
0.232942721,0.320729571,0.310486425,0.098072711,0.022098502,0.014799757,0.000151422,0.000718891
0.324166907,0.129523459,0.027263771,0.039397362,0.115249252,0.126061917,0.108366783,0.129970548
0.172839957,0.664323261,0.153740845,0.005157694,0.002961044,0.000734161,0.00018685,5.61892E-05
0.823899598,0.132736474,0.01105597,0.025416218,0.004101872,0.001248567,0.001194837,0.000346464
0.436693573,0.324879922,0.084597147,0.016789323,0.104267743,0.008411761,0.007038188,0.017322344
0.974510389,0.014305441,0.002027982,0.003447348,0.001644347,0.000792123,0.002481608,0.000790762
0.53314618,0.172928592,0.046295126,0.07657091,0.038736811,0.070634532,0.048084512,0.013603338
0.049601979,0.65031336,0.189110145,0.0270109,0.067031218,0.016496991,0.000119476,0.000315932
0.053384512,0.13371063,0.225006424,0.233629941,0.236232568,0.117267365,0.000103104,0.000665458
0.194841951,0.187680815,0.452060198,0.068565888,0.040058995,0.007889085,0.034526801,0.014376267
0.287298755,0.370629021,0.143815415,0.135965327,0.044565193,0.006300815,0.004752791,0.006672683
0.411614279,0.367647836,0.213752885,0.001861503,0.000716033,0.003004216,0.000813943,0.000589305
0.143315205,0.545814744,0.149313647,0.034963334,0.057785271,0.035330121,0.021489278,0.0119884
0.613937737,0.00786596,0.101881859,0.16070805,0.056966604,0.052053809,5.05856E-05,0.006535395
0.691122097,0.05618095,0.108722821,0.057625424,0.037012398,0.00048361,0.002065717,0.046786982
0.430480671,0.107937367,0.076249127,0.200562994,0.001218081,0.16484024,0.004911917,0.013799603
0.866244221,0.004185383,0.054410648,0.073989257,0.001061612,6.60296E-05,3.36537E-05,9.19525E-06
0.473952051,0.366833606,0.140093587,0.010236676,0.000954425,0.000666061,0.002963116,0.004300478
0.087438567,0.479828564,0.023095905,0.267390235,0.076629838,0.033633301,0.004133248,0.027850342
0.873582028,0.073819799,0.043039962,0.006936027,0.002522848,1.24978E-05,4.52398E-05,4.15986E-05
0.814612255,0.124927792,0.00837776,0.037424862,0.008950903,0.005290384,2.3191E-05,0.000392854
0.320651344,0.215893237,0.254996008,0.191934841,0.001199862,0.010766381,0.004048244,0.000510083
0.455070282,0.285028448,0.047269778,0.111316721,0.056917169,0.02105327,0.017961506,0.005382826
0.323491718,0.595270647,0.039240384,0.036590344,0.001153188,0.002413326,0.001437358,0.000403036
0.792028103,0.177288903,0.003357895,0.014151926,0.00038953,0.006287945,0.004738295,0.001757403
0.828426758,0.0304666,0.012209317,0.070499269,0.056102445,0.002085077,0.000182869,2.7665E-05
0.407773886,0.510805261,0.025461905,0.042411927,0.005888957,0.007591727,3.6493E-05,2.98454E-05
0.353812329,0.148620918,0.141385077,0.018495196,0.171789289,0.041478766,0.104140082,0.020278342
0.639986038,0.236290796,0.020462809,0.079589921,0.003919489,0.01326282,0.003665521,0.002822606
0.807944935,0.050275222,0.001798633,0.124764241,0.001638039,0.007879991,0.005173346,0.000525593
0.451858553,0.376688082,0.027095863,0.053004801,0.060070151,0.025543983,0.003640806,0.002097761
0.040740649,0.550317647,0.338369233,0.06285962,0.006944612,8.78944E-05,0.000458925,0.00022142
0.554102319,0.331612429,0.083303025,0.02953981,0.000552509,0.000834177,2.90416E-05,2.66906E-05
0.872990881,0.055400487,0.051835231,0.010961796,0.006612408,0.001312115,0.000814949,7.21343E-05
0.747415167,0.175467929,0.000809704,0.036179121,0.010012091,0.020575929,0.002636824,0.006903234
0.047783519,0.415961417,0.144279781,0.232707414,0.095626813,0.019265596,0.027137614,0.017237846
0.050401009,0.154001674,0.559255533,0.064449724,0.061780779,0.033195851,0.075004427,0.001911003
0.116467061,0.711412922,0.100289733,0.012565226,0.002588425,0.002803394,0.017679653,0.036193586
0.449030328,0.236985703,0.266278837,0.041324319,0.005651711,0.000272278,0.00024455,0.000212274
0.662437502,0.316369593,0.017105953,0.001650141,0.000820569,0.001423741,0.000180129,1.23702E-05
0.94252664,0.025032605,0.017916542,0.003919805,0.004908347,0.004323974,0.001320928,5.11592E-05
0.637965953,0.108397508,0.142381362,0.048953716,0.026349491,0.005927705,0.014471353,0.015552911
0.813504914,0.176127125,0.001310422,0.006764286,0.001859222,0.0002751,0.000151097,7.83439E-06
0.11063692,0.847705054,0.031676456,0.007919383,0.001022156,0.000281341,0.000569223,0.000189468
0.952690054,0.02682897,0.015438493,0.002237926,0.000490093,0.001557876,0.000355397,0.000401191
0.205850618,0.283670462,0.439019115,0.021515225,0.036233061,0.011667487,0.000874335,0.001169697
0.149542305,0.167137359,0.663222975,0.011765,0.005978212,1.08984E-06,0.001806569,0.000546489
0.707991087,0.141680622,0.115311892,0.014203768,0.013440562,0.004230164,0.000218621,0.002923285
0.117075098,0.843918944,0.008074676,0.001076665,0.013322017,0.012602175,0.003836692,9.37337E-05
0.904208937,0.01116997,0.009738141,0.053638618,0.016582975,0.001176354,0.000246657,0.003238348
0.410030842,0.04865394,0.03669168,0.141107407,0.273946307,0.023811356,0.026591521,0.039166946
0.441909769,0.177379685,0.24601065,0.05128769,0.060657316,0.017938507,0.004753595,6.27882E-05
0.79416798,0.171802347,0.032778218,2.39262E-05,0.000314488,0.000368148,0.00014382,0.000401074
0.924433189,0.000539279,0.020185079,0.005163941,0.021116447,0.004032843,0.02263907,0.001890152
0.474581433,0.276208563,0.126661759,0.010853461,0.108066537,0.001268891,0.000233106,0.002126249
0.436296181,0.39581342,0.079444266,0.026805554,0.019823935,0.013948862,0.007910444,0.019957338
0.022798609,0.570110526,0.361665585,0.023187939,0.005927154,0.004702267,0.003306178,0.008301742
0.256665751,0.380598479,0.348293305,0.011886319,0.000814704,0.000769705,6.74781E-05,0.000904259
0.57684728,0.046770176,0.094863273,0.193772527,0.024080839,0.028190255,0.021820715,0.013654935
0.536681562,0.290589113,0.054916578,0.009083069,0.030497093,0.065251533,0.012325669,0.000655383
0.432436002,0.542208115,0.021202725,0.002650485,0.00050481,0.000157112,0.00056917,0.000271581
0.612247341,0.112965379,0.015884611,0.09221751,0.024742606,0.001123785,0.08064948,0.060169288
0.073284775,0.26798248,0.647934043,0.009131603,0.001110713,0.000404253,7.96369E-05,7.24964E-05
0.262332989,0.231814526,0.143715067,0.144569899,0.050251612,0.061197819,0.017578276,0.088539812
0.568852329,0.251893477,0.075656602,0.031739791,0.057754269,0.010437486,0.00241766,0.001248388
0.757050494,0.227059552,0.013806352,0.001795686,0.00014616,0.000107893,3.28585E-05,1.00469E-06
0.146051551,0.060641683,0.37437766,0.265904841,0.072055383,0.060429328,0.019801123,0.000738431
0.304396045,0.29553991,0.032224824,0.328445365,0.031411992,0.004364085,0.002993224,0.000624556
0.174448308,0.368789441,0.135991771,0.071915713,0.20620446,0.024665306,0.008397217,0.009587783
0.350864202,0.334232221,0.308787886,0.003815843,0.001236198,0.00073838,0.000121234,0.000204036
0.98900632,0.007200374,0.001865126,8.79029E-05,0.001814873,1.3229E-05,3.18765E-06,8.98891E-06
0.292395588,0.657840098,0.008371311,0.01627365,0.000851782,0.00095539,0.01561566,0.007696521
0.342891095,0.073715193,0.333138556,0.105443802,0.125626329,0.003916315,0.001008008,0.014260702
0.233894129,0.256452835,0.335767739,0.02134762,0.055463804,0.08081523,0.005298874,0.010959768
0.031511366,0.769057022,0.182498085,0.004236157,0.001983204,0.007548147,0.000633308,0.002532712
0.657935658,0.212764794,0.022136976,0.041248025,0.000508154,0.038064707,0.014766368,0.012575319
0.54277033,0.084363073,0.294966959,0.045026594,0.00623071,0.021995911,0.003663925,0.000982498
0.545249989,0.033872922,0.294889637,0.086820944,0.020123474,0.017871365,0.000250433,0.000921236
0.289800144,0.444470992,0.001773614,0.19651196,0.037085084,0.017389726,0.008509463,0.004459018
0.98889367,0.005945935,0.00480425,2.42796E-05,0.000193645,0.000100644,3.4907E-05,2.66962E-06
0.911263352,0.081339305,0.005430292,0.001181975,0.000143883,0.000218289,8.88989E-05,0.000334005
0.372444405,0.22054786,0.181150755,0.08885475,0.005794669,0.085049858,0.021201428,0.024956276
0.300668759,0.245221738,0.426362874,0.01085218,0.015588459,0.000186946,0.00051644,0.000602605
0.442288855,0.449625101,0.094346212,0.011589758,0.000920065,0.00109868,5.15067E-05,7.98226E-05
0.477730513,0.014792457,0.098966424,0.156591382,0.121874615,0.048451916,0.054485822,0.027106871
0.392504701,0.550218656,0.009795341,0.022805219,0.01872731,0.001936554,0.002091683,0.001920537
0.138807006,0.342401418,0.007093151,0.311463536,0.098658999,0.048105444,0.005985939,0.047484506
0.088943223,0.656723124,0.161345489,0.037630543,0.045303314,0.00255924,0.005649849,0.001845218
0.21325039,0.420065726,0.019636319,0.095015421,0.192858892,0.048943563,0.008448304,0.001781383
0.41043613,0.379234196,0.18154728,0.007065909,0.015415017,0.001974643,0.001753717,0.002573108
0.865265852,0.053540385,0.078727756,0.000708969,0.00169482,2.74378E-05,2.56909E-05,9.08984E-06
0.043654694,0.094965662,0.377979377,0.00233474,0.449323913,0.020660392,0.000885526,0.010195696
0.141264188,0.646245914,0.009478137,0.053050328,0.04276268,0.101036102,0.003916171,0.00224648
0.451089022,0.078246369,0.405871796,0.045156868,0.012522798,0.002871528,0.001631395,0.002610226
0.573070608,0.161360445,0.116873455,0.075473127,0.042320518,0.015066882,0.005711882,0.010123083
0.207413161,0.252615376,0.419366258,0.111036256,0.004754434,0.00065884,0.004087063,6.86118E-05
0.374258751,0.260296763,0.026970716,0.168419566,0.010215118,0.017548594,0.063151298,0.079139193
0.085700586,0.831290204,0.04979497,0.00679492,0.007566079,0.016035268,0.001590783,0.001227191
0.146007789,0.219455708,0.473059402,0.027077071,0.084428386,0.034346792,0.00858222,0.007042632
0.931342074,0.010154265,0.036137347,0.0203674,0.001924228,2.3761E-05,3.2359E-05,1.85655E-05
0.559481243,0.366816068,0.071026261,0.001304876,0.001252956,0.000114016,2.70713E-06,1.87191E-06
0.492342407,0.222521758,0.060227286,0.168486012,0.010530283,0.01600731,0.011583116,0.018301828
0.130582714,0.588144859,0.20383425,0.065731217,0.010142082,0.000202263,0.001328168,3.44467E-05
0.770383683,0.053952165,0.121699075,0.008374647,0.008332241,0.034145149,0.000166895,0.002946144
0.337103902,0.537020155,0.046059907,0.04359187,0.026878497,0.003802961,0.00409917,0.001443538
0.606330911,0.098660415,0.153201451,0.008882367,0.070786815,0.060774074,0.001324204,3.97635E-05
0.750953974,0.228957408,0.015496383,0.000150084,0.003329962,0.000219841,0.000152502,0.000739846
0.195264304,0.368954226,0.022375154,0.332583136,0.057108664,0.023527344,0.000107382,7.97899E-05
