C1,C2,C3,C4,C5,C6,C7,C8,C9
0.087062857,0.071337079,0.181702841,0.087062813,0.096137324,0.084107035,0.124412937,0.194344414,0.073832699
0.03210076,0.663783073,0.031939808,0.032100723,0.027766503,0.142049102,0.029491236,0.013580718,0.027188077
0.089219334,0.072161358,0.161770537,0.089219276,0.105729815,0.086946524,0.109093921,0.210103339,0.075755895
0.062833618,0.160955386,0.110127526,0.062833543,0.054488543,0.404058058,0.048740732,0.038059382,0.057903213
0.084877883,0.154707081,0.155860342,0.084877848,0.088311009,0.171950021,0.142631036,0.05519225,0.06159253
0.164521664,0.09345981,0.051756009,0.164521389,0.152946308,0.10948639,0.056624818,0.058146294,0.148537318
0.227022125,0.042010961,0.024762607,0.22702285,0.110871646,0.046617767,0.089690804,0.038258152,0.193743087
0.219935823,0.045247457,0.024537677,0.21993619,0.124109772,0.04916543,0.081123788,0.038526601,0.197417261
0.125679186,0.077785035,0.050048771,0.125679124,0.289137744,0.08097455,0.116423822,0.059188745,0.075083024
0.056977607,0.449036137,0.03215939,0.056977538,0.047040376,0.253689945,0.037592111,0.01841108,0.048115816
0.03441864,0.644713238,0.025255929,0.034418601,0.02747176,0.16588102,0.025983466,0.012058559,0.029798787
0.157296768,0.107939506,0.05937669,0.157296902,0.089235688,0.112823558,0.129557016,0.044290132,0.142183738
0.103263561,0.049513028,0.044492508,0.103263624,0.121694415,0.054505351,0.362015568,0.08452023,0.076731715
0.048108665,0.026559487,0.050776775,0.048108636,0.072523377,0.035296196,0.040403438,0.639518207,0.038705218
0.096469173,0.069404028,0.147185574,0.096469146,0.105181637,0.084481601,0.138341149,0.181204156,0.081263537
0.094608542,0.056600815,0.102671457,0.094608487,0.109598723,0.072667203,0.069810098,0.315277029,0.084157647
0.086596655,0.116243389,0.200680616,0.0865966,0.098767857,0.163145292,0.100044555,0.083135907,0.06478913
0.078210832,0.045053854,0.040917612,0.078210853,0.090254869,0.048715972,0.502642963,0.059327372,0.056665674
0.090901322,0.290234801,0.048076365,0.090901223,0.060426368,0.257960512,0.049521017,0.025813613,0.086164778
0.162528242,0.06395006,0.041560617,0.162528157,0.264638378,0.067267148,0.074334621,0.060904353,0.102288424
0.227497897,0.041250786,0.025545598,0.227498401,0.142398095,0.046408872,0.070656759,0.042064763,0.176678829
0.109280376,0.172328099,0.088079655,0.109280341,0.083453783,0.189558581,0.107632734,0.048713114,0.091673319
0.022115133,0.01354688,0.02659124,0.022115119,0.033552271,0.017639816,0.021867909,0.824653635,0.017917997
0.187071913,0.066871802,0.032173298,0.187071597,0.107578166,0.077815655,0.050082658,0.03944792,0.251886991
0.185186128,0.051491095,0.027449328,0.185186126,0.074841293,0.060446669,0.050618244,0.033055708,0.331725409
0.098208908,0.102619723,0.176656792,0.098208857,0.096399186,0.154444213,0.100719438,0.094163172,0.078579712
0.183282881,0.051033603,0.022941375,0.183282647,0.085497876,0.05892576,0.046559847,0.030153861,0.338322149
0.075288602,0.332830863,0.048287117,0.075288542,0.056935495,0.264488906,0.057675292,0.02492173,0.064283452
0.096576263,0.315168142,0.050660528,0.096576116,0.083118835,0.187570406,0.05614793,0.033261738,0.080920043
0.173676075,0.037931436,0.018725097,0.173676062,0.068930908,0.048827561,0.037477524,0.026476767,0.41427857
0.205127939,0.048347286,0.030440373,0.205128294,0.181827187,0.051088296,0.100146918,0.049504905,0.128388802
0.042509556,0.056721791,0.570384681,0.04250952,0.053805837,0.069282925,0.053936805,0.077325721,0.033523164
0.060553837,0.117908302,0.344038651,0.060553792,0.072643396,0.135735186,0.100596823,0.062863015,0.045106998
0.034783869,0.020457777,0.040525992,0.034783852,0.048619214,0.026391871,0.032341699,0.733131997,0.02896373
0.08006701,0.07560543,0.202978427,0.080066947,0.101225609,0.089382612,0.100061692,0.205102224,0.065510048
0.087600603,0.072876284,0.128526774,0.087600568,0.121054832,0.089479205,0.172947736,0.172994921,0.066919077
0.09270069,0.076688836,0.118850868,0.092700657,0.13012688,0.091783831,0.179769763,0.147624865,0.069753609
0.186168811,0.047925936,0.028869383,0.186168898,0.270991668,0.049249236,0.083326241,0.04581325,0.101486578
0.171022912,0.088105753,0.051545324,0.171023135,0.093585933,0.093783652,0.144300663,0.044001243,0.142631384
0.203694346,0.057010711,0.029421196,0.20369496,0.091959755,0.05952255,0.161281862,0.032759646,0.160654974
0.059814026,0.468402324,0.037623706,0.059813959,0.047029567,0.213100618,0.042348529,0.020209017,0.051658253
0.04023296,0.576708703,0.04453053,0.040232912,0.038704418,0.167873082,0.038061139,0.019832998,0.033823258
0.082430375,0.060409498,0.112951211,0.082430337,0.122272398,0.076479309,0.13549091,0.264355312,0.063180649
0.082768174,0.120441284,0.216261037,0.082768132,0.091562842,0.144133847,0.126548028,0.074766478,0.060750179
0.026324513,0.015606469,0.032071376,0.026324497,0.040967087,0.020326746,0.024490745,0.79268565,0.021202917
0.181727622,0.059269787,0.038262554,0.181727677,0.223919419,0.062494859,0.084339874,0.055619789,0.11263842
0.047489131,0.260840567,0.09871221,0.047489063,0.049149769,0.385062677,0.043739587,0.029107921,0.038409076
0.152823997,0.032881255,0.017131866,0.152824076,0.059603238,0.041443089,0.039478099,0.024806924,0.479007456
0.12271349,0.141793088,0.084503807,0.122713504,0.08288982,0.162198774,0.129133157,0.049780912,0.104273447
0.069606568,0.382074953,0.063562603,0.069606494,0.075530976,0.16775216,0.082049852,0.034664824,0.05515157
0.215393502,0.046204498,0.027423546,0.215394055,0.099852931,0.053905527,0.072580367,0.038017952,0.231227622
0.033908189,0.021739167,0.045765241,0.033908169,0.050580063,0.028619189,0.037553759,0.720570146,0.027356076
0.102650609,0.128489533,0.117650328,0.102650567,0.10784693,0.173829415,0.114883052,0.073615631,0.078383936
0.108598739,0.162455782,0.071635106,0.108598625,0.170499805,0.121487796,0.127947517,0.056121156,0.072655474
0.138814764,0.089381118,0.066218413,0.138814689,0.097381035,0.113982875,0.128059453,0.071672067,0.155675586
0.042532123,0.02393367,0.022648754,0.042532154,0.039939298,0.02626319,0.742977491,0.027595704,0.031577617
0.053625247,0.178577659,0.109425261,0.053625182,0.049306758,0.429819352,0.047697201,0.032068549,0.04585479
0.138781807,0.071958906,0.057597995,0.138781642,0.286180705,0.082494036,0.063247573,0.07669877,0.084258566
0.093235381,0.270590868,0.046472119,0.093235274,0.072714698,0.256909276,0.051314057,0.029920947,0.085607381
0.047249144,0.169017034,0.080838507,0.047249063,0.049007104,0.503066514,0.037190287,0.027904663,0.038477684
0.234569881,0.038548349,0.023591973,0.234570342,0.132660399,0.043801494,0.066512502,0.038664237,0.187080822
0.201202105,0.046686587,0.024169983,0.201202587,0.068450358,0.05182857,0.070126343,0.027225779,0.309107688
0.072815651,0.370978457,0.042045305,0.07281559,0.054525924,0.247854438,0.05362571,0.022649448,0.062689477
0.174332008,0.067435613,0.031449912,0.174331912,0.080873787,0.073537525,0.064803996,0.034841637,0.29839361
0.153103246,0.107950429,0.061195922,0.153103374,0.096657106,0.106834357,0.154757194,0.0460034,0.120394972
0.162542379,0.097669166,0.056083388,0.162542559,0.092244116,0.101767274,0.140462046,0.045475972,0.1412131
0.134396979,0.029443113,0.015248868,0.134397093,0.047844751,0.03776745,0.033878202,0.020690199,0.546333346
0.079227368,0.130688445,0.083934939,0.079227222,0.080782271,0.38055085,0.050804943,0.046781821,0.068002141
0.050605993,0.169400469,0.062959455,0.050605918,0.048615865,0.509594811,0.03641535,0.027294417,0.044507721
0.052375524,0.199531879,0.132231657,0.052375456,0.051641024,0.385336754,0.050404375,0.033374093,0.042729239
0.038519865,0.225872163,0.047699921,0.038519816,0.033675839,0.533612108,0.032006368,0.017596196,0.032497724
0.031130676,0.045867117,0.686025903,0.031130648,0.034354788,0.066422877,0.036634496,0.042958656,0.025474839
0.190423096,0.036614433,0.018503736,0.190423293,0.076406017,0.041727384,0.055976884,0.027381127,0.36254403
0.084755343,0.123383709,0.200793612,0.084755305,0.088576965,0.162648702,0.124476386,0.067697041,0.062912937
0.05290181,0.52205142,0.040442455,0.052901749,0.05088765,0.169286334,0.045599649,0.022504193,0.04342474
0.125637917,0.110492694,0.058869167,0.125638006,0.081688834,0.099163973,0.255701879,0.042667126,0.100140403
0.080950076,0.056098186,0.038251764,0.080950113,0.079605372,0.05300525,0.507525696,0.04236582,0.061247722
0.164894238,0.0703065,0.040625225,0.164894463,0.121697582,0.0649893,0.225139238,0.041684854,0.105768599
0.176273307,0.046785716,0.025464585,0.176273622,0.070808121,0.061484272,0.072240915,0.032972086,0.337697376
0.089857682,0.076072974,0.119690255,0.089857629,0.137984538,0.092763426,0.1486382,0.177192946,0.067942349
0.055987277,0.380446043,0.041611955,0.05598721,0.043221165,0.312559625,0.037642886,0.020326772,0.052217068
0.033597377,0.04966021,0.657598747,0.033597346,0.04120941,0.06119605,0.038583745,0.057503299,0.027053816
0.122170505,0.052890648,0.050603002,0.122170401,0.348179299,0.063219992,0.063529268,0.101879636,0.075357248
0.023723356,0.014766895,0.030250611,0.02372334,0.035637444,0.019214305,0.023610559,0.809699706,0.019373785
0.039857914,0.397768962,0.045594035,0.039857863,0.035569907,0.354245921,0.033887185,0.018700663,0.034517552
0.138599472,0.050672011,0.036554925,0.138599636,0.161797638,0.050759848,0.284511163,0.053790557,0.084714749
0.169337441,0.038038528,0.019321071,0.169337775,0.06107917,0.048444833,0.051675675,0.025060445,0.417705062
0.093515426,0.096608281,0.167657472,0.093515387,0.112701241,0.120450029,0.144925234,0.103768341,0.066858589
0.074391746,0.331887136,0.045621237,0.074391668,0.059470157,0.275259746,0.048467728,0.025739318,0.064771263
0.146881915,0.045606447,0.030832639,0.146881753,0.37470873,0.052320349,0.053094049,0.062037502,0.087636616
0.17446915,0.08271124,0.043812559,0.174468836,0.186325174,0.092106629,0.053644798,0.055951414,0.1365102
0.095794918,0.037680674,0.026557453,0.095794804,0.548165749,0.043578985,0.045900135,0.050862203,0.055665079
0.085140621,0.048084266,0.087462846,0.085140569,0.109161678,0.062013727,0.062047721,0.388526494,0.072422077
0.181340588,0.072475819,0.040809564,0.1813407,0.092099917,0.075426397,0.097906718,0.043043094,0.215557202
0.131322805,0.19716019,0.044190305,0.131322497,0.114261158,0.193611837,0.048270225,0.033377608,0.106483376
0.052838866,0.03660009,0.077057181,0.052838831,0.07993408,0.048068878,0.062593023,0.547785801,0.042283248
0.195089471,0.068869928,0.029337296,0.195088999,0.168696445,0.079306489,0.05325252,0.03848284,0.171876011
0.071406633,0.347216249,0.051452381,0.071406564,0.053269581,0.264649299,0.050470162,0.024920204,0.065208926
0.096937629,0.092160764,0.113722225,0.096937609,0.114222106,0.105584022,0.21870689,0.089178028,0.072550726
0.113674982,0.098106079,0.120405154,0.113674949,0.111515629,0.138445896,0.10832288,0.103866441,0.091987991
0.040229663,0.594338544,0.040742455,0.040229618,0.037771497,0.155427618,0.038454931,0.018701113,0.034104562
0.148184748,0.154545391,0.042775619,0.148184404,0.132651527,0.162983493,0.05003686,0.036984102,0.123653855
0.188302834,0.072944058,0.042593237,0.188302672,0.104362523,0.084821584,0.055072884,0.050292507,0.2133077
0.118074431,0.067240197,0.049276886,0.118074263,0.344059838,0.076522178,0.061810915,0.084135469,0.080805823
0.15633355,0.044001801,0.028170739,0.15633342,0.365616249,0.049542125,0.055815367,0.054182063,0.090004684
0.091258537,0.050050485,0.083322185,0.091258475,0.122505979,0.063325114,0.063691668,0.358170701,0.076416856
0.14055582,0.138263922,0.053620178,0.140555635,0.088117766,0.181735919,0.05637405,0.042904553,0.157872158
0.084055657,0.350421471,0.046480354,0.084055539,0.069829947,0.214351157,0.049481182,0.028696021,0.072628673
0.151650037,0.075783695,0.040197461,0.151650119,0.087827177,0.080380976,0.208444122,0.046391781,0.157674632
0.052037112,0.509057692,0.045600268,0.052037052,0.04722403,0.179817913,0.051493816,0.020857509,0.041874608
0.090100184,0.174104949,0.106015449,0.09010014,0.081564516,0.237918948,0.105814736,0.045835316,0.068545762
0.042758731,0.564997007,0.042883653,0.042758685,0.039585757,0.167442828,0.045429099,0.018962391,0.035181849
0.131455938,0.062636073,0.044985643,0.131455739,0.338691497,0.078492888,0.053486592,0.074886132,0.083909499
0.037472999,0.050994776,0.634945731,0.037472965,0.043636818,0.068789155,0.039572889,0.056684366,0.030430301
0.17870479,0.085093365,0.039458316,0.178704438,0.105402028,0.108424084,0.046373752,0.040902118,0.216937111
0.194016643,0.063983839,0.03332611,0.194016885,0.110443441,0.063892587,0.121111464,0.041291812,0.177917219
0.215299446,0.047483728,0.025474774,0.215300022,0.094373266,0.050996588,0.099341121,0.032628073,0.219102983
0.230889235,0.040193982,0.02254286,0.230889929,0.097520743,0.046091239,0.063935298,0.033002268,0.234934446
0.089489107,0.078701,0.129548122,0.089489079,0.118733605,0.093417069,0.199493068,0.133824,0.067304951
0.070851563,0.379737434,0.041316632,0.070851453,0.055492677,0.256546075,0.037553175,0.023021157,0.064629833
0.158559149,0.048765307,0.031240952,0.15855895,0.334409964,0.055863125,0.053704501,0.060045442,0.09885261
0.16865446,0.096833152,0.046597484,0.168654139,0.148784832,0.113551846,0.052974613,0.05004354,0.153905935
0.173096978,0.087304986,0.03718636,0.173096601,0.179594971,0.098414432,0.057244896,0.045224156,0.14883662
0.09288298,0.077521036,0.118429904,0.092882949,0.12733223,0.09299245,0.192442673,0.136323525,0.069192253
0.219840013,0.037520922,0.021826323,0.219840626,0.087249976,0.044375715,0.061316696,0.030814091,0.277215639
0.197026146,0.035042373,0.019558796,0.19702654,0.066708026,0.042333382,0.046071651,0.025998889,0.370234197
0.042765684,0.558884193,0.043486697,0.042765627,0.036926157,0.186348186,0.035013729,0.017937654,0.035872072
0.159448382,0.050233044,0.041153701,0.159448569,0.128242452,0.06509586,0.174791488,0.076404998,0.145181507
0.127438505,0.045437483,0.037003982,0.127438635,0.114080194,0.054609495,0.325251965,0.067612539,0.101127202
0.070336485,0.090455507,0.337114311,0.070336429,0.076298287,0.125026661,0.085366855,0.087688895,0.057376571
0.028606333,0.040865553,0.70430115,0.028606304,0.035681143,0.054976842,0.030884874,0.053047906,0.023029895
0.120852746,0.021230351,0.010749676,0.120852902,0.039602645,0.025886022,0.026471148,0.01493649,0.619418019
0.178489078,0.08732697,0.041698626,0.178488734,0.12404647,0.109228051,0.048781312,0.044382504,0.187558256
0.013222296,0.021088096,0.862985429,0.013222284,0.015806302,0.027602644,0.015841609,0.019715545,0.010515794
0.04456558,0.022997491,0.042199853,0.044565564,0.073731017,0.029720313,0.046588908,0.662016434,0.033614839
0.195914145,0.046421277,0.027789319,0.195914253,0.246192548,0.047592574,0.08178729,0.046798488,0.111590106
0.173595152,0.085238938,0.050886945,0.17359539,0.091138634,0.094568948,0.130231928,0.044052077,0.156691988
0.06645336,0.040630191,0.032964617,0.066453416,0.055885683,0.042708263,0.610961378,0.034533344,0.049409749
0.042568565,0.020351336,0.036537826,0.042568551,0.058740357,0.027695227,0.040283798,0.696784106,0.034470233
0.129990491,0.189529278,0.044728078,0.129990181,0.115669795,0.201014476,0.047089662,0.034310432,0.107677607
0.092769688,0.125424615,0.140456227,0.09276961,0.114139064,0.180447992,0.10276419,0.083394261,0.067834353
0.108596274,0.129718815,0.062229553,0.108596316,0.083295446,0.108050173,0.280405923,0.039335192,0.079772308
0.08889688,0.07746898,0.131041541,0.08889685,0.118267245,0.092719425,0.198961883,0.137126393,0.066620803
0.079055005,0.063175918,0.0466445,0.07905502,0.085082269,0.06195569,0.481423666,0.046034588,0.057573342
0.119666493,0.050755851,0.04048547,0.119666364,0.405578981,0.061284144,0.058745164,0.074704266,0.069113267
0.039980659,0.634237304,0.031753026,0.039980607,0.036726376,0.133017681,0.036194936,0.015689084,0.032420325
0.226287148,0.052029029,0.028507228,0.226287873,0.092489913,0.057003324,0.111883098,0.032163454,0.173348934
0.075809492,0.372522945,0.034058324,0.075809363,0.060886871,0.253926212,0.038516402,0.021968359,0.066502032
0.157321196,0.109363742,0.072869771,0.157321144,0.115168681,0.1221919,0.083040306,0.057717181,0.125006078
0.033433947,0.659536304,0.029864585,0.033433906,0.028826874,0.146228698,0.027957305,0.013048516,0.027669865
0.024716753,0.039367702,0.744777922,0.024716729,0.029350838,0.04996369,0.028231653,0.038820302,0.020054412
0.058682932,0.031558184,0.054034284,0.058682908,0.091462621,0.040052615,0.052252199,0.566603585,0.046670673
0.178898797,0.051350545,0.024271423,0.178899066,0.059964099,0.060954553,0.060078644,0.024992182,0.36059069
0.080392333,0.044268626,0.082567865,0.080392288,0.101377931,0.057206489,0.060589319,0.424711844,0.068493304
0.114311322,0.053765449,0.047033319,0.114311368,0.163134844,0.061098066,0.27260719,0.093381579,0.080356863
0.221133866,0.05274504,0.030422832,0.221134497,0.105732579,0.055745193,0.129161216,0.035253568,0.148671209
0.047441207,0.17483067,0.068010024,0.047441142,0.042725122,0.516334855,0.035815944,0.025199964,0.042201074
0.05671992,0.470489827,0.053896815,0.056719863,0.059037604,0.1698341,0.061009525,0.027470607,0.044821738
0.093691375,0.090196953,0.053740892,0.093691413,0.078051317,0.081683876,0.39857129,0.039933389,0.070439495
0.055257944,0.488897404,0.049518531,0.055257879,0.053068075,0.173675796,0.059137466,0.022720863,0.042466041
0.218299017,0.050136834,0.030303146,0.218299444,0.108404467,0.056322806,0.072338546,0.040973059,0.204922681
0.12628854,0.103021537,0.079320221,0.126288528,0.128316875,0.137157448,0.132634197,0.073664914,0.09330774
0.186414384,0.078561935,0.044970152,0.186414132,0.121001185,0.090385563,0.054347942,0.054295431,0.183609275
0.029319638,0.016453022,0.031550671,0.029319623,0.040192223,0.02191103,0.027269188,0.779428087,0.024556519
0.096104919,0.157155739,0.05710174,0.096104785,0.075130863,0.326109662,0.05122058,0.038449689,0.102622023
0.171341968,0.089157242,0.051165785,0.171342187,0.095924454,0.09280602,0.147236124,0.043727225,0.137298993
0.108223636,0.119870341,0.111150161,0.108223588,0.119475287,0.166251825,0.103974282,0.080662644,0.082168236
0.033517772,0.022083661,0.018530705,0.033517793,0.031372009,0.023096794,0.794575081,0.018928301,0.024377884
0.170859204,0.040855779,0.019481755,0.170859128,0.07871441,0.048760639,0.040672044,0.02824712,0.40154992
0.089527876,0.328460867,0.058838876,0.089527781,0.083675537,0.170862278,0.082590849,0.030761041,0.065754896
0.037831187,0.645596837,0.030800731,0.037831139,0.033993872,0.134082231,0.035425453,0.014395979,0.030042572
0.172615841,0.0832046,0.042777881,0.172615562,0.191951545,0.09159215,0.054902611,0.053999792,0.136340019
0.077503175,0.15020119,0.193537581,0.077503119,0.080053736,0.208428266,0.099611724,0.055477432,0.057683778
0.028266136,0.041964822,0.715684588,0.028266109,0.033048355,0.054904177,0.030575067,0.044202009,0.023088738
0.10234639,0.037215619,0.027414118,0.102346255,0.51600336,0.043860764,0.046172764,0.062577254,0.062063473
0.138902228,0.060218325,0.045780118,0.138902012,0.313743672,0.07260364,0.05319537,0.080683648,0.095970987
0.226475362,0.039708733,0.022943768,0.226475747,0.102708582,0.04500731,0.057873336,0.033506111,0.24530105
0.099164729,0.115109238,0.126841834,0.099164673,0.12281757,0.15885379,0.123529529,0.083521724,0.070996914
0.104217764,0.135303922,0.111402,0.10421772,0.086554377,0.213652117,0.099252562,0.059024735,0.086374803
0.071713206,0.399280523,0.046433247,0.071713108,0.056024346,0.223464512,0.042646485,0.024950629,0.063773944
0.020164763,0.030668084,0.789444297,0.020164745,0.024272909,0.040315278,0.026232475,0.032676513,0.016060936
0.088779026,0.078817154,0.130745466,0.088778977,0.121036141,0.095040262,0.160609718,0.16809935,0.068093907
0.055870724,0.521720134,0.036251961,0.055870639,0.047703501,0.179653621,0.036291099,0.019605429,0.047032892
0.087652698,0.297795974,0.065115672,0.08765263,0.066586067,0.221179189,0.069537238,0.029945467,0.074535064
0.053303502,0.179758238,0.088423224,0.053303421,0.051271084,0.457201816,0.042597059,0.030111134,0.044030522
0.129108087,0.089154639,0.075528819,0.129108024,0.1011394,0.111304942,0.15323321,0.081828343,0.129594537
0.143812315,0.118870178,0.069500733,0.143812133,0.143690712,0.118392102,0.080051175,0.059981954,0.121888699
0.096400291,0.094185428,0.109172647,0.096400255,0.124530833,0.106144901,0.20465407,0.097125704,0.07138587
0.117958656,0.108522856,0.057245126,0.117958741,0.085038696,0.093034203,0.286652211,0.042701104,0.090888407
0.042056452,0.550417761,0.030195367,0.042056403,0.033448428,0.219625662,0.030671265,0.014755307,0.036773355
0.180815929,0.073644423,0.03108501,0.18081562,0.084142817,0.090357864,0.0453539,0.032289562,0.281494874
0.084255714,0.044999172,0.048702524,0.084255753,0.094221751,0.050940217,0.44636676,0.083446607,0.062811504
0.080607476,0.059654956,0.043846029,0.080607533,0.063580788,0.058750691,0.509901742,0.038921776,0.064129007
0.17370113,0.052792512,0.036748208,0.173701482,0.134013632,0.057165461,0.203733839,0.049398422,0.118745315
0.066856516,0.034174998,0.031524185,0.06685657,0.066641354,0.037056007,0.599911832,0.046472129,0.050506409
0.080775346,0.15086997,0.07414458,0.080775237,0.063790195,0.377601061,0.049273392,0.040321448,0.082448773
0.080928135,0.047330533,0.089127823,0.080928117,0.122897711,0.059952288,0.133928089,0.325368216,0.059539088
0.146885737,0.114230972,0.067431288,0.146885581,0.1354055,0.115646315,0.088591583,0.059147578,0.125775445
0.203977463,0.058593674,0.033212976,0.203977205,0.150032852,0.067822736,0.050648942,0.050028579,0.181705574
0.139473334,0.029602609,0.014909083,0.139473382,0.054364875,0.035568046,0.033804239,0.02125685,0.531547581
0.090642158,0.064115518,0.041343596,0.090642241,0.067780502,0.060319502,0.476689522,0.037275393,0.071191567
0.097533916,0.128208632,0.06576638,0.097533886,0.108025365,0.100756195,0.284067533,0.049295695,0.068812397
0.098693073,0.11472089,0.151030043,0.09869303,0.10515041,0.16465235,0.113230516,0.07989095,0.073938738
0.200589599,0.056597181,0.030454999,0.200589785,0.116221639,0.060190875,0.092172407,0.04298311,0.200200406
0.069372949,0.379924111,0.062321094,0.069372884,0.071491055,0.171431836,0.087417861,0.032959105,0.055709105
0.175241578,0.087574148,0.05036319,0.175241813,0.092293066,0.094193837,0.130647854,0.04297817,0.151466343
0.200167943,0.051914548,0.02362699,0.200167567,0.11387039,0.061145807,0.04508107,0.03328105,0.270744634
0.096397102,0.113073892,0.161511755,0.096397036,0.10814131,0.165654775,0.094508191,0.090266618,0.074049319
0.039915273,0.601804973,0.038541756,0.039915225,0.037194396,0.15391038,0.037657738,0.017661539,0.03339872
0.045417531,0.062808004,0.548886593,0.045417491,0.057426014,0.075952687,0.055186981,0.073397164,0.035507534
0.035058675,0.02085198,0.04217127,0.035058653,0.050456089,0.027518405,0.030454915,0.729248674,0.029181339
0.072990798,0.359278935,0.059872548,0.072990741,0.062900188,0.198791868,0.089105157,0.027435947,0.056633817
0.080936736,0.038079181,0.032528786,0.080936817,0.078022246,0.041442501,0.535269625,0.050543531,0.062240577
