C1,C2,C3,C4,C5,C6,C7,C8,C9,C10
0.044597598,0.019784184,0.131374452,0.13137273,0.292196155,0.040906636,0.050552098,0.026468064,0.131374284,0.1313738
0.29946297,0.042530198,0.072128483,0.072128418,0.057404156,0.051976688,0.237653763,0.02245839,0.072128477,0.072128458
0.277217903,0.043857341,0.092677239,0.092677284,0.069053896,0.049205165,0.160801617,0.029155055,0.092677244,0.092677256
0.033837416,0.016494872,0.113873474,0.113871546,0.393726538,0.033669055,0.042936687,0.023844383,0.113873286,0.113872743
0.040376136,0.024935528,0.165903842,0.165903432,0.10379509,0.083899578,0.042022006,0.041356899,0.165903802,0.165903687
0.051151423,0.556556419,0.045431945,0.04543227,0.02950111,0.048676966,0.063793506,0.068592316,0.045431977,0.045432068
0.109124205,0.302117079,0.06743982,0.067440338,0.040531896,0.092764651,0.128812429,0.056889695,0.06743987,0.067440016
0.017969402,0.035318829,0.035339487,0.03533971,0.025205465,0.028729018,0.023322347,0.728096662,0.035339509,0.035339571
0.068110452,0.182188757,0.084646665,0.084647235,0.05779668,0.090597667,0.081315343,0.181403599,0.08464672,0.084646881
0.064841601,0.111041162,0.094836277,0.094837126,0.058547143,0.156410676,0.080253568,0.14955949,0.09483636,0.094836599
0.067794388,0.102166831,0.099749327,0.099750231,0.06060721,0.16145729,0.081572576,0.127403064,0.099749415,0.099749669
0.039655076,0.023445274,0.177495925,0.177496899,0.079945649,0.069052634,0.040083754,0.037832476,0.17749602,0.177496294
0.075358627,0.043163245,0.130095517,0.13009448,0.121126244,0.122934081,0.079427944,0.037609321,0.130095416,0.130095124
0.049353619,0.024947859,0.142457416,0.142455775,0.138079151,0.138727737,0.050731358,0.028333035,0.142457256,0.142456794
0.433562398,0.033866317,0.058778817,0.058778787,0.046645464,0.038819846,0.193469373,0.018521379,0.058778814,0.058778806
0.566169648,0.038632202,0.040493798,0.04049393,0.0293111,0.033606883,0.152871974,0.017432806,0.040493811,0.040493848
0.054538635,0.099283764,0.091351329,0.091352195,0.056186759,0.124339865,0.069563762,0.23068062,0.091351413,0.091351657
0.107352813,0.183997836,0.086686932,0.086687464,0.052893425,0.112945847,0.130431273,0.065630294,0.086686984,0.086687133
0.01363041,0.027803939,0.02739009,0.027390305,0.018278612,0.021624118,0.017884101,0.791218144,0.027390111,0.027390171
0.049690783,0.031630634,0.164579037,0.164579447,0.09100824,0.070976099,0.051651873,0.046725617,0.164579077,0.164579193
0.232584325,0.084622859,0.050208895,0.050209168,0.03328741,0.03870235,0.384386539,0.025580535,0.050208922,0.050208998
0.028301881,0.014538288,0.096362035,0.096360454,0.480871997,0.034181024,0.035181319,0.021479684,0.096361881,0.096361437
0.122351772,0.071355202,0.105592203,0.105591881,0.089491343,0.111401768,0.140186713,0.042844865,0.105592171,0.105592081
0.354983991,0.055041814,0.072471894,0.072472293,0.047548296,0.072430579,0.149734976,0.030372178,0.072471933,0.072472045
0.041577237,0.024282633,0.143241638,0.143239641,0.213284139,0.065625624,0.04784252,0.034424244,0.143241443,0.143240881
0.021073602,0.043745582,0.03940906,0.039409382,0.026212515,0.036882303,0.027979405,0.686469878,0.039409092,0.039409182
0.110680827,0.098825532,0.102167838,0.102168332,0.066876539,0.099527804,0.152284048,0.063133167,0.102167887,0.102168026
0.140196724,0.060027073,0.120019932,0.120021284,0.059792461,0.109262473,0.103193442,0.047446103,0.120020064,0.120020444
0.075758626,0.054636574,0.117757851,0.11775753,0.132616569,0.10912534,0.096648046,0.060183915,0.11775782,0.117757729
0.020714429,0.01897612,0.040984854,0.040985016,0.026945914,0.723350572,0.022617981,0.023455327,0.04098487,0.040984916
0.155469066,0.092529874,0.053603687,0.053603854,0.039590279,0.041731987,0.42837778,0.02788602,0.053603703,0.05360375
0.062963165,0.049738139,0.155448959,0.155450554,0.070747466,0.055530202,0.0717205,0.067502338,0.155449115,0.155449563
0.238431219,0.040756454,0.086956259,0.086956119,0.075413729,0.045661619,0.225237868,0.026674283,0.086956245,0.086956206
0.1446159,0.067413566,0.04974233,0.049742623,0.032614168,0.032225096,0.500162629,0.023998888,0.049742359,0.049742441
0.033531762,0.020168075,0.164519379,0.164517546,0.158795796,0.058144001,0.037495353,0.033790203,0.164519201,0.164518685
0.043245515,0.02204455,0.125205002,0.125202718,0.29636915,0.064960207,0.047279531,0.025284411,0.125204779,0.125204137
0.335574011,0.037332792,0.069671403,0.069671317,0.056186863,0.048568147,0.223128382,0.020524318,0.069671395,0.069671371
0.059394575,0.027251488,0.124404445,0.12440288,0.264124368,0.057150553,0.063770035,0.030693511,0.124404292,0.124403852
0.091984875,0.051004384,0.123944151,0.123943534,0.10096304,0.131056133,0.090156559,0.039059314,0.123944091,0.123943918
0.08414375,0.047326719,0.125230132,0.125229193,0.121060665,0.120548451,0.086880255,0.039121018,0.12523004,0.125229776
0.024050848,0.012279157,0.075882956,0.075881573,0.584853087,0.027862526,0.030395951,0.017028649,0.075882821,0.075882432
0.111915207,0.070448502,0.082784714,0.082785142,0.05811953,0.044276561,0.343689485,0.040411226,0.082784756,0.082784876
0.145462658,0.053114262,0.05090806,0.050908238,0.038227039,0.031661128,0.504272073,0.023630338,0.050908077,0.050908127
0.175969243,0.112509438,0.054358747,0.054359002,0.03701442,0.044462685,0.383386865,0.029221985,0.054358772,0.054358843
0.195110029,0.040359013,0.038473939,0.038474037,0.028052755,0.027998713,0.539247277,0.015336312,0.038473949,0.038473976
0.043904614,0.652354663,0.034566949,0.034567134,0.023956152,0.03515965,0.065745752,0.040611099,0.034566967,0.034567019
0.032631147,0.01623205,0.126749267,0.126747313,0.333081037,0.050020382,0.036597988,0.024443211,0.126749077,0.126748527
0.109171704,0.169532171,0.08748049,0.087480965,0.054686004,0.11042669,0.147053987,0.059206783,0.087480536,0.08748067
0.496252127,0.035692355,0.0539605,0.053960665,0.03819012,0.040910602,0.152980896,0.020131655,0.053960516,0.053960563
0.096173651,0.04972061,0.106565263,0.106564905,0.085484611,0.220510044,0.085175293,0.036675268,0.106565228,0.106565127
0.049569456,0.032713392,0.079406817,0.079407139,0.052944526,0.464116273,0.046297554,0.036731056,0.079406848,0.079406939
0.058489625,0.033049735,0.137635847,0.137635617,0.084830229,0.185468101,0.053224195,0.034395068,0.137635824,0.13763576
0.040606834,0.021722364,0.114759645,0.114757946,0.333984257,0.063077407,0.052804999,0.028768069,0.114759479,0.114759001
0.06769815,0.10367037,0.099629804,0.099630826,0.05937344,0.134099049,0.083097916,0.153540349,0.099629904,0.099630191
0.350742257,0.037538968,0.054652264,0.054652206,0.047693069,0.034671974,0.292034688,0.018710075,0.054652258,0.054652242
0.041983331,0.669086562,0.033259953,0.033260166,0.02231691,0.032583537,0.053003587,0.047985947,0.033259973,0.033260034
0.050465265,0.047636518,0.153375312,0.153377286,0.069468553,0.060948251,0.06006211,0.097915141,0.153375504,0.153376059
0.013480643,0.027372499,0.025747872,0.025748071,0.017466067,0.021802711,0.017680669,0.799205629,0.025747891,0.025747947
0.366740074,0.040608144,0.041029557,0.041029654,0.030972933,0.030858219,0.349734546,0.016967712,0.041029567,0.041029594
0.042546763,0.029999613,0.132999374,0.133000152,0.068817368,0.239842544,0.042090105,0.044704963,0.13299945,0.132999669
0.033027828,0.016512268,0.102319907,0.10231811,0.432646214,0.045110796,0.04151947,0.021906447,0.102319732,0.102319226
0.084600717,0.140912833,0.098314542,0.098315268,0.057308199,0.127824663,0.106532699,0.08956165,0.098314613,0.098314817
0.297929063,0.040579381,0.07201327,0.072013232,0.057831003,0.043795201,0.248527699,0.023284631,0.072013266,0.072013255
0.041706115,0.027814892,0.175152379,0.175154317,0.076665794,0.048791079,0.047322507,0.057087235,0.175152568,0.175153113
0.068602346,0.036050515,0.154934175,0.154934129,0.108688463,0.044746892,0.075318207,0.046856944,0.154934171,0.154934158
0.046273281,0.032078659,0.170944868,0.170948068,0.065696207,0.056680704,0.053029759,0.062457194,0.17094518,0.17094608
0.042803034,0.077729899,0.085042141,0.085042515,0.063827818,0.055682814,0.055497131,0.364290189,0.085042177,0.085042283
0.063667808,0.035303075,0.130830965,0.130829577,0.188605781,0.08594483,0.065435308,0.037721386,0.13083083,0.13083044
0.163004618,0.036468857,0.122411738,0.122411748,0.085569796,0.040460973,0.156839049,0.02800974,0.122411739,0.122411742
0.034802022,0.071992718,0.061045189,0.061045727,0.039686166,0.060303086,0.046122895,0.502911562,0.061045242,0.061045393
0.053810803,0.022621151,0.165751116,0.165750894,0.127620127,0.041878144,0.060872197,0.03019344,0.165751095,0.165751032
0.316497904,0.045651006,0.067529551,0.06752944,0.058559571,0.045694525,0.240923556,0.022555399,0.06752954,0.067529509
0.080431998,0.096126153,0.099815757,0.099816462,0.062163889,0.193188203,0.092511886,0.076313802,0.099815826,0.099816024
0.084314162,0.100905279,0.108140752,0.10814104,0.078687789,0.093861294,0.120331629,0.089336415,0.10814078,0.108140861
0.586626819,0.035115096,0.039712169,0.039712277,0.029361319,0.033686642,0.140041569,0.016319718,0.03971218,0.03971221
0.126382658,0.034840387,0.134504903,0.134504865,0.098140769,0.041396169,0.130588217,0.030632245,0.134504899,0.134504888
0.063290332,0.036620089,0.138346534,0.138345034,0.181972747,0.048001099,0.072632713,0.044099097,0.138346388,0.138345966
0.064475039,0.046673398,0.150183036,0.150185041,0.074844742,0.059541837,0.07299728,0.080732599,0.150183231,0.150183796
0.039126704,0.024697226,0.179511352,0.179513236,0.076380919,0.049845693,0.043512092,0.048389177,0.179511536,0.179512066
0.044516669,0.073837443,0.091908538,0.091908986,0.067149866,0.057097922,0.056493261,0.333270029,0.091908581,0.091908707
0.118790914,0.045732974,0.114693551,0.114692772,0.13603222,0.048888052,0.154476486,0.0373063,0.114693475,0.114693256
0.313078097,0.041003473,0.081164653,0.081164639,0.06347284,0.044189865,0.187949482,0.025647651,0.081164652,0.081164648
0.064577652,0.033369654,0.12072417,0.120723479,0.134464507,0.177878319,0.067643644,0.039170562,0.120724103,0.120723908
0.481240078,0.03988036,0.053664374,0.053664548,0.036718687,0.046074342,0.162829849,0.01859893,0.053664391,0.05366444
0.151119081,0.089005524,0.089443185,0.089443485,0.058942101,0.092152662,0.211323572,0.039683876,0.089443214,0.089443299
0.549507941,0.03721766,0.04327367,0.043273806,0.030644411,0.040277603,0.15251825,0.016739255,0.043273683,0.043273721
0.057198918,0.040540239,0.159695091,0.159697037,0.073985236,0.049158615,0.071363714,0.068970042,0.15969528,0.159695828
0.044952865,0.628416098,0.038385246,0.038385465,0.026292501,0.034908739,0.062424314,0.049464177,0.038385267,0.038385329
0.07228126,0.033281819,0.136960592,0.136959305,0.180978739,0.039742612,0.090703293,0.03517181,0.136960466,0.136960104
0.054696083,0.02798841,0.144070129,0.144068958,0.148805032,0.103222743,0.053856142,0.035152802,0.144070015,0.144069685
0.041896943,0.022090011,0.145583703,0.145581791,0.19311773,0.087418975,0.044377719,0.028766633,0.145583516,0.145582978
0.036670331,0.020240599,0.148937051,0.148934696,0.217082595,0.058572566,0.041386186,0.030302997,0.148936821,0.148936159
0.0696255,0.111097079,0.095710413,0.095711236,0.058467031,0.179377786,0.083180643,0.115409095,0.095710493,0.095710725
0.345037034,0.037165089,0.068408261,0.068408161,0.057873501,0.034281071,0.230972571,0.021037839,0.068408251,0.068408223
0.04258078,0.026943361,0.175006981,0.175008569,0.082358812,0.04710002,0.048270973,0.052715785,0.175007136,0.175007583
0.080543604,0.038472882,0.144266627,0.144266269,0.12436545,0.044378308,0.093163248,0.042010529,0.144266592,0.144266491
0.070089723,0.029481455,0.156235781,0.156236011,0.115052487,0.046258576,0.077723069,0.036451227,0.156235803,0.156235868
0.068276625,0.101126234,0.099749441,0.099750344,0.05985654,0.172247775,0.082346329,0.1171474,0.099749529,0.099749783
0.034573676,0.019791716,0.139221899,0.139219559,0.263120655,0.056792412,0.040277398,0.028560002,0.139221671,0.139221013
0.032685262,0.018005991,0.118990911,0.11898858,0.366821963,0.043218923,0.038864351,0.024443305,0.118990684,0.118990029
0.53713203,0.038606275,0.043262317,0.043262391,0.031766911,0.031663051,0.171605223,0.016177132,0.043262325,0.043262345
0.041702994,0.033399733,0.134661584,0.134661479,0.122441537,0.146768654,0.053888465,0.063152436,0.134661573,0.134661544
0.038130287,0.030228394,0.116803335,0.116803644,0.084608921,0.278190514,0.045568315,0.056059772,0.116803365,0.116803452
0.082788467,0.293420839,0.074385088,0.074385475,0.051640821,0.078409281,0.117138022,0.079061647,0.074385126,0.074385235
0.034621506,0.712886452,0.028695783,0.028695977,0.01908823,0.026197945,0.047952307,0.044470141,0.028695802,0.028695857
0.016909379,0.008440257,0.062671774,0.062670517,0.670511043,0.021199274,0.020282293,0.011972513,0.062671651,0.062671298
0.073157675,0.034702267,0.142396314,0.142395375,0.153484198,0.041217904,0.090244223,0.037609863,0.142396223,0.142395958
0.016543546,0.876321757,0.012281465,0.012281547,0.00805243,0.012419844,0.022316479,0.015219964,0.012281473,0.012281496
0.02167281,0.039203724,0.050946125,0.050946585,0.031210201,0.044479114,0.028152647,0.631496327,0.05094617,0.050946299
0.0382158,0.022468087,0.176879631,0.176880121,0.087320967,0.067457969,0.038524966,0.038492963,0.176879679,0.176879817
0.073489466,0.043009902,0.129301221,0.129300048,0.135397774,0.112044402,0.080847788,0.038007516,0.129301107,0.129300777
0.036384083,0.028625895,0.063881507,0.063881625,0.043528079,0.567454272,0.038002798,0.030478671,0.063881518,0.063881552
0.019026147,0.033575148,0.046574447,0.04657476,0.032000332,0.038171066,0.026049809,0.664879248,0.046574478,0.046574566
0.156807273,0.036967904,0.121966246,0.121966287,0.086877203,0.039541344,0.163095148,0.028846084,0.12196625,0.121966261
0.108404731,0.117453733,0.099043812,0.099044618,0.057729524,0.089449304,0.15927565,0.07151062,0.099043891,0.099044117
0.113087884,0.05233129,0.099836169,0.099836206,0.067647047,0.240892202,0.092965285,0.033731562,0.099836173,0.099836183
0.068547365,0.112338001,0.095385531,0.095386363,0.057856706,0.17891944,0.082633099,0.118162038,0.095385612,0.095385846
0.055728396,0.039711559,0.081318348,0.081318866,0.049634235,0.4356663,0.054202054,0.039783299,0.081318398,0.081318544
0.049358496,0.038750884,0.164369232,0.164371895,0.064734079,0.057419817,0.05929935,0.072956515,0.164369492,0.164370241
0.619191806,0.027500403,0.040435935,0.040436057,0.027935682,0.031927743,0.117903755,0.013796692,0.040435947,0.040435981
0.045564644,0.024515451,0.151259974,0.151257859,0.149822028,0.097650019,0.049186464,0.028224621,0.151259768,0.151259173
0.331443227,0.030524616,0.075118851,0.075118815,0.059204551,0.035086023,0.223238073,0.02002816,0.075118848,0.075118837
0.091827268,0.06019605,0.131221652,0.131221177,0.102872977,0.069835893,0.101699914,0.048681991,0.131221606,0.131221472
0.64672122,0.02619848,0.033336977,0.033337031,0.024202071,0.024948004,0.13295515,0.011627088,0.033336982,0.033336997
0.031639816,0.765108829,0.023194174,0.023194316,0.015735012,0.02265409,0.041314467,0.03077088,0.023194188,0.023194228
0.0283879,0.048231058,0.062011206,0.062011656,0.04145397,0.047502274,0.036210065,0.550169245,0.06201125,0.062011376
0.046726678,0.021735421,0.111409566,0.111407493,0.35359783,0.054777001,0.054670078,0.022857787,0.111409364,0.111408781
0.039505636,0.073456096,0.080242147,0.080242491,0.060569941,0.054553007,0.05130025,0.399645973,0.080242181,0.080242277
0.04606243,0.03927411,0.119399758,0.119400858,0.067684052,0.238398671,0.052092429,0.078887654,0.119399865,0.119400174
0.044975458,0.025469082,0.154943462,0.154941775,0.12325542,0.109637297,0.046828877,0.030062508,0.154943297,0.154942823
0.149247287,0.056995316,0.046302033,0.046302145,0.035967468,0.030879574,0.520064406,0.021637652,0.046302044,0.046302075
0.446671249,0.047049694,0.058800253,0.058800531,0.039020292,0.0542219,0.15353862,0.024296822,0.05880028,0.058800358
0.079708216,0.045809953,0.089021267,0.089021431,0.060775703,0.351564155,0.071412636,0.034644028,0.089021283,0.089021329
0.45818945,0.043054259,0.058271961,0.058272232,0.03696856,0.052683354,0.155858246,0.020157886,0.058271988,0.058272064
0.044690776,0.026626485,0.148802961,0.14880104,0.182480224,0.064767125,0.049453449,0.036772935,0.148802773,0.148802233
0.085872088,0.064563534,0.121220587,0.121221134,0.07728793,0.111458677,0.114671855,0.061262759,0.121220641,0.121220794
0.066615193,0.037817913,0.144020744,0.144019578,0.151019705,0.046307457,0.075604022,0.046554457,0.14402063,0.144020302
0.014815844,0.028088995,0.030656743,0.030656937,0.021931674,0.024854593,0.019872645,0.767808991,0.030656761,0.030656816
0.136649286,0.049222895,0.088714919,0.088714783,0.090866788,0.045202323,0.289324647,0.033874585,0.088714906,0.088714868
0.075891965,0.042640103,0.131473591,0.131472613,0.115509566,0.124723349,0.078163295,0.037178803,0.131473496,0.13147322
0.102821779,0.093127837,0.10765141,0.107651954,0.069884239,0.08983157,0.144608324,0.069119807,0.107651463,0.107651616
0.019312737,0.015648704,0.032941889,0.03294203,0.020925113,0.776025293,0.020073565,0.016246824,0.032941903,0.032941943
0.036257394,0.017076081,0.117465479,0.117463788,0.372640095,0.036296574,0.042633099,0.025237338,0.117465314,0.117464838
0.290126302,0.050036621,0.089836875,0.089837202,0.055173453,0.071265801,0.147525729,0.026524111,0.089836907,0.089836999
0.628032993,0.026837652,0.038751162,0.038751279,0.026114708,0.031514024,0.119724487,0.012771316,0.038751173,0.038751206
0.069478145,0.03540594,0.154599685,0.154599712,0.109774204,0.046105295,0.075355089,0.045482548,0.154599687,0.154599695
0.133335399,0.162700905,0.081463988,0.081464449,0.050276068,0.088573441,0.190497765,0.048759789,0.081464033,0.081464163
0.034426741,0.73204578,0.026927956,0.02692811,0.018528196,0.025069924,0.046361184,0.035856125,0.026927971,0.026928014
0.043174079,0.031323638,0.169818993,0.169821964,0.069159846,0.053870497,0.050486901,0.072704682,0.169819283,0.169820118
0.054427225,0.040866317,0.158495363,0.158496879,0.083710953,0.048354736,0.065137513,0.073519564,0.158495511,0.158495937
0.035989693,0.020479921,0.150053617,0.150051364,0.219967038,0.052701118,0.040113483,0.030537603,0.150053398,0.150052764
0.098909407,0.105472828,0.104688177,0.10468903,0.060130448,0.10695482,0.138579332,0.071199197,0.10468826,0.1046885
0.116468288,0.093543873,0.097613637,0.097613728,0.074280162,0.086019174,0.188379761,0.050854059,0.097613646,0.097613672
0.364365299,0.041638081,0.068776309,0.068776221,0.05680006,0.038705759,0.200718286,0.022667408,0.068776301,0.068776276
0.027249987,0.785309148,0.021182937,0.02118308,0.013947311,0.023336025,0.03688168,0.02854389,0.021182951,0.021182991
0.06987958,0.112468506,0.096119882,0.096120745,0.05927117,0.144297441,0.084840437,0.144762065,0.096119966,0.096120209
0.487372291,0.032571776,0.056398423,0.056398473,0.041835926,0.033114083,0.161642542,0.017869616,0.056398428,0.056398442
0.266635807,0.056625596,0.081599433,0.081599342,0.06492494,0.061443498,0.197506424,0.026466138,0.081599424,0.081599398
0.155719716,0.075071744,0.054849233,0.054849464,0.037810706,0.037325152,0.44845954,0.02621587,0.054849255,0.05484932
0.075665044,0.062310966,0.114605601,0.114605566,0.109528665,0.130782427,0.094781687,0.068508857,0.114605598,0.114605588
0.100206896,0.058093851,0.131368269,0.131368462,0.099516232,0.067451613,0.098867483,0.050390564,0.131368287,0.131368342
