id,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12
107,0.356630723,0.239176329,0.447992389,0.089039982,0.634208207,0.107222489,0.092885588,0.105519744,0.117179587,0.104244366,0.091639738,0.099952391
108,0.080994439,0.245231302,0.095069868,0.077183869,0.185099342,0.096467471,0.101496071,0.130030876,0.090507726,0.070336713,0.087966415,0.078210961
109,0.879444609,0.23570183,0.287979587,0.105437669,0.175112912,0.091006222,0.099531805,0.038594876,0.058148292,0.069548773,0.069434087,0.106273804
110,0.743068826,0.224313197,0.623318427,0.090118925,0.451727994,0.10277318,0.039850393,0.074210498,0.039319569,0.074512791,0,0.08008887
111,0.489491976,0.238658202,0.055380644,0.081395425,0.632325109,0.099988579,0.035814229,0.095471535,0.087209453,0.056994274,0.042864639,0.065118493
112,0,0.22661937,0.349392775,0.097457986,0.376053496,0.098172535,0.04757292,0.107496885,0.082378912,0.09108578,0.127074875,0.053507194
113,0.376716613,0.243829312,0.78616553,0.09113963,0.354608214,0.097335136,0.106097298,0.079654407,0.045500584,0.064978726,0.082249289,0.046498096
114,0.571287407,0.243768355,0.277904299,0.111537375,0.595113889,0.085433992,0.086051017,0.036671903,0.014413713,0.128723013,0.047311293,0.052237622
115,0.153689139,0.253551811,0.655687544,0.103179653,0.562830778,0.097799237,0.086589172,0.072531282,0.085625243,0.083206388,0.086944513,0.041340457
116,0.479348902,0.26609861,0.528664801,0.113264093,0.371335734,0.112599998,0.109864385,0.127241211,0.046617322,0.074118821,0.020493275,0.069350402
117,0.751139228,0.247313969,0.280748615,0.087938561,0.74608226,0.10360049,0.079189538,0.045365907,0.08349565,0.045490361,0.03294943,0.081331993
118,0.233652208,0.256315154,0.845235161,0.098806664,0.840277227,0.103963698,0.04986008,0.105898922,0.070484353,0.077296843,0.096390201,0.058294541
119,0.162610639,0.218055037,0.172133804,0.078366006,0.226186938,0.104367264,0.092481972,0.075970966,0.075808337,0.149498345,0.103073991,0.035415785
120,0.956984555,0.231983508,0.078534778,0.105253758,0.501620075,0.104276462,0.057125175,0.082416987,0.06957538,0.105137364,0.068936946,0.124497461
121,0.492926402,0.236666969,0.831914949,0.093589729,0.867532066,0.071885292,0.0516629,0.113211635,0.062563303,0.100015759,0.081586434,0.070567076
122,0.25526006,0.254689658,0.160145613,0.096691691,0.01960908,0.099403409,0.090033366,0.112182439,0.080898585,0.100488522,0.111553015,0.078184511
123,0.347058384,0.227706421,0.564449099,0.077873534,0.42098742,0.086937273,0.085755032,0.122284817,0.067835346,0.085491411,0.102466374,0.061203978
124,0.245066921,0.251418347,0.029501375,0.103945948,0.977452906,0.087050272,0.051931977,0.077650181,0.060537593,0.092110101,0.064020769,0.102544435
125,0.973686082,0.236636491,0.787818037,0.085085901,0.654561692,0.101360702,0.060703907,0.065218569,0.080976497,0.1172191,0.045902726,0.039092256
126,0.550050032,0.244906203,0.346438292,0.104661157,0.051223091,0.086897926,0.062210742,0.05839337,0.061342683,0.061249146,0.055762698,0.041895895
127,0.758718998,0.234838285,0.902191586,0.090422378,0.556400198,0.108574433,0.099854698,0.084312876,0.054694196,0.094946683,0.071836938,0.12592573
128,0.455868636,0.235651034,0.907028927,0.089155437,0.837743058,0.094180264,0.089871919,0.064676886,0.052460719,0.087251143,0.021791366,0.048349556
129,0.096802815,0.229809407,0.686484274,0.113519525,0.938028045,0.107484807,0.092105263,0.097340339,0.104999351,0.117008983,0.027978015,0.083712442
130,0.919766582,0.251174523,0.268359817,0.116400793,0.896539789,0.098485298,0.123641158,0.078868967,0.087624984,0.122130588,0.050791283,0.059564113
131,0.228605704,0.2421327,0.390024429,0.091415496,0.979336004,0.065205276,0.040065655,0.094821516,0.110686924,0.14511215,0.051481758,0.078607702
132,0.535771628,0.244113773,0.816181075,0.092730458,0.915861577,0.079102051,0.06619309,0.072152104,0.117179587,0.120607239,0.052531278,0.095297292
133,0.91004405,0.252637469,0.24896038,0.093671468,0.174421775,0.101542306,0.121596168,0.080141921,0.077963901,0.087697641,0.075675974,0.047265129
134,0.457480714,0.249234086,0.056785776,0.106530916,0.170134722,0.106364913,0.058066947,0.064053952,0.064329308,0.098912644,0.089015936,0.118017351
135,0.326531927,0.227950245,0.247548237,0.096548649,0.688377325,0.094665551,0.083898396,0.105682249,0.067835346,0.097914587,0.040102743,0.069297503
136,0.234823718,0.23821119,0.241128496,0.091319453,0.355379483,0.090704557,0.096302874,0.055793294,0.078457343,0.095025477,0.120225371,0.10881295
137,0.654024051,0.226720964,0.390445067,0.082648061,0.995662865,0.090615772,0.056237219,0.116163805,0.074172185,0.089956401,0.068218853,0.068424672
138,0.761292315,0.230611995,0.953819927,0.102096623,0.993339042,0.088911717,0.057394253,0.093683982,0.119932476,0.086568262,0.136189135,0.109024545
139,0.902834758,0.256457385,0.918065674,0.101851409,0.891761929,0.081258099,0.074803573,0.102486323,0.114400727,0.096601355,0.10953683,0.082733813
140,0.672698121,0.242843854,0.88406408,0.107726336,0.312268558,0.093418534,0.085889571,0.082335735,0.095623945,0.085885381,0.076642638,0.069138807
141,0.374333541,0.223063597,0.42132192,0.095764985,0.581902154,0.091921306,0.098482402,0.037592763,0.04492923,0.081210275,0.093545447,0.09214981
142,0.719007812,0.245068752,0.479129637,0.098234498,0.77026204,0.063874519,0.078516844,0.052759872,0.0588495,0.137810579,0.057889358,0.060674989
143,0.246368599,0.258458778,0.487592478,0.101953582,0.337059343,0.108180957,0.049106662,0.081333622,0.075730425,0.104454483,0.039522744,0.040520525
144,0.951797869,0.234350637,0.905827103,0.078414027,0.799850718,0.114950767,0.076956194,0.056199556,0.05287625,0.055996218,0.022398984,0.080221117
145,0.860780552,0.24965062,0.438548058,0.098479712,0.950738957,0.116030305,0.036137122,0.122311901,0.043215167,0.093423334,0.122545364,0.085378756
146,0.91793422,0.242671145,0.023763669,0.100308602,0.120402904,0.086352104,0.092374341,0.080385678,0.0186729,0.091926249,0.093158781,0.072603682
147,0.55197251,0.227381322,0.205524471,0.10408899,0.360948645,0.10744445,0.049402648,0.063458101,0.115413583,0.121290119,0.087745464,0.077972916
148,0.619870028,0.238485493,0.597819736,0.091054826,0.628398649,0.079661998,0.104617372,0.0588538,0.1363719,0.11354205,0.110779683,0.08149069
149,0.241972933,0.230815182,0.898445903,0.098469495,0.516274184,0.087914911,0.054595845,0.05622664,0.109648098,0.00808951,0.0583865,0.017509522
150,0.986282318,0.227899448,0.145673654,0.103629213,0.377275506,0.096931571,0.048541599,0.052461947,0.055161667,0.102668488,0.078658823,0.059749259
151,0.302370784,0.233395658,0.072059953,0.103271609,0.510975467,0.098041376,0.110859972,0.063620606,0.069938969,0.091453485,0.044770348,0.077972916
152,0.517087545,0.235021154,0.130360418,0.113366266,0.345923927,0.117220823,0.063609945,0.046340935,0.106661473,0.082943741,0.011351396,0.062473551
153,0.380131014,0.242000628,0.680344959,0.099521873,0.741354482,0.084003353,0.072946938,0.124857808,0.056278405,0.103036193,0.102991134,0.072127592
154,0.537183448,0.236626331,0.028016121,0.080175484,0.548747609,0.088247852,0.109810569,0.100536266,0.085209713,0.045437832,0.084072141,0.118863733
155,0.777112707,0.237916569,0.018109089,0.11133303,0.951830753,0.093197582,0.090033366,0.105005146,0.124217634,0.067473867,0.068964565,0.093630978
156,0.144307046,0.31434537,0.506861717,0.716317665,0.350451376,0.393007341,0.044666882,0.118493039,0.051240099,0.091164574,0.08302262,0.08842044
157,0.309810373,0.327694758,0.242881155,0.688107799,0.377025094,0.410824755,0.033796147,0.070824982,0.098714453,0.082891212,0.045930345,0.099291155
158,0.435171959,0.316753136,0.039216116,0.714141388,0.227168553,0.43374727,0.054407491,0.122989004,0.084872095,0.075563377,0.077001685,0.073926153
159,0.130869726,0.363790934,0.983254591,0.699326355,0.752542889,0.399353407,0.07028307,0.097313255,0.077885989,0.104296896,0.057060789,0.087812103
160,0.673188753,0.320207316,0.267488494,0.708940801,0.261775488,0.416928682,0.0669196,0.08125237,0.035423971,0.065609077,0.059546497,0.045228523
161,0.109652378,0.367041926,0.130690919,0.715326591,0.271431373,0.427512185,0.069395114,0.094225665,0.094195559,0.101013815,0.041621786,0.054300677
162,0.238017835,0.28582807,0.818634798,0.695137277,0.100750573,0.392270834,0.066731245,0.052651536,0.043422932,0.055313337,0.079901676,0.078316758
163,0.006464773,0.322401736,0.738543268,0.749166169,0.612642728,0.413518554,0.049913895,0.105980174,0.067523698,0.075510847,0.039716077,0.08564325
164,0.532717692,0.291456351,0.773476275,0.710606215,0.86166241,0.358351161,0.052793026,0.031038405,0.097675627,0.08633188,0.080371199,0.072286289
165,0.744280388,0.356384766,0.067068379,0.725257771,0.544991429,0.443069632,0.073942525,0.093006879,0.103129464,0.022114829,0.059767448,0.044487939
166,0.2608773,0.31105374,0.933388925,0.729038159,0.763480883,0.404569491,0.071789904,0.094767347,0.092403584,0.077559489,4.70E-04,0.098497672
167,0.911085393,0.40206121,0.104170678,0.69113211,0.179690443,0.395620427,0.081584329,0.082227398,0.073808596,0.085780323,0.075841688,0.021847228
168,0.242623772,0.304653349,0.289992642,0.729119897,0.853749391,0.407676944,0.060676999,0.054628677,0.08310609,0.116982718,0.068854089,0.086066441
169,0.724254575,0.365396111,0.06119046,0.708470807,0.1464157,0.404730917,0.047411473,0.062618493,0.055031814,0.157640385,0.072389317,0.043826703
170,0.269538464,0.355937755,0.92858163,0.749779205,0.475537164,0.389213826,0.072973846,0.127159959,0.088040514,0.13628723,0.088408319,0.079480533
171,0.925894481,0.354159868,0.693004168,0.738703691,0.770522468,0.389274361,0.121972877,0.092058935,0.112504869,0.048116825,0.090949264,0.052502116
172,0.668702971,0.276644017,0.352517517,0.714948552,0.860420366,0.35415408,0.072354967,0.019581821,0.125931697,0.099621789,0.060734112,0.079903724
173,0.654634838,0.323996754,0.709168695,0.71816699,0.210641363,0.386237531,0.07604133,0.111776177,0.061654331,0.033119714,0.037893225,0.078739949
174,0.46118549,0.300904548,0.218824652,0.705548669,0.179570245,0.368066998,0.059789043,0.093711067,0.01472536,0.103876661,0.11086254,0.097836437
175,0.402780208,0.37230447,0.497397356,0.72414409,0.676467731,0.460453212,0.069395114,0.119793077,0.011764706,0.080816305,0.08462452,0.017006983
176,0.983408614,0.345138364,0.090347703,0.747306627,0.024224674,0.38870937,0.090114089,0.05051189,0.069004025,0.014760729,0.089374983,0.022032374
177,0.423647104,0.369927182,0.307409069,0.687617371,0.545882896,0.439538434,0.03207405,0.118303451,0.090351902,0.075274466,0.051122711,0.045519467
178,0.809414343,0.363404878,0.845565663,0.754857185,0.228360514,0.423456352,0.087530944,0.071502085,0.090819374,0.119399065,0.077029304,0.068001481
179,0.795216042,0.333881803,0.42693043,0.692031229,0.868153088,0.363668135,0.061538048,0,0.088118426,0.078872722,0.059629353,0.050518409
180,0.422705891,0.301046779,0.637259581,0.73385049,0.379669445,0.376693209,0.099612528,0.109392774,0.107492533,0.103062457,0.054271274,0.102703132
181,0.660993034,0.289495596,0.543146775,0.757350198,0.141367395,0.373081299,0.044720697,0.102973837,0.107414621,0.060907706,0.087552131,0.055887643
182,0.016694559,0.385013819,0.006709391,0.711331641,0.434109007,0.365373199,0.03724034,0.100780023,0.122347747,0.047276357,0.003783799,0.119286923
183,0.564498656,0.362896911,0.900569125,0.663187893,0.480305008,0.384572824,0.058255301,0.054114078,0.056434229,0.111861113,0.065180766,0.064113415
184,0.846231799,0.321091179,0.509225303,0.7274647,0.064459868,0.403267992,0.085808847,0.079112724,0.04054019,0.09555077,0.079294059,0.057051418
185,0.309269676,0.33470471,0.575035163,0.665037217,0.413014303,0.427522274,0.056075772,0.114457505,0.103051552,0.113962284,0.006269506,0.092334956
186,0.262138927,0.375606259,0.832996591,0.762428178,0.589374447,0.36735067,0.101280809,0.096717404,0.057680821,0.041970899,0.028171348,0.023751587
187,0.746783614,0.299736223,0.46250441,0.743444501,0.593200742,0.405659117,0.057690238,0.060478847,0.086638099,0.052765667,0.052862706,0.113097757
188,0.847383283,0.403249855,0.918235932,0.722488893,0.3784875,0.376632674,0.083548595,0.082660744,0.103934554,0.093607186,0.038887508,0.102570884
