C1,C2,C3,C4,C5,C6,C7
0.20478087,0.000226485,0.015170326,0.007723449,0.763583909,0.003923269,0.004591692
0.244856725,0.000210644,0.015058798,0.007542207,0.724177978,0.003750095,0.004403552
0.146479309,0.000117314,0.00826605,0.004117649,0.836496698,0.002095645,0.002427335
0.181114287,0.00016767,0.01144939,0.005731825,0.795137099,0.002989065,0.003410665
0.173189756,0.000139692,0.010071848,0.004977912,0.806212766,0.002481103,0.002926922
0.24439962,0.000124106,0.009852254,0.004854211,0.735787356,0.002242748,0.002739705
0.380980957,0.000154982,0.012776875,0.006036163,0.593695238,0.002894475,0.00346131
0.139438613,0.000131757,0.009071526,0.004895191,0.841452072,0.002255327,0.002755514
0.151757707,0.000130756,0.008946217,0.004697855,0.829435302,0.002329954,0.002702209
0.094946626,8.42E-05,0.005878825,0.003041265,0.892829931,0.001463655,0.001755518
0.184303565,0.000213239,0.014269686,0.007753679,0.785442843,0.003592567,0.004424422
0.234966614,0.000173555,0.013648459,0.00696189,0.73733673,0.00303377,0.003878983
0.217253152,0.000451014,0.02499463,0.01384246,0.727654644,0.007444517,0.008359582
0.227840875,0.000339299,0.020786764,0.011876946,0.726722679,0.00569631,0.006737128
0.215232352,0.000444588,0.024139529,0.013573206,0.731199582,0.007260015,0.008150728
0.092912488,9.57E-05,0.006285601,0.003316415,0.893798846,0.001657533,0.001933465
0.09840302,0.00010255,0.00678059,0.003547715,0.887328897,0.001762519,0.002074709
0.120395815,0.000130816,0.008640541,0.00450367,0.861426956,0.002258487,0.002643714
0.200916902,0.00020683,0.013918128,0.007697714,0.769426588,0.003548255,0.004285584
0.150690057,0.000157625,0.01053212,0.005774954,0.826916157,0.002686481,0.003242608
0.227607433,0.000518152,0.027869053,0.015639116,0.710484746,0.008412024,0.009469475
0.244393501,0.000126195,0.009653828,0.004900918,0.735827163,0.002350897,0.002747499
0.203988538,0.000355279,0.021649025,0.0124014,0.748868612,0.005709853,0.007027293
0.164484759,0.000145208,0.010674756,0.005664427,0.813406619,0.002477941,0.003146291
0.184072035,0.000180122,0.012523074,0.006943322,0.789388932,0.00308265,0.003809865
0.193908419,0.000426231,0.023536493,0.013723299,0.753795573,0.00660318,0.008006804
0.155024482,0.000175209,0.012125698,0.006509087,0.819570244,0.002918413,0.003676867
0.196463702,0.0003357,0.020191756,0.011528886,0.759496386,0.005369257,0.006614313
0.159649714,0.00025987,0.015440032,0.008861225,0.806538658,0.004181775,0.005068726
0.089862936,8.97E-05,0.006028693,0.003177336,0.897475772,0.001528792,0.001836775
0.15878003,0.000270878,0.016037049,0.009165574,0.806148296,0.004313607,0.005284566
0.158771735,0.000239374,0.015083256,0.0084991,0.808741628,0.003836286,0.004828622
0.194690286,0.00038701,0.022206632,0.012554146,0.756630994,0.006133879,0.007397052
0.161451615,0.000208511,0.013716228,0.007410328,0.809502765,0.003452002,0.00425855
0.190873555,0.000178598,0.013048341,0.006772208,0.78225671,0.003015359,0.003855229
0.321016597,0.000218338,0.018069064,0.00921553,0.64265692,0.003787631,0.005035919
0.273901202,0.000203901,0.016075428,0.008259622,0.693450354,0.003568181,0.004541313
0.211162061,0.0005118,0.027102074,0.016494296,0.727440861,0.007801203,0.009487706
0.210913824,0.000384006,0.023535478,0.013962402,0.737448717,0.005982863,0.007772709
0.205491501,0.000427319,0.024554215,0.014595115,0.740023376,0.006613914,0.00829456
0.117660988,0.00012597,0.008521954,0.004745343,0.864205247,0.002108288,0.00263221
0.202188984,0.00044454,0.025036194,0.01456706,0.742467684,0.006818469,0.008477069
0.208559024,0.000509272,0.026714114,0.015946409,0.731057106,0.007881965,0.00933211
0.210323068,0.00052283,0.027254079,0.016214107,0.728042282,0.008100366,0.009543268
0.199281047,0.000208592,0.014403008,0.008213451,0.769938031,0.003543565,0.004412306
0.180641672,0.000249946,0.015958178,0.009340046,0.784596902,0.004103319,0.005109938
0.2142577,0.000228986,0.016111952,0.009092628,0.751534959,0.003857671,0.004916106
0.378759003,0.000572953,0.041536595,0.024626253,0.532072802,0.009670968,0.012761426
0.197079853,0.000420341,0.022546949,0.013254972,0.752252257,0.00670692,0.007738708
0.142392518,0.000232156,0.013652101,0.007731394,0.827755913,0.003758197,0.004477719
0.186421904,0.000402628,0.021529449,0.012557094,0.765320799,0.006364176,0.00740395
0.141272817,0.000173131,0.01112806,0.006313476,0.834694356,0.002900786,0.003517373
0.149616987,0.00022326,0.013840082,0.007765524,0.820464422,0.003648776,0.004440949
0.354888408,0.000203956,0.016156188,0.008568599,0.611833418,0.003807415,0.004542016
0.359731817,0.000254867,0.019956847,0.010684966,0.59903853,0.00463559,0.005697382
0.149329655,0.000199878,0.01230544,0.006829841,0.82399305,0.003397225,0.00394491
0.238533385,0.000760873,0.036003001,0.021941382,0.678210374,0.011370957,0.013180028
0.20649624,0.000430815,0.023555659,0.013838088,0.740710492,0.006935489,0.008033218
0.173892611,0.000317046,0.017958225,0.010301198,0.786438149,0.005085272,0.006007498
0.336767135,0.000372544,0.02620913,0.01416341,0.607981497,0.006583392,0.007922892
0.288607388,0.000244291,0.017475579,0.009144464,0.674934559,0.004416195,0.005177524
0.172935865,0.000183271,0.012361656,0.006663272,0.800939254,0.003119949,0.003796733
0.162589156,0.000165413,0.010949351,0.005808694,0.814239447,0.002875595,0.003372344
0.188452906,0.000184403,0.012229599,0.006349512,0.785734154,0.003312751,0.003736675
0.175983294,0.000121553,0.008910361,0.004485088,0.805711764,0.002198537,0.002589403
0.22272328,0.000262013,0.017761699,0.00970587,0.739623785,0.004431349,0.005492005
0.216599686,0.000252494,0.016860234,0.009026525,0.747742393,0.004329428,0.00518924
0.299653561,0.000221556,0.01675582,0.008383792,0.66618535,0.004013617,0.004786305
0.118248892,9.19E-05,0.006601665,0.003466258,0.868030644,0.00161694,0.001943661
0.292543616,0.000376297,0.025365356,0.013935955,0.653477704,0.006473231,0.007827842
0.155582183,0.000158762,0.011009357,0.005792881,0.821421414,0.002731942,0.00330346
0.277844705,0.000254197,0.019568629,0.010593265,0.681705887,0.004363905,0.005669411
0.340851818,0.000403995,0.028508175,0.015692144,0.598741901,0.007140713,0.008661254
0.405293651,0.001577382,0.204906029,0.063142256,0.23981917,0.042463562,0.04279795
0.508121551,0.001038172,0.135476278,0.041156257,0.260251843,0.026824975,0.027130925
0.605171961,0.000663532,0.081960557,0.02696122,0.251799711,0.016544937,0.016898081
0.634187061,0.000320609,0.030228629,0.012109549,0.308768013,0.006974027,0.007412112
0.566993833,0.000839952,0.108347453,0.03490009,0.243165432,0.023849786,0.021903454
0.606528055,0.000460167,0.04656923,0.017451914,0.307790554,0.010287888,0.010912193
0.469195038,0.000283974,0.022748035,0.010230873,0.485826396,0.005574392,0.006141292
0.461423472,0.000380085,0.027553838,0.012678459,0.482145123,0.008029171,0.007789853
0.651936499,0.000410474,0.040141722,0.015511763,0.272771196,0.009718442,0.009509904
0.317859151,0.000441458,0.028896451,0.013849584,0.622102487,0.008163692,0.008687175
0.359072006,0.000224923,0.017141192,0.007983702,0.606395193,0.004406819,0.004776165
0.295466437,0.000198007,0.014820008,0.007003804,0.67458002,0.003746154,0.00418557
0.284595219,0.000265432,0.01911425,0.009286629,0.676316808,0.004875353,0.005546308
0.428307192,0.000239617,0.020317494,0.009000492,0.532166635,0.004583336,0.005385234
0.622356848,0.000232625,0.021956226,0.009266917,0.336005452,0.0047224,0.005459533
0.806644981,0.000129326,0.014002614,0.00567266,0.167665548,0.002662453,0.003222418
0.678047357,0.000329534,0.038375221,0.014226893,0.25360028,0.007015424,0.00840529
0.528016218,0.00025306,0.02187585,0.009645417,0.429450908,0.00509047,0.005668078
0.741205225,0.000216788,0.023293882,0.009276289,0.215998922,0.004687076,0.005321819
0.580851381,0.000265691,0.024118738,0.010355463,0.372832378,0.005479023,0.006097326
0.44767589,0.000190114,0.016494394,0.00766399,0.520013951,0.003632746,0.004328914
0.570702438,0.000234961,0.021370649,0.009197448,0.3883998,0.004701912,0.005392793
0.363268072,0.000382514,0.027549111,0.013203763,0.580361657,0.007332341,0.007902543
0.288384415,0.000441201,0.028515091,0.014397592,0.651759988,0.007774405,0.008727308
0.50794067,0.000607798,0.051153696,0.021802688,0.392094918,0.013063064,0.013337167
0.611294429,0.000324665,0.031257618,0.012894512,0.32971005,0.006858121,0.007660606
0.692905676,0.000338485,0.039064058,0.016106609,0.235335297,0.007532997,0.008716877
0.205649476,0.000339809,0.01959394,0.010580442,0.751604581,0.005827919,0.006403833
0.137122359,0.000150715,0.009570566,0.005109243,0.842415196,0.002639609,0.002992312
0.200478691,0.000345609,0.019700632,0.010642089,0.756559304,0.005831826,0.006441851
0.235107449,0.000399507,0.022472769,0.012237774,0.71548741,0.006906197,0.007388895
0.414883128,0.000131734,0.010675078,0.005052037,0.563787006,0.002576759,0.002894259
0.117993429,6.92E-05,0.005027968,0.002508059,0.871665659,0.001281905,0.001453754
0.145286468,0.000115132,0.007915381,0.003991197,0.838266677,0.002076869,0.002348277
0.128195025,9.62E-05,0.006666731,0.003391178,0.857928114,0.001747901,0.001974897
0.167295547,0.000105023,0.007596996,0.003746917,0.81711167,0.001953737,0.00219011
0.256247261,0.000166918,0.012080553,0.005887594,0.718993947,0.003158862,0.003464865
0.206717427,0.000193139,0.012854178,0.006479585,0.766349381,0.003537964,0.003868327
0.193695588,0.000119502,0.008789492,0.00440231,0.788274298,0.002180768,0.002538041
0.177515608,0.000128117,0.009176256,0.00454064,0.803626177,0.002338603,0.002674599
0.23986618,0.000416506,0.023612816,0.013234252,0.707957291,0.007090226,0.007822729
0.105687435,9.84E-05,0.006542582,0.003408147,0.880534829,0.001740151,0.001988496
0.174387652,0.000232816,0.013941964,0.007481679,0.79539951,0.004102131,0.004454249
0.264500775,0.000298761,0.019794633,0.011044653,0.692977346,0.00528123,0.006102602
0.210699186,0.00015376,0.010897907,0.005791047,0.766418771,0.00282248,0.003216848
0.124732573,0.000119929,0.007924012,0.00428431,0.858409096,0.002093377,0.002436701
0.433223653,0.000190135,0.015221356,0.007666934,0.535827817,0.003649606,0.004220499
0.13479583,0.000139943,0.009149461,0.004802218,0.845834781,0.002482026,0.002795741
0.623392553,0.000210457,0.019349403,0.009178175,0.338663395,0.004220094,0.004985924
0.477078442,0.000144071,0.012205307,0.00582935,0.498711953,0.002786513,0.003244364
0.215714706,0.00013458,0.009847045,0.004859898,0.764092477,0.002527364,0.00282393
0.678158564,0.000164934,0.014849644,0.006863626,0.292758788,0.003398371,0.003806073
0.206135906,0.000183756,0.012716559,0.006470164,0.767375989,0.003357353,0.003760275
0.221272682,0.00033151,0.020278302,0.010588849,0.735415355,0.005730298,0.006383004
0.236601142,0.000149944,0.010932663,0.005449414,0.740938575,0.002784474,0.003143788
0.256397292,0.000114916,0.008880745,0.004301356,0.725666874,0.002168575,0.002470241
0.173453404,0.000209251,0.013537816,0.007047672,0.797948638,0.003639457,0.004163762
0.138764791,0.000172986,0.010878218,0.005781031,0.838061379,0.002938963,0.003402632
0.099198689,9.71E-05,0.006402549,0.003329904,0.887330268,0.001689959,0.00195158
0.24152913,0.000287516,0.018035892,0.009248163,0.720024733,0.005311641,0.005562924
0.18120443,0.000110332,0.007982833,0.003996851,0.802326052,0.002076408,0.002303093
0.447956394,0.000340557,0.025387495,0.012285088,0.499886016,0.006986221,0.00715823
0.613136467,0.000163523,0.014170975,0.006609558,0.35887731,0.003346163,0.003696004
0.217024024,0.000201749,0.013405003,0.006855248,0.754688024,0.003785789,0.004040163
0.299008237,0.000233837,0.01624642,0.008195447,0.667022889,0.004502351,0.004790818
0.243099846,0.00013744,0.01000301,0.005061369,0.736157872,0.002658624,0.00288184
0.226103886,0.000117912,0.008739485,0.004470276,0.75582534,0.002233942,0.002509159
0.131065893,0.000138619,0.008936834,0.004703513,0.84994106,0.002457314,0.002756767
0.188624825,0.000210001,0.013467283,0.006917441,0.782844606,0.003797156,0.004138689
0.345972048,0.000217146,0.016161103,0.007808962,0.621001046,0.004258832,0.004580864
0.292994335,0.000199141,0.014505401,0.007083821,0.677226344,0.003824483,0.004166474
0.371439255,0.000165979,0.012734934,0.006196865,0.602595551,0.003309806,0.003557609
0.296370995,0.00016947,0.01297449,0.006302546,0.67728354,0.003244664,0.003654294
0.41794174,0.000150691,0.012461831,0.005779259,0.55737513,0.002940669,0.003350679
0.52487761,0.000254597,0.02091597,0.009754364,0.433415452,0.005134174,0.005647834
0.332587797,0.000239765,0.017662561,0.008279668,0.631614186,0.004628655,0.004987369
0.278419639,0.000239119,0.016644201,0.008166816,0.687061388,0.004591222,0.004877616
0.188807777,0.000233953,0.014963967,0.007733881,0.779504844,0.00413597,0.004619608
0.281323208,0.000251813,0.018016953,0.008828367,0.68175476,0.004614361,0.005210539
0.25761171,0.000305323,0.019871569,0.009962619,0.700661374,0.005561828,0.006025576
0.33635424,0.000227991,0.017332697,0.0082073,0.628723382,0.004309923,0.004844468
0.404195805,0.000404377,0.029586079,0.013743354,0.535623037,0.008066384,0.008380965
0.353413626,0.000207443,0.016041097,0.007497397,0.614347613,0.004042605,0.004450219
0.509794618,0.000262376,0.022046301,0.009894114,0.44680459,0.005389371,0.00580863
0.75392244,0.000229121,0.023371886,0.009190518,0.202592355,0.005235076,0.005458603
0.6770505,0.00017776,0.015984883,0.006955207,0.292048997,0.003729062,0.00405359
0.766160859,0.000239037,0.026109318,0.010069535,0.186038244,0.005504773,0.005878234
0.806912192,0.000125708,0.012739432,0.005132317,0.169380573,0.00270102,0.003008757
0.771149508,0.000220661,0.023608651,0.009242219,0.185418277,0.004933465,0.005427219
0.637548684,0.000209575,0.018970001,0.008040255,0.326088036,0.004334672,0.004808778
0.293670998,0.000439815,0.027337785,0.013642002,0.648338907,0.008111165,0.008459328
0.241561632,0.000222321,0.015350333,0.007507694,0.726735169,0.004097031,0.00452582
0.275647759,0.000288817,0.019981242,0.009879766,0.68299439,0.005300339,0.005907686
0.294960413,0.000291696,0.019466801,0.009604934,0.664393627,0.005479189,0.005803341
0.52478201,0.000231907,0.018852291,0.008623764,0.437747054,0.004713669,0.005049306
0.268732773,0.000115881,0.008831457,0.004405935,0.713213014,0.00221242,0.002488521
0.677230751,0.000161728,0.014435958,0.006563478,0.294528625,0.003366606,0.003712855
0.173488865,0.000157268,0.010598642,0.005327345,0.804416067,0.002834992,0.003176821
0.383493959,0.000209806,0.01596878,0.007916427,0.583850749,0.004042747,0.004517532
0.67649462,0.000304764,0.030391681,0.012817048,0.266001713,0.006658803,0.007331371
0.471426186,0.000600105,0.042012294,0.019657754,0.440928823,0.013307306,0.012067532
0.500890628,0.000584556,0.043506848,0.019871499,0.409834292,0.013240345,0.012071832
0.657092205,0.000378119,0.034974301,0.014715345,0.275210938,0.008991673,0.008637419
0.529884375,0.00035394,0.027366453,0.012627172,0.414542836,0.007739469,0.007485754
0.519554261,0.000300021,0.023288872,0.010689758,0.433422333,0.006380451,0.006364304
0.530981186,0.000218277,0.01787883,0.008065708,0.433563348,0.004530445,0.004762205
0.720358858,0.000204385,0.019121863,0.008169368,0.242899933,0.004505106,0.004740487
0.582719827,0.000230905,0.019325496,0.008523155,0.379163536,0.004964171,0.005072911
0.488732196,0.000578588,0.042854875,0.019745039,0.423161438,0.012931979,0.011995885
0.270873843,0.000338535,0.021888996,0.011158561,0.682755879,0.006299725,0.006684461
0.311952313,0.000882013,0.046218696,0.02432626,0.585778879,0.01526043,0.015581409
0.260948686,0.000346136,0.022160399,0.011210874,0.692242648,0.006303723,0.006787534
0.310486271,0.0002336,0.016969132,0.008179511,0.654782159,0.004491779,0.004857549
0.410789452,0.00022914,0.018072709,0.008333105,0.553100248,0.004549969,0.004925377
0.292919212,0.000312551,0.021556231,0.010513727,0.662521923,0.005829515,0.006346841
0.264804357,0.000632842,0.034224731,0.018509134,0.65975436,0.010602877,0.011471699
0.58468632,0.000225801,0.019734955,0.008888101,0.376788323,0.004585045,0.005091456
0.479995748,0.001198879,0.149322178,0.057784582,0.243982807,0.035462674,0.03225313
0.609920337,0.00031324,0.02814413,0.01206319,0.335635275,0.006796477,0.007127351
0.620847669,0.000415577,0.043672212,0.01905187,0.29707078,0.008476155,0.010465736
0.644695338,0.000268658,0.02529974,0.011490534,0.306251714,0.005700555,0.00629346
0.192532578,0.000181117,0.012512938,0.006474214,0.781330885,0.003245194,0.003723075
0.534304385,0.000217623,0.019100205,0.008840621,0.428295034,0.004248844,0.004993289
0.677937024,0.000393141,0.043003289,0.017847256,0.242154433,0.008795288,0.00986957
0.236754793,0.000217699,0.01534496,0.007644483,0.731615983,0.003923243,0.004498839
0.467424496,0.000263029,0.02180037,0.010414527,0.48918501,0.005007924,0.005904643
0.48726209,0.000189895,0.016301255,0.007463638,0.480856171,0.00362477,0.004302181
0.459232944,0.000332586,0.026013726,0.013146422,0.487522373,0.006453601,0.007298347
0.245752682,0.000205535,0.014483272,0.007148779,0.72439483,0.003766742,0.00424816
0.440318999,0.000211405,0.017198905,0.007994767,0.525396785,0.00423235,0.004646789
0.59726012,0.000251081,0.021554466,0.009440433,0.360582017,0.005338525,0.00557336
0.306983163,0.000435706,0.02741354,0.013652678,0.63495486,0.008135937,0.008424117
0.367163765,0.000377165,0.024873837,0.012685164,0.579988358,0.007459841,0.007451871
0.242778686,0.000289086,0.017849394,0.009153846,0.719018127,0.005365851,0.005545011
0.446778932,0.000226609,0.017179851,0.008167476,0.518233622,0.004621494,0.004792016
0.569223618,0.000343434,0.027423103,0.012956369,0.375106345,0.00750329,0.00744384
0.289585788,0.0002265,0.015873969,0.007998889,0.677381725,0.004259681,0.004673448
0.293927341,0.000206023,0.014644933,0.007477529,0.675501631,0.003958252,0.00428429
0.541151512,0.000899369,0.083957335,0.034081966,0.295271813,0.023752844,0.020885161
0.494133518,0.00027866,0.022345781,0.010496088,0.460952974,0.005684547,0.006108433
0.220423463,0.000178835,0.012915866,0.006522501,0.752981694,0.003202707,0.003774934
0.396516609,0.000324048,0.024262838,0.011528719,0.554091581,0.006400151,0.006876054
0.624973769,0.000306243,0.027214972,0.012094664,0.321823201,0.006565782,0.007021368
0.519690673,0.000268197,0.021994038,0.010640562,0.436071149,0.005355541,0.005979839
0.240002362,0.000175431,0.012569203,0.006626011,0.733691659,0.00322745,0.003707884
0.27949624,0.001024073,0.048171327,0.027691526,0.610418004,0.015762438,0.017436391
0.264751747,0.000760594,0.039028452,0.021998581,0.647763917,0.012144939,0.01355177
0.335273289,0.000254478,0.020693925,0.01051312,0.62297152,0.004520977,0.00577269
0.346653044,0.00031022,0.024788838,0.012037938,0.603807841,0.005542335,0.006859784
0.53650505,0.000300581,0.029133618,0.013839076,0.407288606,0.005589219,0.00734385
0.472418248,0.000289964,0.025762773,0.011866635,0.477485766,0.005483937,0.006692678
0.631760811,0.000272776,0.027291458,0.012416712,0.316181616,0.005422034,0.006654593
0.658552652,0.000402436,0.051481105,0.02039584,0.249827471,0.008431688,0.010908807
0.306931122,0.000329538,0.024446175,0.011857529,0.643647551,0.00579228,0.006995805
0.654953038,0.000322683,0.032167124,0.013211557,0.284640481,0.006991856,0.007713261
0.555799088,0.000858562,0.100668211,0.037648484,0.260369498,0.022727418,0.021928739
0.611388313,0.000468765,0.04662219,0.020620104,0.299514664,0.009992787,0.011393178
0.520156716,0.000742965,0.076284583,0.032192027,0.337746089,0.014452847,0.018424773
0.48038716,0.000363878,0.032366764,0.015205094,0.456278173,0.006910042,0.008488889
0.602513781,0.000561056,0.061418929,0.023738492,0.284814186,0.0128161,0.014137456
0.508432016,0.000445338,0.043296832,0.019237897,0.409254119,0.008432181,0.010901617
0.134456237,0.004456117,0.209939947,0.308386015,0.113834518,0.066702754,0.162224412
0.129959816,0.013267805,0.174263554,0.241743771,0.117544183,0.122082947,0.201137924
0.546465887,0.000598124,0.062088271,0.031074297,0.332673041,0.011641791,0.01545859
0.410194655,0.000507056,0.039956342,0.022007417,0.506838509,0.00882824,0.011667782
0.421363142,0.000546402,0.042339617,0.02350997,0.490207762,0.009718109,0.012314998
0.35045674,0.000597756,0.040915095,0.024493433,0.560703373,0.010031569,0.012802033
0.208694683,0.000447043,0.025367149,0.015059774,0.734925976,0.006889888,0.008615487
0.349753008,0.000846805,0.051769395,0.031581282,0.534925417,0.013926307,0.017197785
0.297692431,0.000689348,0.043198667,0.027144385,0.606319594,0.010433729,0.014521845
0.412251688,0.000805078,0.06759565,0.039167992,0.447076463,0.01316064,0.019942489
0.393929161,0.000486929,0.039644203,0.021331115,0.52490912,0.008255195,0.011444277
0.380454601,0.000619749,0.047284483,0.027643513,0.519412734,0.010223909,0.01436101
0.448738392,0.000697855,0.059052485,0.033348869,0.428864595,0.012372865,0.016924938
0.451118896,0.001007241,0.106822554,0.058505443,0.33663698,0.017754098,0.028154787
0.396036758,0.001178689,0.102940046,0.06568994,0.384142488,0.018708377,0.031303703
0.284711217,0.00050653,0.033646505,0.018916319,0.643458172,0.00805261,0.010708648
0.341283984,0.000545003,0.039224329,0.022778183,0.575151653,0.008882184,0.012134665
0.235116981,0.000669951,0.034009709,0.021664319,0.686355724,0.009944344,0.012238972
0.260491949,0.000318581,0.022694002,0.01322959,0.69109094,0.005230581,0.006944358
0.202634107,0.000392906,0.022514803,0.013520398,0.747108919,0.00620344,0.007625428
0.221580849,0.00044223,0.02621045,0.015914421,0.720173587,0.00685358,0.008824882
0.204338041,0.000286223,0.019094914,0.011177802,0.754452695,0.00461208,0.006038246
0.340554498,0.000388005,0.029469927,0.01672199,0.597524445,0.006540425,0.00880071
0.387490178,0.001450627,0.09621629,0.066813267,0.391179979,0.02410772,0.03274194
0.303612546,0.000887517,0.050307594,0.034443158,0.579765618,0.013329657,0.01765391
0.34379501,0.001612542,0.084356424,0.06458334,0.449877437,0.023819872,0.031955374
0.342580282,0.001342057,0.074047757,0.054456912,0.480445362,0.020049606,0.027078024
0.358613268,0.000690452,0.046753157,0.030044738,0.537453569,0.011485267,0.014959549
0.322984001,0.00249272,0.113278194,0.095950247,0.383519622,0.034491156,0.04728406
0.38374423,0.001384402,0.090864829,0.059564692,0.41097031,0.022753086,0.03071845
0.301296433,0.002565493,0.174763138,0.150201788,0.261410362,0.042310558,0.067452228
0.392164734,0.001261791,0.0862721,0.051968677,0.419043752,0.020817736,0.028471211
0.332176477,0.001127004,0.064495644,0.044060271,0.518370288,0.016639427,0.023130889
0.38865369,0.0012624,0.11530963,0.077908103,0.362182046,0.019849086,0.034835045
0.416642964,0.001316236,0.186231659,0.059251742,0.271978495,0.027004397,0.037574507
0.402239619,0.000749782,0.065790557,0.032169855,0.468455759,0.012336956,0.018257471
0.326807565,0.001534926,0.220688703,0.11947192,0.252799347,0.025314848,0.05338269
0.336605434,0.001670629,0.166995613,0.127089944,0.290387233,0.027149884,0.050101262
0.26796854,0.002712442,0.228618413,0.089156383,0.186558744,0.160184753,0.064800725
0.124319077,0.003444636,0.141257165,0.075887675,0.099755508,0.4897461,0.065589838
0.508049919,0.001107258,0.133561626,0.044768018,0.249540069,0.034935767,0.028037343
0.586199299,0.000566975,0.051724564,0.020294982,0.315001921,0.013484976,0.012727283
0.650385248,0.000366985,0.033862733,0.014004533,0.284293581,0.008704783,0.008382137
0.501413669,0.001029163,0.087618127,0.037246529,0.322220615,0.027525842,0.022946055
0.328501237,0.002326454,0.212054345,0.085419831,0.227121098,0.087153153,0.057423883
0.171842418,0.003721213,0.198738984,0.099487895,0.133304205,0.311341255,0.08156403
0.296771124,0.002395859,0.236554778,0.086094756,0.197381649,0.119998167,0.060803667
0.512964732,0.001064971,0.121776209,0.04443643,0.262050782,0.030675918,0.027030959
0.108031926,0.003280277,0.165260611,0.079006832,0.084101958,0.484621809,0.075696586
0.376028082,0.001619592,0.242354214,0.066863155,0.209736339,0.057762078,0.04563654
0.284576358,0.001954234,0.312504141,0.086582678,0.174118228,0.080836003,0.059428358
0.509622495,0.000987534,0.159253064,0.045872922,0.228709988,0.027759115,0.027794883
0.477891927,0.000605679,0.043763024,0.020112173,0.432654551,0.012478993,0.012493653
0.308586514,0.000270995,0.01851965,0.008900252,0.653037481,0.005246979,0.005438129
0.599243478,0.000374656,0.031849565,0.013428679,0.338436612,0.008436139,0.00823087
0.561778994,0.000562585,0.049891048,0.020031516,0.342128683,0.012971308,0.012635867
0.457274854,0.001426423,0.139933099,0.057031671,0.26291522,0.047001899,0.034416834
0.211767471,0.00306938,0.269384207,0.096628725,0.151790215,0.187968057,0.079391944
0.225897967,0.003472497,0.264734345,0.106233613,0.168013564,0.145931276,0.085716738
0.235043364,0.002964612,0.264058541,0.093967033,0.168498212,0.160129725,0.075338514
0.240660994,0.003032826,0.278574669,0.089253112,0.172775838,0.139643124,0.076059436
0.048617114,0.003425417,0.066706243,0.044777941,0.041282463,0.746951521,0.048239301
0.072612963,0.007457505,0.091793254,0.06897728,0.063819566,0.621238386,0.074101045
0.048322157,0.002617272,0.061546885,0.040950331,0.040737437,0.765944829,0.039881088
0.080111067,0.009077248,0.10019293,0.079159221,0.070852608,0.576687399,0.083919528
0.08777978,0.011816286,0.109310564,0.085458963,0.078354411,0.533533228,0.093746767
0.038057314,0.003023124,0.051292192,0.03667243,0.03263425,0.799194757,0.039125933
0.169244685,0.0032681,0.21917803,0.090310228,0.126789419,0.313601692,0.077607848
0.126739039,0.003060679,0.171269164,0.080746964,0.097775458,0.449137599,0.071271098
0.027964046,0.001610783,0.041640815,0.025892707,0.0231882,0.851915048,0.027788402
