C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12
0.001580433,0.356042147,0.000593634,0.597051174,0.001319479,0.008908848,9.98E-05,0.013810306,0.008483661,0.004172287,0.002643707,0.005294521
0.001258228,0.744426313,0.000499714,0.220863291,0.001131415,0.006212033,8.53E-05,0.009473604,0.006303995,0.003403581,0.002079064,0.004263445
0.001365137,0.663847287,0.000519287,0.300133562,0.001154808,0.00679667,8.90E-05,0.009765145,0.006439435,0.003438602,0.00215513,0.00429593
0.000944043,0.736780925,0.000370089,0.237429028,0.000795353,0.004730926,6.31E-05,0.007129109,0.004664949,0.002465564,0.001546819,0.003080131
0.00201813,0.684660601,0.000813458,0.260455832,0.001811592,0.009730992,0.000138619,0.014841784,0.009980312,0.005425152,0.003351177,0.006772351
0.00188405,0.590880527,0.000762076,0.351921148,0.001659805,0.009993106,0.000125999,0.016450776,0.01064294,0.005458849,0.003299417,0.006921307
0.004358877,0.564351176,0.001697879,0.334449853,0.003513028,0.019007942,0.000301875,0.025668237,0.017728143,0.010074331,0.006564606,0.012284052
0.003248017,0.635893743,0.001277438,0.281607721,0.003017642,0.014755768,0.000222589,0.021465185,0.0147474,0.008324951,0.00511365,0.010325896
0.004192061,0.594335769,0.00163119,0.309133001,0.003590203,0.017864427,0.000293098,0.024451793,0.016848196,0.00962977,0.006278219,0.011752271
0.000917401,0.790008368,0.000355169,0.186154933,0.000773196,0.004425065,6.12E-05,0.006443243,0.004266809,0.002291931,0.001453633,0.002849003
0.001072606,0.748164468,0.000418462,0.223676657,0.000905731,0.005210581,7.23E-05,0.007658953,0.005046579,0.002699965,0.001719169,0.003354578
0.001376739,0.700800574,0.000536454,0.263248274,0.001145838,0.006697373,9.23E-05,0.009756922,0.006443181,0.003437313,0.002195209,0.004269796
0.001984087,0.685748122,0.00077897,0.260548528,0.001842305,0.009582013,0.000133996,0.014465987,0.009704985,0.005326703,0.003220922,0.006663383
0.0014912,0.731901605,0.000586519,0.227853626,0.001335601,0.007199541,0.000101227,0.010857734,0.007271555,0.00399582,0.002426588,0.004978984
0.00492533,0.558020197,0.001930602,0.328991014,0.004053503,0.020991579,0.000345996,0.028456316,0.019757384,0.011333919,0.007405436,0.013788724
0.001420723,0.542709796,0.000529194,0.417228861,0.001208852,0.007579345,8.93E-05,0.011288921,0.007237488,0.00371976,0.002280855,0.004706859
0.003355531,0.627681469,0.001380669,0.284488401,0.00302941,0.015256017,0.000239593,0.022930874,0.015881385,0.009070538,0.005503963,0.01118215
0.001439086,0.720042414,0.000584849,0.237739597,0.001298372,0.007294905,9.80E-05,0.01186607,0.007822319,0.004131058,0.002480038,0.005203259
0.001710609,0.710197549,0.000681298,0.242008132,0.001574048,0.008351572,0.000115796,0.0129865,0.008723602,0.0047964,0.002842321,0.006012173
0.003790267,0.635885427,0.001579007,0.270662635,0.003366963,0.016271474,0.000278768,0.02371902,0.016690274,0.009762135,0.006087125,0.011906904
0.001693638,0.707702155,0.000695222,0.244481197,0.001500626,0.008294616,0.000117704,0.013178192,0.008784751,0.004741736,0.002889873,0.00592029
0.002981934,0.672655942,0.001227123,0.250104275,0.002762954,0.013317478,0.000213851,0.020232922,0.013938724,0.007910173,0.004888161,0.009766462
0.002267077,0.718993896,0.000924328,0.223126256,0.002066857,0.010168507,0.000161556,0.015001214,0.01037862,0.005938955,0.003653186,0.007319549
0.00082524,0.807483402,0.000326145,0.170347264,0.000710765,0.004021891,5.61E-05,0.006063922,0.004000759,0.002145523,0.001348311,0.0026707
0.00229809,0.726557661,0.000949219,0.214558335,0.00208947,0.010220307,0.000165275,0.015327803,0.010604227,0.006042372,0.003745091,0.007442149
0.002075633,0.72962752,0.000864998,0.214376891,0.001894656,0.009561436,0.000148858,0.014916815,0.010215956,0.005729303,0.00349447,0.007093464
0.003554287,0.626114572,0.001460342,0.285251418,0.003055743,0.015705202,0.000256449,0.022835776,0.015870448,0.009072527,0.005726612,0.011096625
0.002023188,0.682520962,0.000820566,0.262624758,0.001760791,0.009670456,0.000141093,0.014871716,0.009975885,0.005450806,0.003377446,0.006762334
0.00174193,0.675273524,0.00071262,0.273879267,0.001557799,0.008786588,0.000119993,0.01439892,0.009395389,0.004916684,0.003039244,0.006178042
0.00242124,0.574354362,0.000992245,0.347876143,0.002254059,0.01298314,0.000163549,0.022962782,0.014678736,0.007421919,0.004410125,0.009481698
0.002209805,0.591835369,0.000890309,0.340949502,0.002016551,0.01160656,0.000147587,0.019441957,0.012507875,0.006410862,0.003845409,0.008138213
0.004406686,0.630814759,0.001847686,0.262265344,0.00412434,0.018279587,0.000328255,0.026550497,0.01901143,0.011433379,0.007011012,0.013927025
0.003322139,0.666908784,0.001424064,0.242681917,0.003211712,0.014842178,0.0002443,0.023594425,0.016586698,0.0096008,0.005694668,0.011888314
0.003803569,0.633012249,0.001614349,0.269001767,0.003525128,0.016669285,0.000280698,0.024945972,0.017694733,0.010399679,0.006291143,0.012761428
0.00105121,0.811443232,0.000427157,0.15931688,0.000960422,0.005087487,7.26E-05,0.007891026,0.005348967,0.002951195,0.00176062,0.00368917
0.003914829,0.628593516,0.001660775,0.272243325,0.003509766,0.016996116,0.000291198,0.02536196,0.017866748,0.010401661,0.006455039,0.012705067
0.004495944,0.618927555,0.001847255,0.274882976,0.003989507,0.018587775,0.000329536,0.026355061,0.018766503,0.011207418,0.006998509,0.013611961
0.004658715,0.608662947,0.00191224,0.282110841,0.004113993,0.01924076,0.000341122,0.02705497,0.019265369,0.011479535,0.0072167,0.013942808
0.002013148,0.694569734,0.000807169,0.248789319,0.001906912,0.009764653,0.000137154,0.0152489,0.010359095,0.005789864,0.003349883,0.007264168
0.002199974,0.722570556,0.000898929,0.217989468,0.002088053,0.010146285,0.000154117,0.015606771,0.010815012,0.006192918,0.003631414,0.007706502
0.002147466,0.69640504,0.000875321,0.241702332,0.002030924,0.010474058,0.000147628,0.016871629,0.011445879,0.006305229,0.003664123,0.007930372
0.006206166,0.481605512,0.002561773,0.333416084,0.006617887,0.030026024,0.000426808,0.049910173,0.03447229,0.01934555,0.010849285,0.024562449
0.003829007,0.630387547,0.001529999,0.279679517,0.003351806,0.016270095,0.00027331,0.022365081,0.015797964,0.009324129,0.005835406,0.011356139
0.00206408,0.727100795,0.000832314,0.221104332,0.001813029,0.009255749,0.00014614,0.013408486,0.009246493,0.005270449,0.003282579,0.006475553
0.003585432,0.652481078,0.001446794,0.263087745,0.003155833,0.015144762,0.000258241,0.021137998,0.014873297,0.008705747,0.005511762,0.010611312
0.001562104,0.75166555,0.000622817,0.206866609,0.001408162,0.007334231,0.000107464,0.010936078,0.007483804,0.004229449,0.00253163,0.005252101
0.00201409,0.721804431,0.000817856,0.225603172,0.001756311,0.009271572,0.000141639,0.013838217,0.009500766,0.005356791,0.003283685,0.00661147
0.002439397,0.496161481,0.00091313,0.432479689,0.002124445,0.013080992,0.000153056,0.019975828,0.01301538,0.006913079,0.00397293,0.008770592
0.002978653,0.524295554,0.001146352,0.387411601,0.00265968,0.015791522,0.000191603,0.024680105,0.016263831,0.008639838,0.004981069,0.010960192
0.001844056,0.721500971,0.000717797,0.232231571,0.001579832,0.008504259,0.000124839,0.012080922,0.008241447,0.004606805,0.002872336,0.005695165
0.006616823,0.557180441,0.002741682,0.2959405,0.005992392,0.025826284,0.000499397,0.035361607,0.025567739,0.015541446,0.009989167,0.018742521
0.003996066,0.61861988,0.001598952,0.286573465,0.003558454,0.017118374,0.00028326,0.02367514,0.016699869,0.009791396,0.006104357,0.011980785
0.002801131,0.688057111,0.001132681,0.243414561,0.002538066,0.012230506,0.000199758,0.017532095,0.01216599,0.006973896,0.004392027,0.008562176
0.004094235,0.530649048,0.001589379,0.357206855,0.00389736,0.020137155,0.000269639,0.030686125,0.020328312,0.010830429,0.006651131,0.013660332
0.002651979,0.555194848,0.001010886,0.372648252,0.002353492,0.013515288,0.000171193,0.019814212,0.013003298,0.006816731,0.004231836,0.008587984
0.001695686,0.715211247,0.000674705,0.238842008,0.001537472,0.008181591,0.000115393,0.012518333,0.008327254,0.004492191,0.002785785,0.005618334
0.001583934,0.700572693,0.000612545,0.258070844,0.001384937,0.00764225,0.000105585,0.011184878,0.007401866,0.003970215,0.002518167,0.004952085
0.001919457,0.614671553,0.000720892,0.336538759,0.001611766,0.009405386,0.000124076,0.013139628,0.008648636,0.004569243,0.002948741,0.005701863
0.001329662,0.621131874,0.000508802,0.342167008,0.001138915,0.006875717,8.59E-05,0.010326737,0.006627234,0.003387502,0.002149435,0.004271252
0.00260966,0.632090395,0.001059445,0.296085678,0.002436579,0.012716054,0.00017896,0.01942881,0.013105269,0.007068395,0.004345395,0.00887536
0.002459704,0.638965419,0.000965899,0.295641214,0.0021598,0.01172693,0.000165885,0.017789012,0.011797675,0.006383287,0.003994964,0.00795021
0.002414711,0.516604424,0.00092053,0.415303188,0.002076602,0.012483979,0.000155674,0.019464162,0.012324515,0.006320121,0.003971954,0.00796014
0.001001797,0.725405075,0.000389813,0.246678842,0.000869753,0.005064847,6.62E-05,0.00775203,0.005064088,0.002691334,0.001641344,0.003374843
0.003891598,0.563261807,0.001525053,0.331950753,0.003612788,0.018491957,0.000262031,0.028378118,0.018976329,0.010356254,0.006335813,0.0129575
0.001659301,0.663632774,0.000654491,0.290907019,0.001416263,0.008179341,0.000111806,0.012526817,0.008246726,0.004420806,0.002732037,0.005512618
0.002703001,0.591534958,0.001103298,0.326010261,0.002526154,0.013790503,0.000183238,0.02335462,0.015397544,0.008224728,0.004754434,0.010417262
0.004433738,0.528485022,0.001726557,0.348909197,0.004085567,0.021881853,0.000291719,0.033202728,0.022405294,0.012097093,0.007243161,0.015238072
0.020214126,0.151836298,0.006069994,0.20523904,0.013141662,0.176980282,0.00094695,0.197387395,0.104430905,0.039756464,0.032752968,0.051243914
0.015190328,0.189257756,0.004685541,0.293047551,0.009482885,0.142846475,0.000734937,0.166232672,0.08313851,0.03098714,0.024289311,0.040106894
0.01152485,0.217837548,0.003585914,0.392892231,0.007396623,0.102776292,0.000572236,0.124596895,0.063587038,0.024869291,0.018166475,0.032194607
0.004879064,0.245813401,0.001639033,0.610550786,0.003425405,0.03302585,0.000270023,0.043204252,0.024703665,0.010937398,0.007583967,0.013967156
0.014564562,0.190062707,0.00408178,0.322251304,0.008545767,0.155638366,0.000646334,0.143205979,0.074151759,0.0286078,0.021005231,0.037238411
0.007387278,0.262625093,0.002465939,0.512201986,0.004994156,0.05212619,0.000399598,0.070303642,0.038665564,0.016297092,0.011654185,0.020879277
0.003101854,0.30076829,0.001106725,0.613680139,0.002436125,0.017870147,0.000187126,0.024776565,0.014978123,0.007180239,0.004844179,0.009070489
0.004372683,0.297905784,0.001416666,0.597240038,0.003094028,0.024299494,0.000244478,0.028279731,0.017579329,0.008693468,0.005998945,0.010875354
0.007451192,0.247438223,0.002315635,0.539477446,0.004959415,0.053464357,0.000381751,0.063372202,0.035296682,0.015374559,0.010815197,0.01965334
0.004518342,0.398676702,0.001639319,0.492213749,0.003295494,0.022847884,0.000284856,0.029319175,0.018889944,0.009663905,0.006710949,0.01193968
0.002040615,0.292586213,0.000724914,0.653247671,0.001542525,0.011336095,0.000122618,0.015258252,0.009480419,0.004674831,0.003105618,0.005880228
0.001774963,0.327127242,0.000649531,0.625147561,0.001370452,0.009709756,0.000110198,0.013436704,0.008428903,0.004199495,0.002775238,0.005269958
0.002715688,0.414543171,0.001020681,0.513115171,0.002146111,0.014373296,0.000173106,0.020080782,0.012858745,0.006520202,0.00428712,0.008165927
0.002496415,0.314298569,0.000934323,0.611888384,0.001948339,0.014536549,0.000154386,0.022106752,0.013293882,0.006247588,0.004159793,0.00793502
0.003287297,0.260933997,0.001187184,0.636315611,0.002517089,0.021406727,0.000193827,0.031376658,0.018394742,0.008289504,0.005460447,0.010636916
0.003532044,0.256270251,0.001281734,0.620284202,0.00279313,0.024396007,0.000206534,0.040249363,0.022436576,0.009719749,0.006187097,0.012643312
0.006079082,0.260294386,0.002174922,0.520881195,0.004437558,0.044840884,0.000345799,0.073519358,0.039411517,0.016192731,0.010781725,0.021040844
0.002843627,0.262327299,0.001002825,0.655425269,0.002122091,0.017081376,0.000167792,0.024343458,0.014512566,0.006906539,0.004519605,0.008747553
0.004618137,0.245448256,0.001590943,0.600672758,0.003376771,0.032845413,0.000257839,0.048961096,0.027270546,0.011906159,0.007662176,0.015389906
0.003374828,0.254603939,0.00117951,0.645050352,0.002441125,0.021334832,0.000195214,0.029950495,0.017725516,0.008248186,0.005402284,0.01049372
0.002118102,0.332760294,0.000789797,0.602741634,0.001707818,0.012237398,0.000130873,0.019280936,0.011728814,0.005701973,0.003549254,0.007253106
0.002921865,0.267125461,0.00105156,0.644186661,0.00223676,0.017977855,0.000173724,0.02705495,0.015814094,0.007321606,0.004802943,0.00933252
0.003986108,0.351652484,0.001418734,0.54606706,0.002907215,0.021337234,0.000243597,0.02801493,0.017842463,0.009143377,0.006020404,0.011366395
0.004469616,0.444330462,0.001686521,0.4440953,0.003392796,0.021903486,0.000294167,0.029858663,0.019659074,0.010480468,0.006931849,0.012897598
0.008034175,0.282292066,0.002640415,0.50291999,0.00526068,0.049866465,0.000446126,0.060716691,0.036591103,0.017444731,0.011929565,0.021857992
0.004822706,0.265718673,0.001672923,0.585825662,0.003412485,0.032205504,0.00027387,0.045071256,0.026242412,0.011819347,0.007830719,0.015104443
0.007055599,0.267590763,0.002427753,0.483487308,0.005299602,0.053086798,0.000384967,0.078190144,0.045101719,0.019700586,0.011829488,0.025845274
0.00340596,0.572316607,0.001290251,0.34823839,0.002777891,0.015448371,0.000228409,0.020352851,0.013839355,0.007654123,0.005045983,0.009401808
0.001552024,0.681637574,0.000590021,0.27947966,0.001312982,0.007437593,0.000102558,0.010278291,0.006871504,0.003728101,0.002380812,0.004628881
0.003399269,0.576092587,0.001298873,0.344731795,0.00278705,0.015230762,0.000231348,0.020328462,0.01377414,0.007669302,0.005064463,0.009391947
0.003979558,0.54862771,0.001469025,0.361397315,0.003296615,0.017623236,0.000264454,0.02284932,0.01548028,0.008665779,0.005732685,0.010614024
0.001140518,0.262754232,0.00040727,0.705074017,0.000920133,0.006434387,6.88E-05,0.009298822,0.005711442,0.002821189,0.001792206,0.003576977
0.00081854,0.546610351,0.000302105,0.431436525,0.000668192,0.004265673,5.16E-05,0.006124645,0.003907646,0.002010934,0.001280399,0.002523345
0.00125187,0.553841693,0.000467529,0.413574064,0.00102635,0.00634897,8.08E-05,0.008934823,0.005762233,0.003010913,0.001947656,0.003753057
0.001095186,0.556278938,0.000407726,0.41509467,0.000894902,0.005590603,7.02E-05,0.007815197,0.005068068,0.00266231,0.001698773,0.00332342
0.001014828,0.404845951,0.000372385,0.568194136,0.000802711,0.005356947,6.38E-05,0.007477134,0.004770393,0.002454566,0.001575982,0.003071163
0.001613843,0.391611593,0.000582358,0.566078753,0.001275221,0.008590677,1.00E-04,0.011729092,0.007441512,0.00378169,0.00245784,0.004737471
0.001998412,0.5050704,0.000731436,0.444973066,0.001585779,0.010029794,0.000126991,0.013456058,0.008751837,0.004578719,0.003006509,0.005690999
0.001287659,0.535104434,0.000486533,0.429499803,0.001090798,0.006781694,8.26E-05,0.009906738,0.006347388,0.003254026,0.002063205,0.004095165
0.001360121,0.492921012,0.00051168,0.470653962,0.001104406,0.007142596,8.71E-05,0.010102682,0.00649051,0.003318609,0.002148125,0.004159183
0.004120143,0.568813319,0.001561703,0.335452794,0.003609512,0.018225001,0.000277894,0.024242988,0.016645527,0.009411477,0.006071032,0.01156861
0.001089175,0.704968894,0.000413224,0.266921645,0.000909107,0.005351258,7.14E-05,0.007604688,0.004997508,0.0026623,0.001697064,0.003313715
0.0023799,0.613963386,0.000881364,0.329919982,0.001942064,0.010968103,0.000155621,0.014537232,0.009765463,0.005373041,0.003493341,0.006620502
0.00314527,0.580305423,0.001192814,0.337920096,0.002882914,0.014988968,0.000206029,0.021690138,0.014581439,0.00809701,0.004877942,0.010111956
0.001682279,0.575117876,0.000622933,0.38004317,0.00144292,0.008513674,0.000106724,0.012176671,0.007989514,0.004302225,0.00260766,0.005394356
0.001140705,0.754848534,0.000438153,0.215375745,0.00100141,0.005524358,7.57E-05,0.007975538,0.005318367,0.002896922,0.001793059,0.00361149
0.00238645,0.428284764,0.000872506,0.503192386,0.002084532,0.013235312,0.000146542,0.019411431,0.012335976,0.006264786,0.003801301,0.007984013
0.001555418,0.616777379,0.000585735,0.343778776,0.001262483,0.007611469,0.000101663,0.01052589,0.006975314,0.003767252,0.002386706,0.004671915
0.003672443,0.363594147,0.001326789,0.521884995,0.003125418,0.021745517,0.000217273,0.034344935,0.020912054,0.010092893,0.00606859,0.013014945
0.001677197,0.333096549,0.000613089,0.616918611,0.001398015,0.009689537,0.000102526,0.014654458,0.009026876,0.004438326,0.002727728,0.005657087
0.001349805,0.430609714,0.000492496,0.533495624,0.001083766,0.007076996,8.40E-05,0.010018347,0.006353998,0.003259382,0.00208764,0.004088193
0.002865559,0.284393106,0.000998458,0.629980105,0.002319807,0.017525601,0.000165583,0.025248385,0.015240105,0.007332773,0.004527673,0.009402845
0.001922648,0.485747318,0.000710605,0.464335597,0.001514508,0.009787583,0.000122513,0.013573864,0.008832938,0.00467381,0.002964732,0.005813883
0.003340948,0.517974821,0.001263398,0.400982247,0.002630383,0.015770215,0.000223212,0.021299518,0.014194806,0.007736989,0.005081525,0.009501939
0.001497462,0.422030543,0.000550806,0.537732132,0.001224362,0.007950835,9.45E-05,0.011147814,0.007134775,0.003683482,0.002335689,0.004617649
0.000970372,0.319548956,0.000355014,0.653435966,0.000785197,0.005309192,6.04E-05,0.007692968,0.004811618,0.002430733,0.001538576,0.003061002
0.002201753,0.56845461,0.000843415,0.375498776,0.001770158,0.010720123,0.000146604,0.014998241,0.00994298,0.005357861,0.003441035,0.006624443
0.001773846,0.660353744,0.000689777,0.294673569,0.001485409,0.008438042,0.000120633,0.011961063,0.007982037,0.004355124,0.002788375,0.005378382
0.001047777,0.721431729,0.000402342,0.251449634,0.000881024,0.00511716,6.98E-05,0.007351782,0.004823412,0.002574945,0.001650186,0.003200234
0.002934195,0.451982988,0.001046841,0.478918033,0.002250297,0.014313717,0.000184319,0.018027957,0.011885142,0.006374103,0.004213032,0.007869377
0.001080333,0.388633917,0.000392437,0.582769678,0.000860663,0.005735081,6.72E-05,0.007856055,0.005050939,0.0026187,0.001654092,0.003280937
0.003931432,0.316719059,0.001327038,0.583186707,0.002926613,0.022222457,0.00022626,0.026924637,0.017198889,0.008734848,0.005630137,0.010971924
0.002003202,0.232457558,0.000695377,0.709170563,0.001551145,0.012255891,0.000116399,0.016811712,0.010326411,0.005054906,0.003120054,0.006436783
0.002082479,0.463505401,0.000743341,0.485339092,0.00159221,0.010476223,0.000129097,0.013557171,0.00890461,0.004738449,0.003051087,0.00588084
0.002380574,0.40214919,0.000837413,0.538129879,0.001830909,0.012431393,0.000144566,0.015960054,0.010388776,0.005451344,0.003495415,0.006800485
0.001320545,0.369385844,0.00046669,0.596109623,0.001040162,0.007036283,7.99E-05,0.009390152,0.006060091,0.003165875,0.001972771,0.003972027
0.001245163,0.440420619,0.000452255,0.525860785,0.001029075,0.006665202,7.70E-05,0.009263999,0.005995358,0.003129014,0.001920881,0.003940639
0.001510726,0.64390702,0.000568245,0.318145607,0.001221936,0.007366471,9.87E-05,0.01006514,0.006704159,0.003619413,0.00230671,0.004485838
0.002209039,0.514211946,0.000813112,0.431748799,0.001733454,0.010832731,0.000141766,0.014308816,0.009438696,0.00503347,0.003295247,0.006232924
0.002026435,0.307691833,0.000713571,0.63914048,0.001545142,0.011211612,0.000121585,0.01461456,0.009293102,0.00469962,0.003037567,0.005904493
0.00184122,0.336863582,0.000657299,0.614997249,0.001406046,0.009971922,0.000112467,0.013197832,0.008440238,0.004317427,0.002788568,0.00540615
0.001429106,0.269517142,0.000498058,0.692371389,0.001102034,0.008000426,8.44E-05,0.010535335,0.00667745,0.003382004,0.002137571,0.004265073
0.001658729,0.369185169,0.00060483,0.58541958,0.00129286,0.009087204,0.000101704,0.012729997,0.008093186,0.004084834,0.002596851,0.005145056
0.001220283,0.23275944,0.000444103,0.732076498,0.000962049,0.007128606,7.40E-05,0.010187875,0.006280768,0.003045274,0.001952648,0.003868487
0.003183528,0.308725462,0.001117234,0.602294306,0.002496466,0.018737607,0.00018727,0.025279451,0.015672606,0.007658342,0.004923681,0.009724047
0.002109545,0.301127797,0.000747882,0.643993914,0.001562623,0.011499259,0.000128365,0.015300508,0.009563023,0.004789507,0.003195491,0.005982086
0.002356427,0.379981805,0.000834919,0.561047773,0.001759043,0.012320163,0.000143406,0.015939554,0.010263834,0.005288899,0.003474281,0.006589895
0.002454337,0.539847679,0.000925104,0.399207274,0.001932625,0.011908088,0.000160746,0.016206833,0.010736358,0.005756828,0.003747527,0.007116601
0.002494998,0.400347425,0.000925563,0.533584058,0.001968045,0.013076811,0.000159244,0.018310811,0.011678998,0.006026429,0.003913454,0.007514163
0.003099846,0.449697573,0.00113199,0.474288702,0.002371377,0.015444628,0.000197998,0.020282034,0.013245392,0.006977658,0.004632328,0.008630473
0.002168962,0.334123715,0.000792242,0.606772461,0.00170136,0.011916395,0.000134976,0.016742708,0.010448875,0.00522381,0.003411867,0.006562629
0.004410675,0.330336491,0.001515135,0.558361226,0.003097704,0.02426323,0.000260223,0.030530689,0.019205695,0.009590483,0.006472733,0.011955717
0.00184765,0.289606965,0.000659896,0.660401033,0.001394936,0.010320957,0.000111674,0.014156094,0.008809939,0.004354238,0.002856392,0.005480228
0.002858779,0.256650731,0.000983129,0.663561181,0.002059948,0.017091619,0.000165098,0.023006557,0.013968419,0.006745071,0.004385852,0.008523618
0.005152852,0.230964903,0.001659943,0.611354108,0.003607937,0.037160143,0.000273245,0.048273684,0.026833785,0.011729013,0.007910816,0.015079571
0.002536611,0.216215486,0.00086702,0.70959632,0.001946734,0.016079663,0.000144595,0.022001516,0.012943817,0.006023405,0.003943107,0.007701725
0.005967902,0.237273667,0.00193882,0.570004735,0.004280215,0.044768278,0.000315348,0.060523368,0.033023641,0.014151371,0.009402449,0.018350208
0.003030628,0.212790327,0.001040133,0.690912868,0.002259086,0.020770826,0.000169882,0.030207134,0.016926471,0.007417326,0.004907411,0.009567908
0.005685557,0.255425339,0.001899478,0.560833585,0.004284618,0.040683902,0.0003084,0.058271457,0.031983558,0.013686057,0.009166769,0.017771281
0.002884495,0.241511597,0.001002363,0.673083284,0.00216099,0.018226386,0.000166664,0.025735352,0.015010636,0.006858457,0.004605262,0.008754515
0.004563592,0.432626043,0.001622299,0.461734899,0.003340159,0.021779492,0.000286561,0.02783906,0.018167961,0.00962693,0.006577113,0.011835892
