C1,C2,C3,C4,C5,C6
0.935683946,0.04721298,0.003716666,0.002406879,0.007044852,0.003934677
0.813541056,0.16519927,0.004257245,0.003000721,0.008789823,0.005211884
0.6776333,0.179022982,0.03463214,0.02025649,0.057638073,0.030817016
0.900299158,0.085275633,0.003028165,0.002089939,0.00582264,0.003484465
0.894331834,0.091201482,0.002967688,0.002076313,0.005899873,0.003522811
0.541245755,0.429870875,0.005830146,0.004249543,0.011537572,0.007266108
0.172882093,0.802137746,0.004738907,0.003633466,0.010071753,0.006536035
0.935683946,0.04721298,0.003716666,0.002406879,0.007044852,0.003934677
0.85577398,0.118254669,0.005217689,0.003566738,0.01097592,0.006211004
0.972807544,0.021319023,0.00122871,0.000812951,0.002459132,0.00137264
0.053801531,0.064713625,0.064630598,0.097753797,0.207442459,0.51165799
0.009781055,0.010988277,0.020350433,0.054382371,0.048905173,0.855592691
0.013443753,0.01508919,0.03050816,0.109628637,0.059863964,0.771466297
0.002264163,0.00240342,0.007138923,0.025714397,0.014979136,0.947499959
0.137884647,0.207417123,0.078062065,0.102360323,0.197043594,0.277232248
0.122380799,0.118061584,0.084441104,0.059256161,0.45878233,0.157078022
0.02625175,0.028535882,0.050624425,0.072443399,0.208579065,0.61356548
0.052914551,0.062685378,0.065091135,0.093877468,0.22331003,0.502121438
0.007235899,0.007790684,0.0178391,0.035289709,0.055547378,0.876297229
0.003431717,0.003766487,0.00848042,0.025989871,0.019289801,0.939041704
0.065699701,0.083246061,0.069101809,0.112806376,0.189300432,0.479845622
0.041173275,0.046442851,0.061030231,0.083617297,0.242383024,0.525353321
0.029900137,0.0351942,0.045942287,0.093740509,0.122030249,0.673192618
0.014300156,0.016202429,0.030159667,0.095363272,0.062923623,0.781050853
0.000878634,0.000926349,0.002860937,0.008697337,0.006563545,0.980073198
0.023667397,0.019173311,0.51090471,0.045083004,0.34040283,0.060768749
0.004007643,0.003427093,0.022043085,0.006938014,0.949404722,0.014179443
0.011088479,0.009176999,0.04414508,0.013882209,0.893902219,0.027805014
0.014324044,0.013439254,0.072420679,0.047427389,0.708476254,0.143912381
0.009636388,0.008753178,0.060426315,0.02812835,0.825605252,0.067450517
0.122380799,0.118061584,0.084441104,0.059256161,0.45878233,0.157078022
0.018080815,0.016860698,0.040691282,0.025696269,0.818960833,0.079710104
0.003503498,0.003136753,0.011041415,0.005493469,0.962337431,0.014487435
0.004007643,0.003427093,0.022043085,0.006938014,0.949404722,0.014179443
0.019581098,0.016270399,0.230290344,0.038089173,0.635022656,0.060746331
0.012862822,0.011719201,0.030663428,0.017441024,0.877533272,0.049780252
0.020108657,0.016733523,0.291237678,0.043725853,0.561844373,0.066349916
0.021677941,0.021448456,0.069193139,0.065628839,0.503738372,0.318313253
0.019109615,0.018536017,0.09994286,0.096597761,0.413371628,0.352442118
0.086437192,0.083119138,0.079822712,0.055526407,0.538526613,0.156567939
0.006778074,0.007393975,0.015782939,0.033500447,0.046034854,0.890509711
0.023970585,0.019031241,0.655648984,0.042560532,0.207166596,0.051622062
0.01194561,0.009726107,0.810438684,0.027695069,0.109025142,0.031169388
0.014385622,0.012559555,0.167762976,0.041256359,0.69226272,0.071772768
0.043895716,0.033395017,0.133242051,0.037369694,0.685634089,0.066463433
0.069664671,0.066656883,0.075893217,0.053027172,0.58010063,0.154657427
0.05157264,0.046569143,0.067517302,0.040022502,0.687169142,0.107149272
0.030782803,0.024107527,0.671422042,0.051783701,0.165516874,0.056387053
0.00057409,0.000496558,0.002457344,0.00092558,0.993477179,0.002069249
0.009636388,0.008753178,0.060426315,0.02812835,0.825605252,0.067450517
0.01202712,0.010034834,0.035051366,0.013155161,0.901288595,0.028442924
0.00057409,0.000496558,0.002457344,0.00092558,0.993477179,0.002069249
0.006397501,0.005507723,0.041814506,0.012485714,0.908953274,0.024841282
0.011410605,0.010401767,0.029006494,0.016439261,0.885856106,0.046885767
0.027482781,0.022042949,0.298032239,0.043252454,0.543768489,0.065421089
0.019667801,0.016508764,0.325953409,0.04469396,0.525970055,0.067206012
0.024215979,0.019621167,0.220120022,0.038159442,0.636823299,0.061060093
0.018566696,0.015682468,0.420890796,0.048334051,0.427962908,0.068563081
0.001553131,0.001361928,0.005248108,0.002317332,0.983877323,0.005642177
0.08433051,0.078247624,0.079588862,0.051752513,0.566794369,0.139286123
0.009203188,0.009445392,0.040278762,0.241263294,0.064896394,0.634912969
0.003039548,0.003119987,0.013660372,0.905410507,0.015020101,0.059749485
0.0052701,0.005390854,0.024935332,0.803385024,0.02903914,0.13197955
0.011254829,0.011734658,0.040407218,0.728254124,0.045534379,0.162814792
0.01868779,0.018741635,0.089130156,0.674989794,0.067597247,0.130853378
0.006772737,0.006667971,0.043312262,0.816983247,0.037584828,0.088678955
0.008438772,0.008943801,0.02911665,0.170535633,0.048894402,0.734070743
0.013169353,0.013125796,0.076191792,0.264896255,0.120016287,0.512600517
0.00264665,0.002679017,0.013912567,0.914538744,0.0144985,0.051724522
0.005040628,0.004958484,0.033146314,0.879565831,0.024917872,0.052370872
0.006023515,0.006058369,0.032698984,0.86125192,0.027429108,0.066538104
0.012111191,0.012568059,0.0440328,0.738115703,0.046849336,0.146322911
0.006909001,0.00699393,0.033594923,0.767814763,0.038207986,0.146479397
0.01163643,0.011997795,0.046476212,0.351921539,0.070051772,0.507916252
0.011376941,0.011476469,0.056489195,0.508530485,0.07406657,0.33806034
0.00715807,0.007323578,0.029286735,0.092934178,0.061158161,0.802139278
0.019979093,0.020267916,0.087208185,0.65691733,0.070635391,0.144992086
0.005411192,0.00533634,0.0370298,0.862818915,0.028227002,0.061176752
0.015233085,0.015359999,0.069237747,0.418772238,0.095501832,0.3858951
0.005596637,0.005708654,0.026541519,0.868087021,0.024686905,0.069379263
0.010575338,0.010673449,0.053121697,0.78294775,0.043647887,0.099033879
0.008393506,0.008684334,0.035497455,0.626795497,0.045942433,0.274686775
0.009641504,0.009840811,0.046378224,0.499476559,0.062193212,0.372469691
0.001569538,0.001586537,0.008372774,0.952729111,0.008326918,0.027415122
0.005361768,0.005715345,0.017345282,0.081639842,0.031997852,0.857939911
0.018892429,0.019376906,0.075524776,0.67318444,0.065697037,0.147324412
0.011290164,0.011372871,0.056229084,0.214257775,0.096768962,0.610081144
0.007274473,0.007560738,0.028018091,0.151076726,0.048742536,0.757327436
0.010618404,0.010743422,0.046578641,0.791535611,0.041434896,0.099089025
0.015948234,0.015807943,0.079279224,0.704614794,0.062257255,0.122092548
0.0099594,0.010194769,0.04308979,0.618972487,0.05470924,0.263074315
0.019275171,0.018164271,0.276732999,0.349851095,0.153177247,0.182799217
0.019171508,0.017713355,0.397424269,0.250160465,0.163742211,0.151788192
0.020238022,0.018669598,0.292445676,0.151052865,0.32085427,0.196739569
0.009184476,0.008076398,0.817384321,0.055802199,0.06869446,0.040858146
0.018449321,0.016694508,0.444473668,0.124525547,0.260555921,0.135301036
0.00854919,0.008860467,0.034503321,0.22502709,0.055939376,0.667120557
0.019744867,0.018031845,0.375025599,0.162956506,0.25771115,0.166530032
0.001143983,0.001152492,0.005932999,0.968814652,0.00572205,0.017233823
0.012192688,0.009963982,0.785771931,0.028840911,0.129654696,0.033575792
0.02616417,0.023680478,0.454987368,0.252068837,0.126717218,0.116381929
0.020797815,0.019077717,0.462569464,0.238719368,0.135323784,0.123511852
0.038325917,0.033359993,0.527921415,0.158259553,0.139084827,0.103048295
0.025751192,0.021798671,0.688530693,0.088216316,0.109661277,0.066041852
0.00852436,0.007189733,0.827067633,0.026535335,0.100937592,0.029745347
0.011056694,0.00898162,0.825269172,0.025536465,0.100550355,0.028605694
0.002236015,0.001876372,0.965481426,0.007774577,0.015736202,0.006895408
0.03397232,0.028577077,0.621155696,0.108043289,0.128293984,0.079957633
0.020308112,0.016948471,0.757545865,0.062057168,0.09304516,0.050095223
0.038283513,0.034991731,0.361949043,0.289553146,0.138046902,0.137175666
